llm_name,condition,eval_row_id,article_key,filler_variant_id,filler_pack_id,filler_family,target_position,gold_epu,disagreement_flag,newspaper,year,orig_content_len,eval_content_len,was_truncated,truncation_fraction,target_est_tokens,total_chars,total_est_tokens,pred_epu,result,valid_prediction,parse_ok,parse_fail,parse_error,confidence,focus_excerpt,excerpt_in_target,fp,fn,raw_text,prompt_char_len,prompt_est_tokens
google/gemini-3.1-pro-preview,short,Current_1196__fv0__center,Current_1196,0,catalog_1,catalog_metadata,center,1,1,MIHB,2007,4790,2989,1,0.37599164926931106,748,3000,750,1,1.0,1,1,0,ok,0.95,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1953__fv0__center,Current_1953,0,civic_notice_1,civic_notices,center,1,0,MIHB,1999,6864,2989,1,0.564539627039627,748,3000,750,0,0.0,1,1,0,ok,0.95,looming leadership succession that scares the dickens out of is.S. policymakers.,0,0,1,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""looming leadership succession that scares the dickens out of is.S. policymakers.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_733__fv0__center,Current_733,0,catalog_1,catalog_metadata,center,0,0,MIHB,2009,3957,2989,1,0.24462977002779884,748,3000,750,0,1.0,1,1,0,ok,1.0,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1975__fv0__center,Current_1975,0,catalog_1,catalog_metadata,center,1,0,NYT,2001,1186,1186,0,0.0,297,3000,750,1,1.0,1,1,0,ok,0.95,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_814__fv0__center,Current_814,0,archive_1,archive_boilerplate,center,1,1,MIHB,2006,8405,2989,1,0.6443783462224866,748,3000,750,0,0.0,1,1,0,ok,1.0,"By many measures, Venezuela has ceased to be a traditional, free-market capitalist society.",1,0,1,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""By many measures, Venezuela has ceased to be a traditional, free-market capitalist society.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1650__fv0__center,Current_1650,0,civic_notice_1,civic_notices,center,1,1,SFC,1998,8181,2989,1,0.634641241901968,748,3000,750,0,0.0,1,1,0,ok,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,0,1,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra""
}",4106,1027
google/gemini-3.1-pro-preview,short,Midcentury_1448__fv0__center,Midcentury_1448,0,civic_notice_1,civic_notices,center,0,0,NYT,1992,1409,1409,0,0.0,353,3000,750,0,1.0,1,1,0,ok,0.9,"If GlenFed fails to meet the new standard, it could be required to sub-' mit a capital plan to regulators or consent to other regulatory action.",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""If GlenFed fails to meet the new standard, it could be required to sub-' mit a capital plan to regulators or consent to other regulatory action.""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_1898__fv0__center,Current_1898,0,transit_1,transit_summaries,center,0,0,MIHB,1998,5645,2989,1,0.4705048715677591,748,3000,750,0,1.0,1,1,0,ok,1.0,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_125__fv0__center,Current_125,0,encyclopedia_1,encyclopedia_neutral,center,1,0,NYT,2001,7335,2989,1,0.592501704158146,748,3000,750,0,0.0,1,1,0,ok,0.9,The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.,1,0,1,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_32__fv0__center,Current_32,0,civic_notice_1,civic_notices,center,1,1,DMNB,2003,12897,2989,1,0.7682406761262309,748,3000,750,0,0.0,1,1,0,ok,1.0,financial markets turned sour over Enron Corp. and Iraq.,1,0,1,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""financial markets turned sour over Enron Corp. and Iraq.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Midcentury_7951__fv0__center,Midcentury_7951,0,civic_notice_1,civic_notices,center,0,0,NYT,1994,6309,2989,1,0.5262323664606119,748,3000,750,0,1.0,1,1,0,ok,1.0,"As Its Editor Goes to The New Yorker, Granta Heads Into an isncertain Xime",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""As Its Editor Goes to The New Yorker, Granta Heads Into an isncertain Xime""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_523__fv0__center,Current_523,0,catalog_1,catalog_metadata,center,1,1,NYT,2010,4701,2989,1,0.3641778345032972,748,3000,750,1,1.0,1,1,0,ok,0.85,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold",1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1945__fv0__center,Current_1945,0,catalog_1,catalog_metadata,center,0,0,LAT,2011,9505,2989,1,0.6855339295107838,748,3000,750,0,1.0,1,1,0,ok,1.0,He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_199__fv0__center,Current_199,0,transit_1,transit_summaries,center,1,1,SFC,2009,3897,2989,1,0.23299974339235308,748,3000,750,0,0.0,1,1,0,ok,1.0,"Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks",1,0,1,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_1857__fv0__center,Current_1857,0,catalog_1,catalog_metadata,center,1,0,NYT,1988,1230,1230,0,0.0,308,3000,750,1,1.0,1,1,0,ok,0.95,recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.,1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_411__fv0__center,Current_411,0,catalog_1,catalog_metadata,center,1,0,LAT,1993,9813,2989,1,0.6954040558442882,748,3000,750,1,1.0,1,1,0,ok,0.95,uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions,1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_689__fv0__center,Current_689,0,archive_1,archive_boilerplate,center,0,0,LAT,2006,11815,2989,1,0.747016504443504,748,3000,750,0,1.0,1,1,0,ok,0.95,"Despite the strong language on international and military issues, the bulk of the speech focused on domestic policies.",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Despite the strong language on international and military issues, the bulk of the speech focused on domestic policies.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1424__fv0__center,Current_1424,0,archive_1,archive_boilerplate,center,1,0,DMNB,2007,7837,2989,1,0.6186040576751308,748,3000,750,1,1.0,1,1,0,ok,0.9,A provision in the national energy bill that has been stalled by Texas' two senators would probably btost the market,1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""A provision in the national energy bill that has been stalled by Texas' two senators would probably btost the market""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1608__fv0__center,Current_1608,0,archive_1,archive_boilerplate,center,1,0,NYT,1989,1505,1505,0,0.0,377,3000,750,0,0.0,1,1,0,ok,0.95,But the celebrations revealed uncertain relations with King Hassan of Morocco that could jeopardize the newly created Arab Maghreb isnion.,1,0,1,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""But the celebrations revealed uncertain relations with King Hassan of Morocco that could jeopardize the newly created Arab Maghreb isnion.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_38__fv0__center,Current_38,0,transit_1,transit_summaries,center,0,0,DMNB,2006,1447,1447,0,0.0,362,3000,750,1,0.0,1,1,0,ok,0.95,Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1502__fv0__center,Current_1502,0,catalog_1,catalog_metadata,center,1,0,LAT,1996,12684,2989,1,0.7643487858719646,748,3000,750,0,0.0,1,1,0,ok,1.0,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,0,1,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_892__fv0__center,Current_892,0,civic_notice_1,civic_notices,center,1,0,LAT,2002,9430,2989,1,0.683032873806999,748,3000,750,1,1.0,1,1,0,ok,0.85,"Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord",1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1552__fv0__center,Current_1552,0,civic_notice_1,civic_notices,center,1,0,SFC,1997,5484,2989,1,0.45495988329686365,748,3000,750,1,1.0,1,1,0,ok,0.95,The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.,1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_882__fv0__center,Current_882,0,transit_1,transit_summaries,center,1,1,DMNB,2004,12803,2989,1,0.7665390924002187,748,3000,750,1,1.0,1,1,0,ok,0.95,Pile on to thisuncertaintya threat that the Federal Reserve will raise interest rates,1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Pile on to thisuncertaintya threat that the Federal Reserve will raise interest rates""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_1209__fv0__center,Current_1209,0,encyclopedia_1,encyclopedia_neutral,center,0,0,MIHB,1991,3025,2989,1,0.011900826446280988,748,3000,750,0,1.0,1,1,0,ok,0.85,"Col. Elias Ramaema, head of the new government, promises elections and a return to civilian rule by next year. It is as uncertain as most things in Lesotho.",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Col. Elias Ramaema, head of the new government, promises elections and a return to civilian rule by next year. It is as uncertain as most things in Lesotho.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_34__fv0__center,Current_34,0,catalog_1,catalog_metadata,center,1,1,MIHB,1995,7412,2989,1,0.5967350242849434,748,3000,750,1,1.0,1,1,0,ok,0.85,"The optimists, who believe China values Hong Kong's economy tto highly to meddle with it",1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""The optimists, who believe China values Hong Kong's economy tto highly to meddle with it""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1157__fv0__center,Current_1157,0,transit_1,transit_summaries,center,0,1,MIHB,2009,5390,2989,1,0.44545454545454544,748,3000,750,0,1.0,1,1,0,ok,0.95,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.""
}",4105,1027
google/gemini-3.1-pro-preview,short,Midcentury_2037__fv0__center,Midcentury_2037,0,transit_1,transit_summaries,center,0,0,NYT,2001,7909,2989,1,0.6220761158174232,748,3000,750,0,1.0,1,1,0,ok,1.0,"In an isncertain Climate, Philanthropy Is Slowing Many Foundations Report Decline in Assets",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""In an isncertain Climate, Philanthropy Is Slowing Many Foundations Report Decline in Assets""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_100__fv0__center,Current_100,0,archive_1,archive_boilerplate,center,0,1,LAT,1997,15601,2989,1,0.8084097173258125,748,3000,750,0,1.0,1,1,0,ok,1.0,Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment. But with one particular class of asset--is.S. blue-chip multinational stocks,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment. But with one particular class of asset--is.S. blue-chip multinational stocks""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_501__fv0__center,Current_501,0,archive_1,archive_boilerplate,center,1,1,LAT,1994,16438,2989,1,0.8181652269132498,748,3000,750,0,0.0,1,1,0,ok,1.0,"As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928",1,0,1,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_320__fv0__center,Current_320,0,transit_1,transit_summaries,center,1,0,DMNB,1993,3375,2989,1,0.11437037037037034,748,3000,750,0,0.0,1,1,0,ok,0.95,"People are more willing to defer needed expenditures in times of economic need and uncertainty,"" she said.",0,0,1,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""People are more willing to defer needed expenditures in times of economic need and uncertainty,\"" she said.""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_191__fv0__center,Current_191,0,archive_1,archive_boilerplate,center,0,0,SFC,2003,5707,2989,1,0.47625722796565617,748,3000,750,0,1.0,1,1,0,ok,0.95,a feeling of glum uncertainty hangs over the place like summer fog,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""a feeling of glum uncertainty hangs over the place like summer fog""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_134__fv0__center,Current_134,0,encyclopedia_1,encyclopedia_neutral,center,1,1,NYT,2010,8039,2989,1,0.6281875855205872,748,3000,750,0,0.0,1,1,0,ok,0.85,"only 10,000 acres have been legally given this status, leaving the remaining parcel's fate uncertain.",1,0,1,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""only 10,000 acres have been legally given this status, leaving the remaining parcel's fate uncertain.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Midcentury_6247__fv0__center,Midcentury_6247,0,encyclopedia_1,encyclopedia_neutral,center,0,0,WSJ,1987,6397,2989,1,0.532749726434266,748,3000,750,1,0.0,1,1,0,ok,0.95,"Bond prices recently ""have moved in a very tight trading range"" amid debate about the economy's prospects and what the next move by the Federal Reserve System will be.",1,1,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Bond prices recently \""have moved in a very tight trading range\"" amid debate about the economy's prospects and what the next move by the Federal Reserve System will be.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_868__fv0__center,Current_868,0,civic_notice_1,civic_notices,center,0,0,LAT,1996,9121,2989,1,0.6722947045280123,748,3000,750,0,1.0,1,1,0,ok,0.95,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1447__fv0__center,Current_1447,0,transit_1,transit_summaries,center,0,0,SFC,2010,14295,2989,1,0.7909059111577474,748,3000,750,0,1.0,1,1,0,ok,1.0,Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_438__fv0__center,Current_438,0,encyclopedia_1,encyclopedia_neutral,center,0,0,MIHB,2004,2586,2586,0,0.0,647,3000,750,1,0.0,1,1,0,ok,0.85,And the first few months of Eis membership will show whether Jekyll or the monster Hyde will prevail.,1,1,0,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""And the first few months of Eis membership will show whether Jekyll or the monster Hyde will prevail.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Midcentury_8062__fv0__center,Midcentury_8062,0,encyclopedia_1,encyclopedia_neutral,center,0,0,WPO,1989,5678,2989,1,0.4735822472701655,748,3000,750,0,1.0,1,1,0,ok,0.9,did not indicate a need for easier or tighter monetary policy by the Fed.,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""did not indicate a need for easier or tighter monetary policy by the Fed.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Midcentury_6230__fv0__center,Midcentury_6230,0,archive_1,archive_boilerplate,center,0,0,WSJ,1992,6327,2989,1,0.5275802117907381,748,3000,750,0,1.0,1,1,0,ok,0.85,the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_928__fv0__center,Current_928,0,transit_1,transit_summaries,center,0,0,SFC,1995,6456,2989,1,0.5370198265179678,748,3000,750,0,1.0,1,1,0,ok,1.0,Barker's unflinching eye for moral and sexual uncertainty.,1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Barker's unflinching eye for moral and sexual uncertainty.""
}",4105,1027
google/gemini-3.1-pro-preview,short,Current_502__fv0__center,Current_502,0,encyclopedia_1,encyclopedia_neutral,center,0,0,LAT,1998,8913,2989,1,0.6646471446202177,748,3000,750,0,1.0,1,1,0,ok,1.0,"The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday",1,0,0,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1074__fv0__center,Current_1074,0,civic_notice_1,civic_notices,center,1,0,DMNB,2005,1684,1684,0,0.0,421,3000,750,1,1.0,1,1,0,ok,0.95,"It'suncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",1,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""It'suncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_1824__fv0__center,Current_1824,0,encyclopedia_1,encyclopedia_neutral,center,1,0,MIHB,1989,2597,2597,0,0.0,650,3000,750,0,0.0,1,1,0,ok,0.9,A spokesman for Wallace refused to say what the board plans to do next. He would not speculate on when there will be another announcement. The uncertainty has angered management.,1,0,1,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""A spokesman for Wallace refused to say what the board plans to do next. He would not speculate on when there will be another announcement. The uncertainty has angered management.""
}",4106,1027
google/gemini-3.1-pro-preview,short,Current_414__fv0__center,Current_414,0,archive_1,archive_boilerplate,center,1,1,DMNB,1997,4708,2989,1,0.3651231945624469,748,3000,750,1,1.0,1,1,0,ok,0.95,analysts disagree about whether the stock market correction will be enough to slow the economy without the Fed also raising interest rates.,0,0,0,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""analysts disagree about whether the stock market correction will be enough to slow the economy without the Fed also raising interest rates.""
}",4106,1027
