llm_name,article_key,gold_epu,gold_who,gold_actions,gold_effects,gold_mention_foreign,gold_mainly_foreign,disagreement_flag,newspaper,year,content_len,condition,epu_pred,epu_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,aux_mean,task_completion_count,who_pred,who_correct,who_present,actions_pred,actions_correct,actions_present,effects_pred,effects_correct,effects_present,mention_foreign_pred,mention_foreign_correct,mention_foreign_present,mainly_foreign_pred,mainly_foreign_correct,mainly_foreign_present
openai/gpt-5.4-2026-03-05,Current_769,1,0,0,1,0,0,0,LAT,2001,11351,single_focus,0,0.0,0.93,began walking the picket line ... after separate negotiations with the state broke down over pay raises,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_769,1,0,0,1,0,0,0,LAT,2001,11351,multi_focus_epu_first,0,0.0,0.92,"The walkout comes at a delicate time for Hawaii, which is now facing uncertain economic prospects like the rest of the nation.",1,1,0.8,5,0.0,1.0,1,0.0,1.0,1,0.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_769,1,0,0,1,0,0,0,LAT,2001,11351,multi_focus_epu_last,0,0.0,0.88,after separate negotiations with the state broke down over pay raises,1,1,0.8,5,0.0,1.0,1,0.0,1.0,1,0.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_98,1,0,1,0,1,1,1,DMNB,2000,3246,single_focus,0,0.0,0.98,Analysts have been warning investors to expect flat or lower earnings because of the slowdown in economic growth.,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_98,1,0,1,0,1,1,1,DMNB,2000,3246,multi_focus_epu_first,0,0.0,0.98,Analysts said the shift back to high-tech was more symptomatic of overall uncertainty in the market,0,1,0.2,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,1.0,1,0.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_98,1,0,1,0,1,1,1,DMNB,2000,3246,multi_focus_epu_last,0,0.0,0.98,Analysts said the shift back to high-tech was more symptomatic of overall uncertainty in the market,0,1,0.2,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,1.0,1,0.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_58,1,0,1,0,1,0,1,SFC,2009,4912,single_focus,1,1.0,0.93,"Everyone agrees some policy changes are needed, but we probably don't need more rules - just better ones.",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_58,1,0,1,0,1,0,1,SFC,2009,4912,multi_focus_epu_first,1,1.0,0.91,"As long as regulators continue these policies, they will slow the recovery.",1,1,0.6,5,0.0,1.0,1,1.0,1.0,1,1.0,0.0,1,0.0,0.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_58,1,0,1,0,1,0,1,SFC,2009,4912,multi_focus_epu_last,1,1.0,0.88,"As long as regulators continue these policies, they will slow the recovery.",1,1,0.4,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,0.0,0.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1440,0,0,0,0,0,0,0,LAT,1987,8557,single_focus,0,1.0,0.98,The warlord's habitat is a vacuum -- the collapse of central authority.,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1440,0,0,0,0,0,0,0,LAT,1987,8557,multi_focus_epu_first,0,1.0,0.97,The warlord's habitat is a vacuum -- the collapse of central authority.,1,1,0.0,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,0.0,1,1.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_1440,0,0,0,0,0,0,0,LAT,1987,8557,multi_focus_epu_last,0,1.0,0.99,The warlord's habitat is a vacuum -- the collapse of central authority.,1,1,0.0,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,0.0,1,1.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_1870,1,0,1,0,0,0,0,SFC,1997,6370,single_focus,1,1.0,0.97,This issue is far from settled. The Republican-controlled Congress has the authority to veto the EPA proposal.,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1870,1,0,1,0,0,0,0,SFC,1997,6370,multi_focus_epu_first,1,1.0,0.94,The Republican-controlled Congress has the authority to veto the EPA proposal.,1,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1870,1,0,1,0,0,0,0,SFC,1997,6370,multi_focus_epu_last,1,1.0,0.94,The U.S. Environmental Protection Agency is busy collecting public input on its proposal to tighten the standards on smog and soot.,0,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Midcentury_5357,1,0,1,1,0,0,0,CHI,1987,5146,single_focus,1,1.0,0.78,the rate freeze would promote certainty over energy costs,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Midcentury_5357,1,0,1,1,0,0,0,CHI,1987,5146,multi_focus_epu_first,1,1.0,0.73,"the question is at what cost, and Edison's price is simply too high",0,1,1.0,5,0.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Midcentury_5357,1,0,1,1,0,0,0,CHI,1987,5146,multi_focus_epu_last,1,1.0,0.76,"""the question is at what cost, and Edison's price is simply too high.""",0,1,1.0,5,0.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1275,0,0,0,0,0,0,0,DMNB,2009,8038,single_focus,0,1.0,0.95,Businesses are understandably reluctant to sign long-term real estate deals with the verdict on the economy still uncertain.,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1275,0,0,0,0,0,0,0,DMNB,2009,8038,multi_focus_epu_first,0,1.0,0.96,Businesses are understandably reluctant to sign long-term real estate deals with the verdict on the economy still uncertain.,0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1275,0,0,0,0,0,0,0,DMNB,2009,8038,multi_focus_epu_last,0,1.0,0.96,Businesses are understandably reluctant to sign long-term real estate deals with the verdict on the economy still uncertain.,0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_15,0,0,0,0,0,0,0,NYT,2000,1285,single_focus,0,1.0,0.96,selling it back to the government for as much as 20 times what they paid,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_15,0,0,0,0,0,0,0,NYT,2000,1285,multi_focus_epu_first,0,1.0,0.93,selling it back to the government for as much as 20 times what they paid,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_15,0,0,0,0,0,0,0,NYT,2000,1285,multi_focus_epu_last,0,1.0,0.96,selling it back to the government for as much as 20 times what they paid,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_50,0,0,0,0,0,0,0,MIHB,2011,6806,single_focus,0,1.0,0.91,it's a time of a lot of unrest and uncertainty about where things are going,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_50,0,0,0,0,0,0,0,MIHB,2011,6806,multi_focus_epu_first,0,1.0,0.95,it's a time of a lot of unrest and uncertainty about where things are going,0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_50,0,0,0,0,0,0,0,MIHB,2011,6806,multi_focus_epu_last,0,1.0,0.96,It's a time of a lot of unrest and uncertainty about where things are going,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1945,0,0,0,0,0,0,0,LAT,2011,9505,single_focus,0,1.0,0.78,He pushed administration energy policies designed to boost automobile fuel efficiency and subsidize electric vehicles,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1945,0,0,0,0,0,0,0,LAT,2011,9505,multi_focus_epu_first,0,1.0,0.93,"political operatives for both parties believe that pocketbtok issues, not foreign policy, will determine the next election",1,1,0.2,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,0.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1945,0,0,0,0,0,0,0,LAT,2011,9505,multi_focus_epu_last,0,1.0,0.83,"political operatives for both parties believe that pocketbtok issues, not foreign policy, will determine the next election",1,1,0.8,5,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,1.0,0.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1971,0,0,0,0,0,0,0,SFC,2007,8596,single_focus,0,1.0,0.95,"America is teetering on the brink of a recession, which some experts believe could be a long and crippling one",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1971,0,0,0,0,0,0,0,SFC,2007,8596,multi_focus_epu_first,0,1.0,0.91,"America is teetering on the brink of a recession, which some experts believe could be a long and crippling one",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1971,0,0,0,0,0,0,0,SFC,2007,8596,multi_focus_epu_last,0,1.0,0.92,"America is teetering on the brink of a recession, which some experts believe could be a long and crippling one",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1560,1,0,1,0,1,1,0,MIHB,1992,4975,single_focus,0,0.0,0.95,The continuing nuclear threat and the volatile political situation are causing alarm among Western arms control experts.,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1560,1,0,1,0,1,1,0,MIHB,1992,4975,multi_focus_epu_first,0,0.0,0.89,"Another uncertainty is whether Russia will formally approve a Bush-Yeltsin agreement to cut each side's arsenal to 3,500 warheads by 2003.",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,1.0,1,1.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1560,1,0,1,0,1,1,0,MIHB,1992,4975,multi_focus_epu_last,0,0.0,0.95,"Another uncertainty is whether Russia will formally approve a Bush-Yeltsin agreement to cut each side's arsenal to 3,500 warheads by 2003.",1,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,1.0,1.0,1,1.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1791,1,0,1,0,0,0,0,DMNB,2000,5650,single_focus,1,1.0,0.86,"the federal government's antitrust case against Microsoft Corp. Settlement talks that fell apart over the weekend, coupled with a judge's scathing verdict late Monday, are contributing to uncertainty among investors",0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1791,1,0,1,0,0,0,0,DMNB,2000,5650,multi_focus_epu_first,1,1.0,0.95,the federal government's antitrust case against Microsoft Corp. ... are contributing to uncertainty among investors,0,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1791,1,0,1,0,0,0,0,DMNB,2000,5650,multi_focus_epu_last,1,1.0,0.84,the federal government's antitrust case against Microsoft Corp. Settlement talks that fell apart,1,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Midcentury_6461,0,0,0,0,0,0,0,WPO,1988,3898,single_focus,0,1.0,0.93,uncertain about future Pakistani support for their cause,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Midcentury_6461,0,0,0,0,0,0,0,WPO,1988,3898,multi_focus_epu_first,0,1.0,0.86,uncertain about future Pakistani support for their cause,0,1,0.0,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,0.0,1,1.0,0.0,1
openai/gpt-5.4-2026-03-05,Midcentury_6461,0,0,0,0,0,0,0,WPO,1988,3898,multi_focus_epu_last,0,1.0,0.95,uncertain about future Pakistani support for their cause,0,1,0.0,5,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_1087,1,0,1,1,1,1,0,DMNB,1995,8234,single_focus,1,1.0,0.97,it was uncertain whether they would be able to turn to serious negotiations,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1087,1,0,1,1,1,1,0,DMNB,1995,8234,multi_focus_epu_first,1,1.0,0.96,it was uncertain whether they would be able to turn to serious negotiations,0,1,0.4,5,1.0,0.0,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_1087,1,0,1,1,1,1,0,DMNB,1995,8234,multi_focus_epu_last,1,1.0,0.96,it was uncertain whether they would be able to turn to serious negotiations.,0,1,0.4,5,1.0,0.0,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_1588,0,0,0,0,1,1,0,NYT,2003,1020,single_focus,1,0.0,0.91,he surprised many by choosing a market-friendly economic team that promptly reined in galloping inflation by raising interest rates and cutting more than $4 billion from the government budget,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1588,0,0,0,0,1,1,0,NYT,2003,1020,multi_focus_epu_first,0,1.0,0.82,he surprised many by choosing a market-friendly economic team that promptly reined in galloping inflation by raising interest rates and cutting more than $4 billion from the government budget,0,1,0.2,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,1.0,1,0.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_1588,0,0,0,0,1,1,0,NYT,2003,1020,multi_focus_epu_last,1,0.0,0.92,his government had been forced to resort to old-fashioned fiscal discipline to stave off the economic collapse,1,1,0.2,5,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,1.0,1,0.0,0.0,1
openai/gpt-5.4-2026-03-05,Current_1182,0,0,0,0,0,0,0,MIHB,1994,9527,single_focus,0,1.0,0.97,To say interest rates will rise is one thing. To say when and by how much is another.,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1182,0,0,0,0,0,0,0,MIHB,1994,9527,multi_focus_epu_first,0,1.0,0.97,"The choices aren't easy. Stocks and bonds are risky, but certificates of deposit and other fixed-income investments, such as short-term Treasury bills, are paying meager returns.",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1182,0,0,0,0,0,0,0,MIHB,1994,9527,multi_focus_epu_last,0,1.0,0.96,That's a sign investors are nervous about where the market may be headed.,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Midcentury_5796,1,0,0,1,0,0,1,NYT,2003,3594,single_focus,0,0.0,0.95,the uncertainty over his future was costing him those contracts,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Midcentury_5796,1,0,0,1,0,0,1,NYT,2003,3594,multi_focus_epu_first,0,0.0,0.89,the uncertainty over his future was costing him those contracts,0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Midcentury_5796,1,0,0,1,0,0,1,NYT,2003,3594,multi_focus_epu_last,0,0.0,0.74,the city hashes out larger questions about the waterfront's future in a study of Piers 6 through 12,1,1,0.8,5,0.0,1.0,1,1.0,0.0,1,1.0,1.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1650,1,0,1,0,0,0,1,SFC,1998,8181,single_focus,0,0.0,0.99,"Joshua Kosman, Chronicle Music Critic Monday, September 14, 1998",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1650,1,0,1,0,0,0,1,SFC,1998,8181,multi_focus_epu_first,0,0.0,0.99,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1650,1,0,1,0,0,0,1,SFC,1998,8181,multi_focus_epu_last,0,0.0,0.99,This was the final collaboration between Strauss and dramatist Hugo von Hofmannsthal,1,1,0.2,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,0.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1882,0,0,0,0,0,0,0,LAT,2005,22558,single_focus,0,1.0,0.97,A sign in Stockton warns about fishing in polluted waters.,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_1882,0,0,0,0,0,0,0,LAT,2005,22558,multi_focus_epu_first,0,1.0,0.96,He's pushing for a raise in the minimum size of stripers anglers can keep.,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_1882,0,0,0,0,0,0,0,LAT,2005,22558,multi_focus_epu_last,0,1.0,0.94,He's pushing for a raise in the minimum size of stripers anglers can keep.,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_134,1,0,0,1,0,0,1,NYT,2010,8039,single_focus,0,0.0,0.92,"planned when the economy was better, is scheduled to open May 23",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_134,1,0,0,1,0,0,1,NYT,2010,8039,multi_focus_epu_first,1,1.0,0.72,the remaining parcel's fate uncertain... protected by the creation of a county plan that could be changed at any point,0,1,0.8,5,0.0,1.0,1,1.0,0.0,1,1.0,1.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_134,1,0,0,1,0,0,1,NYT,2010,8039,multi_focus_epu_last,0,0.0,0.92,leaving the remaining parcel's fate uncertain,1,1,0.8,5,0.0,1.0,1,0.0,1.0,1,0.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_449,1,0,1,1,0,0,1,LAT,2003,22427,single_focus,0,0.0,0.84,He repeated a vow to roll back the car tax.,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_449,1,0,1,1,0,0,1,LAT,2003,22427,multi_focus_epu_first,0,0.0,0.82,He repeated a vow to roll back the car tax.,1,1,0.6,5,0.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_449,1,0,1,1,0,0,1,LAT,2003,22427,multi_focus_epu_last,0,0.0,0.92,He repeated a vow to roll back the car tax.,1,1,0.6,5,0.0,1.0,1,0.0,0.0,1,0.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_326,1,0,1,0,1,1,0,SFC,1998,4874,single_focus,0,0.0,0.87,Many investors are concerned about political uncertainty and the impact Russia's problems could have on an already fragile world economy.,1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_326,1,0,1,0,1,1,0,SFC,1998,4874,multi_focus_epu_first,0,0.0,0.91,Many investors are concerned about political uncertainty and the impact Russia's problems could have on an already fragile world economy.,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,1.0,1.0,1,1.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_326,1,0,1,0,1,1,0,SFC,1998,4874,multi_focus_epu_last,0,0.0,0.88,Many investors are concerned about political uncertainty and the impact Russia's problems could have on an already fragile world economy.,1,1,0.4,5,1.0,0.0,1,0.0,0.0,1,1.0,0.0,1,1.0,1.0,1,1.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_552,0,0,0,0,0,0,0,NYT,2005,3307,single_focus,1,0.0,0.78,"Investors worry that high energy prices could hurt economic growth and stoke inflation, prompting the Federal Reserve to turn more aggressive in raising interest rates.",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_552,0,0,0,0,0,0,0,NYT,2005,3307,multi_focus_epu_first,1,0.0,0.78,"Investors worry that high energy prices could hurt economic growth and stoke inflation, prompting the Federal Reserve to turn more aggressive in raising interest rates.",1,1,0.4,5,0.0,1.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_552,0,0,0,0,0,0,0,NYT,2005,3307,multi_focus_epu_last,0,1.0,0.91,"Investors worry that high energy prices could hurt economic growth and stoke inflation, prompting the Federal Reserve to turn more aggressive in raising interest rates.",1,1,0.2,5,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_840,1,0,1,0,0,0,1,DMNB,1995,3268,single_focus,1,1.0,0.91,bond prices resumed drifting lower in a lightly traded market that is increasingly uncertain whether Federal Reserve policy-makers will cut interest rates next week,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
openai/gpt-5.4-2026-03-05,Current_840,1,0,1,0,0,0,1,DMNB,1995,3268,multi_focus_epu_first,1,1.0,0.9,the market is increasingly uncertain whether Federal Reserve policy-makers will cut interest rates next week,0,1,0.8,5,0.0,1.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
openai/gpt-5.4-2026-03-05,Current_840,1,0,1,0,0,0,1,DMNB,1995,3268,multi_focus_epu_last,1,1.0,0.87,the market is increasingly uncertain whether Federal Reserve policy-makers will cut interest rates next week,0,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
