article_key,condition,llm_name,single_focus_epu_pred,single_focus_epu_correct,single_focus_confidence,single_focus_focus_excerpt,single_focus_excerpt_in_target,single_focus_json_valid,single_focus_parse_status,single_focus_raw_json,single_focus_who_pred,single_focus_who_correct,single_focus_who_requested,single_focus_who_present,single_focus_actions_pred,single_focus_actions_correct,single_focus_actions_requested,single_focus_actions_present,single_focus_effects_pred,single_focus_effects_correct,single_focus_effects_requested,single_focus_effects_present,single_focus_mention_foreign_pred,single_focus_mention_foreign_correct,single_focus_mention_foreign_requested,single_focus_mention_foreign_present,single_focus_mainly_foreign_pred,single_focus_mainly_foreign_correct,single_focus_mainly_foreign_requested,single_focus_mainly_foreign_present,single_focus_requested_task_count,single_focus_task_completion_count,single_focus_completion_share,single_focus_aux_mean
Current_1898,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.85,"Nationally and locally, experts are divided over whether the market is experiencing a one-time correction or caught in the throes of something far more severe.",1,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Nationally and locally, experts are divided over whether the market is experiencing a one-time correction or caught in the throes of something far more severe."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_125,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.7,"The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy... The Bush administration issued rules giving a special emergency board led by Alan Greenspan wide discretion to support the troubled airline industry, even allowing it to use government-backed loans to underwrite mergers if it sees fit.",0,1,ok,"{""epu"": 1, ""confidence"": 0.7, ""focus_excerpt"": ""The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy... The Bush administration issued rules giving a special emergency board led by Alan Greenspan wide discretion to support the troubled airline industry, even allowing it to use government-backed loans to underwrite mergers if it sees fit.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_32,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.85,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_7951,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.98,what will become of it now? Can a publication so identified with one person survive after the person has left?,1,1,ok,"{""epu"": 0, ""confidence"": 0.98, ""focus_excerpt"": ""what will become of it now? Can a publication so identified with one person survive after the person has left?"", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_523,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.82,"The immediate cause of that decline was the plan for a so-called 'super tax' of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia and its currency, driving investors to other mineral-rich nations.",0,1,ok,"{""epu"": 1, ""confidence"": 0.82, ""focus_excerpt"": ""The immediate cause of that decline was the plan for a so-called 'super tax' of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia and its currency, driving investors to other mineral-rich nations.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1945,single_focus,anthropic/claude-sonnet-4-6@default,1.0,0.0,0.72,"He pushed administration energy policies designed to boost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the U.S. off imported oil.",0,1,ok,"{""epu"": 1, ""confidence"": 0.72, ""focus_excerpt"": ""He pushed administration energy policies designed to boost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the U.S. off imported oil.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_199,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.85,uncertainty has been building in how earnings will play out over the next four weeks,1,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""uncertainty has been building in how earnings will play out over the next four weeks""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1857,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.82,"his executive budget for the 1989 fiscal year, to be proposed May 9, would contain no money to restore $221 million in already announced service cuts",1,1,ok,"{""epu"": 1, ""confidence"": 0.82, ""focus_excerpt"": ""his executive budget for the 1989 fiscal year, to be proposed May 9, would contain no money to restore $221 million in already announced service cuts""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_411,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.92,they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.,1,1,ok,"{""epu"": 1, ""confidence"": 0.92, ""focus_excerpt"": ""they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_689,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.6,the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline,1,1,ok,"{""epu"": 0, ""confidence"": 0.6, ""focus_excerpt"": ""the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline"", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1424,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.9,A provision in the national energy bill that has been stalled by Texas' two senators would probably boost the market for one of the state's fastest-growing sources of power: wind.,0,1,ok,"{""epu"":1,""confidence"":0.9,""focus_excerpt"":""A provision in the national energy bill that has been stalled by Texas' two senators would probably boost the market for one of the state's fastest-growing sources of power: wind.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1608,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.85,"many Western governments, including the United States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago",0,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""many Western governments, including the United States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago"", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_38,single_focus,anthropic/claude-sonnet-4-6@default,1.0,0.0,0.85,It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{""epu"": 1, ""confidence"": 0.85, ""focus_excerpt"": ""It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1502,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.7,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,1,ok,"{""epu"":0,""confidence"":0.7,""focus_excerpt"":""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_892,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.75,"Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term.",1,1,ok,"{""epu"": 0, ""confidence"": 0.75, ""focus_excerpt"": ""Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1552,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.72,The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.,1,1,ok,"{""epu"": 1, ""confidence"": 0.72, ""focus_excerpt"": ""The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_882,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.72,"a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends. But in a simpler sense, Mr. Bush's remaining in office would mean little to no uncertainty about the future of White House policy.",0,1,ok,"{""epu"": 1, ""confidence"": 0.72, ""focus_excerpt"": ""a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends. But in a simpler sense, Mr. Bush's remaining in office would mean little to no uncertainty about the future of White House policy.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1209,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.7,"Two military coups and several attempts, race riots and poverty have made the Kingdom in the Sky a place of turmoil in the past years.",1,1,ok,"{""epu"": 0, ""confidence"": 0.7, ""focus_excerpt"": ""Two military coups and several attempts, race riots and poverty have made the Kingdom in the Sky a place of turmoil in the past years."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_34,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.7,Britain says it wants to leave Hong Kong secure in its democratic liberties and rule of law. But a waning imperial power has little leverage over a rising China.,1,1,ok,"{""epu"": 0, ""confidence"": 0.7, ""focus_excerpt"": ""Britain says it wants to leave Hong Kong secure in its democratic liberties and rule of law. But a waning imperial power has little leverage over a rising China."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1157,single_focus,anthropic/claude-sonnet-4-6@default,1.0,0.0,0.92,"Congress and the Obama administration s... have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.",0,1,ok,"{""epu"": 1, ""confidence"": 0.92, ""focus_excerpt"": ""Congress and the Obama administration s... have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_2037,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.85,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround",1,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_100,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.92,Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment. But with one particular class of asset--is.S. blue-chip multinational stocks--caution and skepticism since 1994 actually have been severely detrimental to investors' financial health.,1,1,ok,"{""epu"": 0, ""confidence"": 0.92, ""focus_excerpt"": ""Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment. But with one particular class of asset--is.S. blue-chip multinational stocks--caution and skepticism since 1994 actually have been severely detrimental to investors' financial health."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_501,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.95,"Portugal was a rural society, isolated, insular and dirt poor: Per capita income was about $2 per day.",0,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Portugal was a rural society, isolated, insular and dirt poor: Per capita income was about $2 per day."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_320,single_focus,anthropic/claude-sonnet-4-6@default,1.0,1.0,0.55,People are more willing to defer needed expenditures in times of economic need and uncertainty,0,1,ok,"{""epu"":1,""confidence"":0.55,""focus_excerpt"":""People are more willing to defer needed expenditures in times of economic need and uncertainty""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_191,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.92,"a feeling of glum uncertainty hangs over the place like summer fog, and while we long for it to disperse, we know what's required is a brisk, optimistic breeze",1,1,ok,"{""epu"":0,""confidence"":0.92,""focus_excerpt"":""a feeling of glum uncertainty hangs over the place like summer fog, and while we long for it to disperse, we know what's required is a brisk, optimistic breeze""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_134,single_focus,anthropic/claude-sonnet-4-6@default,0.0,0.0,0.85,"Regulatory hurdles were cleared, legal challenges from environmental groups were overcome and construction began in January 2008. Then the economy collapsed, casting the airport project in a different financial context.",1,1,ok,"{""epu"":0,""confidence"":0.85,""focus_excerpt"":""Regulatory hurdles were cleared, legal challenges from environmental groups were overcome and construction began in January 2008. Then the economy collapsed, casting the airport project in a different financial context.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6247,single_focus,anthropic/claude-sonnet-4-6@default,1.0,0.0,0.7,amid debate about the economy's prospects and what the next move by the Federal Reserve System will be,1,1,ok,"{""epu"": 1, ""confidence"": 0.7, ""focus_excerpt"": ""amid debate about the economy's prospects and what the next move by the Federal Reserve System will be""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_868,single_focus,anthropic/claude-sonnet-4-6@default,1.0,0.0,0.65,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,"{""epu"": 1, ""confidence"": 0.65, ""focus_excerpt"": ""Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1447,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.85,"Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers.",0,1,ok,"{""epu"":0,""confidence"":0.85,""focus_excerpt"":""Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_438,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.75,political uncertainty and deeply rooted corruption,0,1,ok,"{""epu"":0,""confidence"":0.75,""focus_excerpt"":""political uncertainty and deeply rooted corruption""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_8062,single_focus,anthropic/claude-sonnet-4-6@default,1.0,0.0,0.65,"A number of Federal Reserve poliymakers Have said they believe economic growth must be slowed to a pace of about 2.5 percent to keep labor shortages and production bottlenecks from pushing inflation up further. However, Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.",0,1,ok,"{""epu"": 1, ""confidence"": 0.65, ""focus_excerpt"": ""A number of Federal Reserve poliymakers Have said they believe economic growth must be slowed to a pace of about 2.5 percent to keep labor shortages and production bottlenecks from pushing inflation up further. However, Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6230,single_focus,anthropic/claude-sonnet-4-6@default,1.0,0.0,0.55,"the cash that's being held by banks in Treasury bills will become burdensome because it attracts too much notice from— the political animals... so the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view",0,1,ok,"{""epu"": 1, ""confidence"": 0.55, ""focus_excerpt"": ""the cash that's being held by banks in Treasury bills will become burdensome because it attracts too much notice from— the political animals... so the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_928,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.99,"The Ghost Road is the last of a trilogy of novels set during the first World War among a group of shell-shocked, traumatized British soldiers",0,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""The Ghost Road is the last of a trilogy of novels set during the first World War among a group of shell-shocked, traumatized British soldiers"",""who"":null,""actions"":null,""effects"":null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_502,single_focus,anthropic/claude-sonnet-4-6@default,0.0,1.0,0.92,"The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high.",1,1,ok,"{""epu"": 0, ""confidence"": 0.92, ""focus_excerpt"": ""The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high."", ""who"": null, ""actions"": null, ""effects"": null}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
