article_key,llm_name,gold_epu,disagreement_flag,single_acc,single_long_control_acc,primary_first_acc,primary_last_acc,primary_first_pred,primary_last_pred,order_flip
Midcentury_6230,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_928,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_502,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1074,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1824,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_414,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_984,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_27,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_994,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_272,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_77,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_289,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,0.0,0.0,1,1
Current_284,anthropic/claude-sonnet-4-6@default,0,1,0.0,0.0,0.0,0.0,1.0,1,0
Current_704,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,0.0,1.0,1.0,0,1
Current_1279,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1560,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_3685,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1031,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_246,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_237,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Midcentury_7466,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_239,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_769,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_940,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_98,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Midcentury_7864,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,0.0,1.0,0.0,1,1
Current_73,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Midcentury_7130,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_465,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_972,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Current_326,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_184,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_1861,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_618,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_1470,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_1791,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1962,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_918,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1403,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_556,anthropic/claude-sonnet-4-6@default,0,1,0.0,0.0,0.0,0.0,1.0,1,0
Current_876,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_256,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_491,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1647,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,1.0,0.0,1.0,0,1
Midcentury_5796,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,1.0,1.0,1.0,1,0
Current_1271,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1269,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_505,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_2529,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1490,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Midcentury_2628,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1664,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,0.0,1.0,1.0,0,1
Current_157,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_264,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_1210,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_91,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1162,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1359,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,,0,1
Current_1622,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_7530,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_7,anthropic/claude-sonnet-4-6@default,0,1,0.0,0.0,0.0,0.0,1.0,1,0
Current_306,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_1851,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1373,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_6075,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1449,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_1443,anthropic/claude-sonnet-4-6@default,1,1,0.0,1.0,1.0,1.0,1.0,1,0
Current_1997,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1585,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,0.0,1.0,1.0,0,1
Current_558,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_4056,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1452,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1661,anthropic/claude-sonnet-4-6@default,1,0,0.0,1.0,1.0,1.0,1.0,1,0
Current_961,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Current_521,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_1398,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1095,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Midcentury_1505,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1681,anthropic/claude-sonnet-4-6@default,0,1,0.0,0.0,0.0,0.0,1.0,1,0
Midcentury_2398,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_3106,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_562,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Current_657,anthropic/claude-sonnet-4-6@default,1,1,0.0,1.0,0.0,1.0,0.0,1,1
Current_371,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1667,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Current_1009,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Midcentury_5357,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_891,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1301,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_80,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_1331,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,1.0,1.0,0,1
Current_1655,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_153,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Midcentury_4882,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1099,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_22,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_5069,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,1.0,1.0,1.0,1,0
Midcentury_6461,anthropic/claude-sonnet-4-6@default,0,0,1.0,0.0,0.0,0.0,1.0,1,0
Current_1224,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_992,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_8722,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1539,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_906,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_378,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_456,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_1233,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1314,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_622,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_973,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Current_1248,anthropic/claude-sonnet-4-6@default,0,0,1.0,0.0,0.0,0.0,1.0,1,0
Current_676,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_8690,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1022,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_380,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_1706,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_493,anthropic/claude-sonnet-4-6@default,1,0,0.0,1.0,1.0,1.0,1.0,1,0
Current_560,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1148,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,0.0,0.0,1,1
Current_1212,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,0.0,1.0,0.0,1,1
Current_50,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_71,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1367,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_6876,anthropic/claude-sonnet-4-6@default,0,0,1.0,0.0,0.0,0.0,1.0,1,0
Midcentury_991,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Midcentury_1120,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_399,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_616,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,1.0,1.0,1.0,1,0
Current_1866,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1285,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1939,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_341,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Midcentury_2735,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_963,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_7857,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_874,anthropic/claude-sonnet-4-6@default,1,1,1.0,0.0,1.0,0.0,1.0,0,1
Current_780,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_653,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_629,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1610,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_430,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_748,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,0.0,1.0,0,1
Current_909,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1333,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_2987,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_1270,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_226,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_461,anthropic/claude-sonnet-4-6@default,1,1,0.0,1.0,1.0,1.0,1.0,1,0
Midcentury_7054,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1036,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_931,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1332,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1152,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,0.0,1.0,1.0,0,1
Current_1456,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_1365,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_15,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_381,anthropic/claude-sonnet-4-6@default,1,0,0.0,1.0,1.0,1.0,1.0,1,0
Current_1400,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1113,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1267,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Current_1756,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1379,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1064,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_205,anthropic/claude-sonnet-4-6@default,0,0,1.0,0.0,0.0,1.0,1.0,0,1
Current_728,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1915,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1455,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_261,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1506,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Current_1346,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1983,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_1175,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1155,anthropic/claude-sonnet-4-6@default,0,1,1.0,0.0,0.0,0.0,1.0,1,0
Current_510,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_107,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Current_2029,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_59,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1634,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,1.0,1.0,1.0,1,0
Current_1474,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_548,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,1.0,1.0,1.0,1,0
Current_70,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_639,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1182,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1750,anthropic/claude-sonnet-4-6@default,0,0,1.0,0.0,0.0,0.0,1.0,1,0
Current_942,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_2102,anthropic/claude-sonnet-4-6@default,0,0,1.0,0.0,0.0,0.0,1.0,1,0
Current_1730,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_564,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_7369,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,0.0,1.0,1.0,0,1
Current_480,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_998,anthropic/claude-sonnet-4-6@default,0,1,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_4991,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,0.0,0.0,0.0,0,0
Current_575,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_774,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,0.0,0.0,0.0,0,0
Current_2027,anthropic/claude-sonnet-4-6@default,1,0,0.0,0.0,1.0,1.0,1.0,1,0
Current_1230,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_6925,anthropic/claude-sonnet-4-6@default,1,0,1.0,0.0,1.0,1.0,1.0,1,0
Midcentury_7944,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
Current_1842,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_1078,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1806,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1237,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1087,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1561,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,1.0,1.0,1.0,1,0
Midcentury_5607,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Current_1362,anthropic/claude-sonnet-4-6@default,1,1,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_1634,anthropic/claude-sonnet-4-6@default,0,0,1.0,1.0,1.0,1.0,0.0,0,0
Midcentury_6739,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1618,anthropic/claude-sonnet-4-6@default,1,1,0.0,0.0,1.0,0.0,1.0,0,1
Current_1673,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Current_1533,anthropic/claude-sonnet-4-6@default,1,0,1.0,1.0,1.0,1.0,1.0,1,0
Midcentury_1465,anthropic/claude-sonnet-4-6@default,0,0,0.0,0.0,0.0,0.0,1.0,1,0
