llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,variant_id,was_truncated,orig_content_len,content_for_eval_len,dossier_profile,condition,target_section_id,target_section_pred,section_correct,epu_pred,epu_correct,joint_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,parse_failure,target_position,target_position_norm,n_sections,distractor_families,raw_json
anthropic/claude-sonnet-4-6@default,Midcentury_7369,0,0,WSJ,1989,1,1,6540,4506,standard8,hard,SEC-149,SEC-149,1.0,0.0,1.0,1.0,0.85,"uncertainty among traders over the future price of oil. Much of the price gain was based on technical factors, with the late spate of buying triggering previously placed orders known as 'stop-loss' purchases.",1,1,0,6,0.75,8,housing_market|health_system|commodity_markets|foreign_affairs|election_campaign|company_earnings|local_business,"{""target_section_id"": ""SEC-149"", ""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""uncertainty among traders over the future price of oil. Much of the price gain was based on technical factors, with the late spate of buying triggering previously placed orders known as 'stop-loss' purchases.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_7369,0,0,WSJ,1989,1,1,6540,4506,standard8,very_hard,SEC-149,SEC-149,1.0,0.0,1.0,1.0,0.85,"uncertainty among traders over the future price of oil... the market was thinly traded, as many traders gathered in London to attend industry functions",1,1,0,8,1.0,8,local_business|election_campaign|foreign_affairs|company_earnings|housing_market|commodity_markets|health_system,"{""target_section_id"": ""SEC-149"", ""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""uncertainty among traders over the future price of oil... the market was thinly traded, as many traders gathered in London to attend industry functions""}"
anthropic/claude-sonnet-4-6@default,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,easy,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.95,crisis of confidence in the government's ability to reform the economic structure of the country,1,1,0,2,0.25,8,weather_update|company_earnings|health_system|local_business|education_admin|sports_business|transport_notice,"{""target_section_id"": ""SEC-107"", ""epu"": 1, ""confidence"": 0.95, ""focus_excerpt"": ""crisis of confidence in the government's ability to reform the economic structure of the country""}"
anthropic/claude-sonnet-4-6@default,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,medium,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.97,crisis of confidence in the government's ability to reform the economic structure of the country,1,1,0,4,0.5,8,education_admin|foreign_affairs|weather_update|civic_notice|local_business|housing_market|commodity_markets,"{""target_section_id"": ""SEC-107"", ""epu"": 1, ""confidence"": 0.97, ""focus_excerpt"": ""crisis of confidence in the government's ability to reform the economic structure of the country""}"
anthropic/claude-sonnet-4-6@default,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,hard,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.93,crisis of confidence in the government's ability to reform the economic structure of the country,1,1,0,6,0.75,8,local_business|election_campaign|company_earnings|housing_market|health_system|commodity_markets|foreign_affairs,"{""target_section_id"": ""SEC-107"", ""epu"": 1, ""confidence"": 0.93, ""focus_excerpt"": ""crisis of confidence in the government's ability to reform the economic structure of the country""}"
anthropic/claude-sonnet-4-6@default,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,very_hard,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.95,"Treasury officials met in Ankara with a team from the International Monetary Fund to discuss conditions for an emergency loan to alleviate the immediate crisis, but long-term structural solutions like banking reform and increased privatization looked tougher to work out.",1,1,0,8,1.0,8,local_business|housing_market|election_campaign|company_earnings|foreign_affairs|health_system|commodity_markets,"{""target_section_id"":""SEC-107"",""epu"":1,""confidence"":0.95,""focus_excerpt"":""Treasury officials met in Ankara with a team from the International Monetary Fund to discuss conditions for an emergency loan to alleviate the immediate crisis, but long-term structural solutions like banking reform and increased privatization looked tougher to work out.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,easy,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.85,"New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect ",1,1,0,2,0.25,8,education_admin|transport_notice|sports_business|local_business|housing_market|civic_notice|health_system,"{""target_section_id"":""SEC-114"",""epu"":1,""confidence"":0.85,""focus_excerpt"":""New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect by Oct. 1.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,medium,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.82,"New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect ",1,1,0,4,0.5,8,housing_market|transport_notice|election_campaign|education_admin|company_earnings|commodity_markets|civic_notice,"{""target_section_id"":""SEC-114"",""epu"":1,""confidence"":0.82,""focus_excerpt"":""New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect by Oct. 1.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,hard,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.82,"New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect ",1,1,0,6,0.75,8,election_campaign|commodity_markets|company_earnings|local_business|foreign_affairs|health_system|housing_market,"{""target_section_id"":""SEC-114"",""epu"":1,""confidence"":0.82,""focus_excerpt"":""New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect by Oct. 1.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,very_hard,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.82,"New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect ",1,1,0,8,1.0,8,election_campaign|health_system|commodity_markets|housing_market|foreign_affairs|local_business|company_earnings,"{""target_section_id"":""SEC-114"",""epu"":1,""confidence"":0.82,""focus_excerpt"":""New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect by Oct. 1.""}"
anthropic/claude-sonnet-4-6@default,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,easy,SEC-135,SEC-135,1.0,0.0,1.0,1.0,0.85,Clinton told reporters that the combination of daily airstrikes and stiff economic sanctions is grinding down Kadafi's regime.,1,1,0,2,0.25,8,education_admin|sports_business|transport_notice|weather_update|housing_market|civic_notice|health_system,"{""target_section_id"": ""SEC-135"", ""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Clinton told reporters that the combination of daily airstrikes and stiff economic sanctions is grinding down Kadafi's regime.""}"
anthropic/claude-sonnet-4-6@default,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,medium,SEC-135,SEC-135,1.0,0.0,1.0,1.0,0.92,"President Obama's nominee for secretary of Defense, Leon Panetta, told the Senate that he is concerned that some leaders of Libya's opposition may be extremists, even as officials disclosed that U.S. aid for those fighting Moammar Kadafi will fall far short of what the rebel group says it needs.",1,1,0,4,0.5,8,company_earnings|sports_business|commodity_markets|transport_notice|weather_update|housing_market|foreign_affairs,"{""target_section_id"": ""SEC-135"", ""epu"": 0, ""confidence"": 0.92, ""focus_excerpt"": ""President Obama's nominee for secretary of Defense, Leon Panetta, told the Senate that he is concerned that some leaders of Libya's opposition may be extremists, even as officials disclosed that U.S. aid for those fighting Moammar Kadafi will fall far short of what the rebel group says it needs.""}"
anthropic/claude-sonnet-4-6@default,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,hard,SEC-135,SEC-135,1.0,0.0,1.0,1.0,0.95,"Panetta, currently the CIA director, told lawmakers during his confirmation hearing Thursday that worries about some members of the rebels' ruling body, the Transitional National Council, are 'legitimate' and that is.S. officials are 'watching very closely.'",1,1,0,6,0.75,8,company_earnings|health_system|election_campaign|local_business|foreign_affairs|housing_market|commodity_markets,"{""target_section_id"": ""SEC-135"", ""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Panetta, currently the CIA director, told lawmakers during his confirmation hearing Thursday that worries about some members of the rebels' ruling body, the Transitional National Council, are 'legitimate' and that is.S. officials are 'watching very closely.'""}"
anthropic/claude-sonnet-4-6@default,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,very_hard,SEC-135,SEC-135,1.0,0.0,1.0,1.0,0.85,"Clinton said the United States would give $26 million in humanitarian relief for Libya, bringing total U.S. aid to $81 million... the combination of daily airstrikes and stiff economic sanctions is grinding down Kadafi's regime.",1,1,0,8,1.0,8,election_campaign|housing_market|health_system|foreign_affairs|commodity_markets|local_business|company_earnings,"{""target_section_id"":""SEC-135"",""epu"":0,""confidence"":0.85,""focus_excerpt"":""Clinton said the United States would give $26 million in humanitarian relief for Libya, bringing total U.S. aid to $81 million... the combination of daily airstrikes and stiff economic sanctions is grinding down Kadafi's regime.""}"
anthropic/claude-sonnet-4-6@default,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,easy,SEC-114,SEC-114,1.0,0.0,1.0,1.0,0.95,"Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'",1,1,0,2,0.25,8,local_business|housing_market|health_system|transport_notice|company_earnings|civic_notice|education_admin,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'""}"
anthropic/claude-sonnet-4-6@default,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,medium,SEC-114,SEC-114,1.0,0.0,1.0,1.0,0.95,"Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'",1,1,0,4,0.5,8,sports_business|election_campaign|education_admin|foreign_affairs|civic_notice|housing_market|local_business,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'""}"
anthropic/claude-sonnet-4-6@default,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,hard,SEC-114,SEC-114,1.0,0.0,1.0,1.0,0.95,"Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'",1,1,0,6,0.75,8,local_business|election_campaign|commodity_markets|health_system|housing_market|company_earnings|foreign_affairs,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'""}"
anthropic/claude-sonnet-4-6@default,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,very_hard,SEC-114,SEC-114,1.0,0.0,1.0,1.0,0.95,"Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'",1,1,0,8,1.0,8,local_business|housing_market|commodity_markets|election_campaign|health_system|company_earnings|foreign_affairs,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Reich is referring to what he calls 'private economic government,' a sinister force that manifests itself in 'a merger of governmental, corporate and media power more powerful... than any previously known form of rule.'""}"
anthropic/claude-sonnet-4-6@default,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,easy,SEC-114,SEC-114,1.0,0.0,0.0,0.0,0.85,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,2,0.25,8,transport_notice|sports_business|housing_market|health_system|civic_notice|weather_update|education_admin,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""}"
anthropic/claude-sonnet-4-6@default,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,medium,SEC-114,SEC-114,1.0,0.0,0.0,0.0,0.82,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,4,0.5,8,transport_notice|local_business|health_system|sports_business|commodity_markets|company_earnings|foreign_affairs,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.82, ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""}"
anthropic/claude-sonnet-4-6@default,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,hard,SEC-114,SEC-114,1.0,0.0,0.0,0.0,0.82,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,6,0.75,8,health_system|company_earnings|foreign_affairs|local_business|housing_market|election_campaign|commodity_markets,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.82, ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""}"
anthropic/claude-sonnet-4-6@default,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,very_hard,SEC-114,SEC-114,1.0,0.0,0.0,0.0,0.82,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,8,1.0,8,election_campaign|health_system|company_earnings|commodity_markets|foreign_affairs|housing_market|local_business,"{""target_section_id"": ""SEC-114"", ""epu"": 0, ""confidence"": 0.82, ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,easy,SEC-128,SEC-128,1.0,1.0,1.0,1.0,0.92,There's still a lot of uncertainty about the possibility of a discount-rate cut,1,1,0,2,0.25,8,health_system|housing_market|transport_notice|weather_update|sports_business|education_admin|company_earnings,"{""target_section_id"": ""SEC-128"", ""epu"": 1, ""confidence"": 0.92, ""focus_excerpt"": ""There's still a lot of uncertainty about the possibility of a discount-rate cut""}"
anthropic/claude-sonnet-4-6@default,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,medium,SEC-128,SEC-128,1.0,1.0,1.0,1.0,0.92,There's still a lot of uncertainty about the possibility of a discount-rate cut,1,1,0,4,0.5,8,housing_market|local_business|sports_business|company_earnings|education_admin|commodity_markets|foreign_affairs,"{""target_section_id"":""SEC-128"",""epu"":1,""confidence"":0.92,""focus_excerpt"":""There's still a lot of uncertainty about the possibility of a discount-rate cut""}"
anthropic/claude-sonnet-4-6@default,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,hard,SEC-128,SEC-128,1.0,1.0,1.0,1.0,0.92,There's still a lot of uncertainty about the possibility of a discount-rate cut,1,1,0,6,0.75,8,local_business|foreign_affairs|housing_market|company_earnings|election_campaign|commodity_markets|health_system,"{""target_section_id"":""SEC-128"",""epu"":1,""confidence"":0.92,""focus_excerpt"":""There's still a lot of uncertainty about the possibility of a discount-rate cut""}"
anthropic/claude-sonnet-4-6@default,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,very_hard,SEC-128,SEC-128,1.0,1.0,1.0,1.0,0.85,There's still a lot of uncertainty about the possibility of a discount-rate cut,1,1,0,8,1.0,8,health_system|housing_market|election_campaign|company_earnings|foreign_affairs|local_business|commodity_markets,"{""target_section_id"":""SEC-128"",""epu"":1,""confidence"":0.85,""focus_excerpt"":""There's still a lot of uncertainty about the possibility of a discount-rate cut""}"
anthropic/claude-sonnet-4-6@default,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,easy,SEC-100,SEC-100,1.0,0.0,1.0,1.0,0.92,"California's economy last year suffered from twin slumps in oil and electronics, two of the state's largest and most important industries.",1,1,0,2,0.25,8,housing_market|health_system|sports_business|company_earnings|education_admin|transport_notice|civic_notice,"{""target_section_id"": ""SEC-100"", ""epu"": 0, ""confidence"": 0.92, ""focus_excerpt"": ""California's economy last year suffered from twin slumps in oil and electronics, two of the state's largest and most important industries.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,medium,SEC-100,SEC-100,1.0,0.0,1.0,1.0,0.85,"Economists are optimistic about 1986, although they project California's gross state product will experience a lower growth rate. Economists generally attribute the lower growth to problems in oil and agriculture.",1,1,0,4,0.5,8,weather_update|civic_notice|education_admin|company_earnings|transport_notice|election_campaign|health_system,"{""target_section_id"": ""SEC-100"", ""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Economists are optimistic about 1986, although they project California's gross state product will experience a lower growth rate. Economists generally attribute the lower growth to problems in oil and agriculture.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,hard,SEC-100,SEC-100,1.0,0.0,1.0,1.0,0.95,"Economists are optimistic about 1986, although they project California's gross state product will experience a lower growth rate. Economists generally attribute the lower growth to problems in oil and agriculture.",1,1,0,6,0.75,8,housing_market|election_campaign|company_earnings|commodity_markets|foreign_affairs|health_system|local_business,"{""target_section_id"": ""SEC-100"", ""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Economists are optimistic about 1986, although they project California's gross state product will experience a lower growth rate. Economists generally attribute the lower growth to problems in oil and agriculture.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,very_hard,SEC-100,SEC-100,1.0,0.0,1.0,1.0,0.92,"Economists are optimistic about 1986, although they project California's gross state product will experience a lower growth rate. Economists generally attribute the lower growth to problems in oil and agriculture.",1,1,0,8,1.0,8,election_campaign|local_business|company_earnings|commodity_markets|health_system|housing_market|foreign_affairs,"{""target_section_id"": ""SEC-100"", ""epu"": 0, ""confidence"": 0.92, ""focus_excerpt"": ""Economists are optimistic about 1986, although they project California's gross state product will experience a lower growth rate. Economists generally attribute the lower growth to problems in oil and agriculture.""}"
anthropic/claude-sonnet-4-6@default,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,easy,SEC-107,SEC-107,1.0,0.0,0.0,0.0,0.85,"Currently, the demand is flat due to the economic uncertainty.",0,1,0,2,0.25,8,weather_update|sports_business|education_admin|civic_notice|company_earnings|local_business|transport_notice,"{""target_section_id"": ""SEC-107"", ""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Currently, the demand is flat due to the economic uncertainty.""}"
anthropic/claude-sonnet-4-6@default,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,medium,SEC-107,SEC-107,1.0,0.0,0.0,0.0,0.85,"Currently, the demand is flat due to the economic uncertainty.",0,1,0,4,0.5,8,foreign_affairs|sports_business|company_earnings|education_admin|local_business|civic_notice|housing_market,"{""target_section_id"":""SEC-107"",""epu"":0,""confidence"":0.85,""focus_excerpt"":""Currently, the demand is flat due to the economic uncertainty.""}"
anthropic/claude-sonnet-4-6@default,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,hard,SEC-107,SEC-107,1.0,0.0,0.0,0.0,0.92,"Currently, the demand is flat due to the economic uncertainty.",0,1,0,6,0.75,8,company_earnings|housing_market|health_system|election_campaign|foreign_affairs|local_business|commodity_markets,"{""target_section_id"":""SEC-107"",""epu"":0,""confidence"":0.92,""focus_excerpt"":""Currently, the demand is flat due to the economic uncertainty.""}"
anthropic/claude-sonnet-4-6@default,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,very_hard,SEC-107,SEC-107,1.0,0.0,0.0,0.0,0.85,"Currently, the demand is flat due to the economic uncertainty.",0,1,0,8,1.0,8,foreign_affairs|election_campaign|company_earnings|commodity_markets|local_business|health_system|housing_market,"{""target_section_id"": ""SEC-107"", ""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Currently, the demand is flat due to the economic uncertainty.""}"
anthropic/claude-sonnet-4-6@default,Midcentury_8657,1,0,WSJ,1991,1,1,4620,4506,standard8,easy,SEC-149,SEC-149,1.0,0.0,0.0,0.0,0.62,"Business people across the U.S. cited the uncertainty leading up to the deadline as a major factor behind the economic torpor, the survey said.",1,1,0,2,0.25,8,weather_update|local_business|education_admin|civic_notice|company_earnings|sports_business|transport_notice,"{""target_section_id"": ""SEC-149"", ""epu"": 0, ""confidence"": 0.62, ""focus_excerpt"": ""Business people across the U.S. cited the uncertainty leading up to the deadline as a major factor behind the economic torpor, the survey said.""}"
