llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,condition,target_section_id,selected_section_id,target_position,n_sections,selected_target_correct,epu_pred,epu_correct,joint_correct,confidence,focus_excerpt,excerpt_in_target,json_valid
deepseek-ai/deepseek-v3.2,Midcentury_4045,1,0,NYT,1997,4068,medium,S3,S3,3,5,1,0,0.0,0,0.95,"The Commerce Department said today that housing starts over all rose 2.6 percent in April, to an annual rate of 1.473 million... But almost all of the gain came in the volatile category of apartment construction.",0,1
deepseek-ai/deepseek-v3.2,Midcentury_4045,1,0,NYT,1997,4068,hard,S5,S5,5,6,1,0,0.0,0,0.95,"Starts of Housing isp 2.6%, But Key Category Is Weak: Growth Is Sluggish in Single-Family Home",1,1
deepseek-ai/deepseek-v3.2,Midcentury_4045,1,0,NYT,1997,4068,very_hard,S8,S8,8,8,1,0,0.0,0,0.9,"Starts on multifamily projects increased 10.9 percent from March, while single-family housing starts rose just three-tenths of 1 percent.",0,1
deepseek-ai/deepseek-v3.2,Current_32,1,1,DMNB,2003,12897,easy,S2,S2,2,3,1,0,0.0,0,0.9,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1
deepseek-ai/deepseek-v3.2,Current_32,1,1,DMNB,2003,12897,medium,S3,S3,3,5,1,0,0.0,0,0.9,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1
deepseek-ai/deepseek-v3.2,Current_32,1,1,DMNB,2003,12897,hard,S5,S5,5,6,1,1,1.0,1,0.85,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1
deepseek-ai/deepseek-v3.2,Current_32,1,1,DMNB,2003,12897,very_hard,S8,S8,8,8,1,0,0.0,0,0.9,"The message has gotten out there, and everyone takes them at their word. The real question is how they're going to do in the investments they've done in the past few years. I don't think anyone knows that.",0,1
deepseek-ai/deepseek-v3.2,Midcentury_3167,0,0,NYT,2003,4337,easy,S2,S2,2,3,1,0,1.0,1,0.9,"A lot of this is technical. With this light of volume, it is easy to have these intraday trend levels change.",0,1
deepseek-ai/deepseek-v3.2,Midcentury_3167,0,0,NYT,2003,4337,medium,S3,S3,3,5,1,0,1.0,1,0.9,"The Dow Jones industrial average closed up 22.81 points, for 0.2 percent, at 9,340.45.",0,1
deepseek-ai/deepseek-v3.2,Midcentury_3167,0,0,NYT,2003,4337,hard,S5,S5,5,6,1,0,1.0,1,0.9,"Chris Johnson, manager of quantitative analysis at Schaeffer's Investment Research in Cincinnati.",0,1
deepseek-ai/deepseek-v3.2,Midcentury_3167,0,0,NYT,2003,4337,very_hard,S8,S8,8,8,1,0,1.0,1,0.9,investors who remained uncertain about the second half of the year.,1,1
deepseek-ai/deepseek-v3.2,Current_992,0,1,DMNB,2004,423,easy,S2,S2,2,3,1,0,1.0,1,0.85,No electionuncertainty. No market-moving earnings reports.,1,1
deepseek-ai/deepseek-v3.2,Current_992,0,1,DMNB,2004,423,medium,S3,S3,3,5,1,0,1.0,1,0.95,someone's probably awaiting the Kansas City Fed manufacturing index,1,1
deepseek-ai/deepseek-v3.2,Current_992,0,1,DMNB,2004,423,hard,S4,S4,5,4,1,0,1.0,1,0.95,No election uncertainty. No market-moving earnings reports. No blockbuster economic data - although someone's probably awaiting the Kansas City Fed manufacturing index at 10 a.m. Dallas time.But don't tarry over your latte.,0,1
deepseek-ai/deepseek-v3.2,Current_992,0,1,DMNB,2004,423,very_hard,S8,S8,8,8,1,0,1.0,1,0.8,A lack of expected news means the market will focus on the unexpected.,1,1
deepseek-ai/deepseek-v3.2,Current_1113,0,0,MIHB,2002,4830,easy,S2,S2,2,3,1,0,1.0,1,0.9,"this year, the shaky economy and uncertainty over war with Iraq have added to that determination.",1,1
deepseek-ai/deepseek-v3.2,Current_1113,0,0,MIHB,2002,4830,medium,S3,S3,3,5,1,0,1.0,1,0.9,"Nearly two-thirds of American adults - 64 percent - say they are ltoking to buy holiday gifts this year from nonprofit groups - from charities to museums to environmental groups, according to a recent survey of 1,064 adults conducted by Cone",1,1
deepseek-ai/deepseek-v3.2,Current_1113,0,0,MIHB,2002,4830,hard,S5,S5,5,6,1,0,1.0,1,0.9,Nearly two-thirds of American adults - 64 percent - say they are looking to buy holiday gifts this year from nonprofit groups... according to a recent survey.,0,1
deepseek-ai/deepseek-v3.2,Current_1113,0,0,MIHB,2002,4830,very_hard,S8,S8,8,8,1,0,1.0,1,0.8,"Nearly two-thirds of American adults - 64 percent - say they are ltoking to buy holiday gifts this year from nonprofit groups - from charities to museums to environmental groups, according to a recent survey of 1,064 adults conducted by Cone, a Bosto",1,1
deepseek-ai/deepseek-v3.2,Current_487,0,0,LAT,1989,15236,easy,S2,S2,2,3,1,0,1.0,1,0.95,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was looking for a new way to boost business.",0,1
deepseek-ai/deepseek-v3.2,Current_487,0,0,LAT,1989,15236,medium,S3,S3,3,5,1,0,1.0,1,0.95,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was looking for a new way to boost business.",0,1
deepseek-ai/deepseek-v3.2,Current_487,0,0,LAT,1989,15236,hard,S5,S5,5,5,1,0,1.0,1,0.95,marketing his products in Europe was much simpler than breaking into the Pacific Rim countries.,1,1
deepseek-ai/deepseek-v3.2,Current_487,0,0,LAT,1989,15236,very_hard,S7,S7,8,7,1,0,1.0,1,0.95,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was looking for a new way to boost business.",0,1
deepseek-ai/deepseek-v3.2,Current_1275,0,0,DMNB,2009,8038,easy,S2,S2,2,3,1,0,1.0,1,0.9,"Excuse Bob Edge if he doesn't sound panicky about the state of the Dallas office market. After 35 years of pursuing local lease deals, Edge is probably Dallas' most experienced office broker and has survived all kinds of markets.",0,1
deepseek-ai/deepseek-v3.2,Current_1275,0,0,DMNB,2009,8038,medium,S3,S3,3,5,1,0,1.0,1,0.95,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession. The almost 200,000-square-ftot drop in occupancy - though modest - is the first such decline i",0,1
deepseek-ai/deepseek-v3.2,Current_1275,0,0,DMNB,2009,8038,hard,S5,S5,5,6,1,0,1.0,1,0.95,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.",1,1
deepseek-ai/deepseek-v3.2,Current_1275,0,0,DMNB,2009,8038,very_hard,S8,S8,8,8,1,0,1.0,1,0.95,"Finally there was a pent-up business demand for office space, and gtod things started happening in the market. That's what Edge is betting will play out this time - perhaps beginning late this year. A rebound couldn't happen quickly enough... During ",0,1
deepseek-ai/deepseek-v3.2,Current_1820,0,0,LAT,1999,26383,easy,S2,S2,2,3,1,0,1.0,1,0.95,"Viruses are being carried to the beaches by urban runoff, the voluminous waste that spills into gutters from streets, yards and parking lots and flows straight to the ocean via storm channels.",1,1
deepseek-ai/deepseek-v3.2,Current_1820,0,0,LAT,1999,26383,medium,S3,S3,3,5,1,0,1.0,1,0.95,Viruses are being carried to the beaches... Beach-sampling programs test only for bacteria--an unreliable way to ltok for human waste,0,1
deepseek-ai/deepseek-v3.2,Current_1820,0,0,LAT,1999,26383,hard,S4,S4,5,4,1,0,1.0,1,0.95,"Viruses are being carried to the beaches by urban runoff, the voluminous waste that spills into gutters from streets, yards and parking lots and flows straight to the ocean via storm channels.",1,1
deepseek-ai/deepseek-v3.2,Current_1820,0,0,LAT,1999,26383,very_hard,S7,S7,8,7,1,0,1.0,1,0.95,"A lone virus particle could infect an unlucky child wading into the water in Santa Monica, a kayaker rowing out to sea in Newport Beach or a surfer riding a wave in Malibu.",1,1
deepseek-ai/deepseek-v3.2,Current_1319,1,1,DMNB,1998,10676,easy,S2,S2,2,3,1,0,0.0,0,1.0,"Fourth of four parts.DEL MAR, Calif. - The desperate hour had arrived for Javier Valdivia.",1,1
deepseek-ai/deepseek-v3.2,Current_1319,1,1,DMNB,1998,10676,medium,S3,S3,3,5,1,0,0.0,0,0.95,"The desperate hour had arrived for Javier Valdivia... The starting gate blasted open, and nine rippling, snorting beasts thundered by the rail.",0,1
deepseek-ai/deepseek-v3.2,Current_1319,1,1,DMNB,1998,10676,hard,S5,S5,5,5,1,0,0.0,0,0.9,"In a year when the spread of gambling has come under intensifying fire, racetracks across the country are trotting out gimmicks to spur 20-somethings such as Mr. Valdivia to the betting window.",1,1
deepseek-ai/deepseek-v3.2,Current_1319,1,1,DMNB,1998,10676,very_hard,S8,S8,8,8,1,0,0.0,0,0.9,"The stakes are big for racing, which used to boast a near-monopoly on legal gambling outside Las Vegas.",1,1
deepseek-ai/deepseek-v3.2,Current_156,1,0,MIHB,1995,2200,easy,S2,S2,2,3,1,1,1.0,1,0.95,"""If you are elected, there will be a period of social and monetary uncertainty ,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",1,1
deepseek-ai/deepseek-v3.2,Current_156,1,0,MIHB,1995,2200,medium,S3,S3,3,5,1,1,1.0,1,0.95,"""If you are elected, there will be a period of social and monetary uncertainty,""",0,1
deepseek-ai/deepseek-v3.2,Current_156,1,0,MIHB,1995,2200,hard,S5,S5,5,6,1,1,1.0,1,0.95,"""If you are elected, there will be a period of social and monetary uncertainty,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",0,1
deepseek-ai/deepseek-v3.2,Current_156,1,0,MIHB,1995,2200,very_hard,S8,S8,8,8,1,1,1.0,1,0.95,"sparred over economic policy, immigration and foreign policy... 'If you are elected, there will be a period of social and monetary uncertainty,' Chirac told Jospin",0,1
deepseek-ai/deepseek-v3.2,Midcentury_3434,1,0,WPO,1986,8733,easy,S2,S2,2,3,1,1,1.0,1,0.8,The isnited States has quietly entered the fourth year of an economic expansion that shows few signs either of ending or jumping onto a faster growth track that would ease some of the continuing serious strains in the economy.,0,1
deepseek-ai/deepseek-v3.2,Midcentury_3434,1,0,WPO,1986,8733,medium,S3,S3,3,5,1,1,1.0,1,0.85,"Many parts of the farming, energy and commercial real estate sectors and some manufacturing companies remain financially strapped.",0,1
deepseek-ai/deepseek-v3.2,Midcentury_3434,1,0,WPO,1986,8733,hard,S5,S5,5,6,1,0,0.0,0,0.9,Many developing nations continue to be unable to pay interest on their international debts when it is due.,1,1
deepseek-ai/deepseek-v3.2,Midcentury_3434,1,0,WPO,1986,8733,very_hard,S8,S8,8,8,1,1,1.0,1,0.95,"In the case of federally insured thrift institutions, there is npt enough money in the federal insurance fund to pay off depositors, so the institutions are kept open.",1,1
deepseek-ai/deepseek-v3.2,Current_1140,1,0,DMNB,2011,5831,easy,S2,S2,2,3,1,1,1.0,1,0.8,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
deepseek-ai/deepseek-v3.2,Current_1140,1,0,DMNB,2011,5831,medium,S3,S3,3,5,1,0,0.0,0,0.9,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
deepseek-ai/deepseek-v3.2,Current_1140,1,0,DMNB,2011,5831,hard,S5,S5,5,6,1,0,0.0,0,0.8,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
deepseek-ai/deepseek-v3.2,Current_1140,1,0,DMNB,2011,5831,very_hard,S8,S8,8,8,1,0,0.0,0,0.9,"We're creating just enough jobs (about 115,000 a month) to take care of the new faces joining the workforce.",1,1
deepseek-ai/deepseek-v3.2,Current_537,1,1,SFC,2008,8089,easy,S2,S2,2,3,1,0,0.0,0,0.9,"Edgar Blazona, who designs furniture at his Berkeley home, says business has dropped because of fuel costs and the financial crisis.",1,1
deepseek-ai/deepseek-v3.2,Current_537,1,1,SFC,2008,8089,medium,S3,S3,3,5,1,0,0.0,0,0.95,"Edgar Blazona, who designs furniture at his Berkeley home, says business has dropped because of fuel costs and the financial crisis.",1,1
deepseek-ai/deepseek-v3.2,Current_537,1,1,SFC,2008,8089,hard,S5,S5,5,6,1,0,0.0,0,0.9,"My sales have to go up. If my sales do not go up, I would say I have another six months maybe.",1,1
deepseek-ai/deepseek-v3.2,Current_537,1,1,SFC,2008,8089,very_hard,S8,S8,8,8,1,0,0.0,0,0.9,"Blazona, 36, can't imagine a career change, but he's staring at the cruel economic reality of our times: 'My sales have to go up. If my sales do not go up, I would say I have another six months maybe. Maybe three to six months.'",0,1
deepseek-ai/deepseek-v3.2,Current_2026,0,0,DMNB,2002,8724,easy,S2,S2,2,3,1,0,1.0,1,0.9,Americans will be handing out an awful lot of political power on Tuesday...the vast majority of Americans are in no position to affect the national outcome of this race,0,1
deepseek-ai/deepseek-v3.2,Current_2026,0,0,DMNB,2002,8724,medium,S3,S3,3,5,1,0,1.0,1,0.8,the vast majority of Americans are in no position to affect the national outcome of this race,1,1
deepseek-ai/deepseek-v3.2,Current_2026,0,0,DMNB,2002,8724,hard,S5,S5,5,6,1,0,1.0,1,0.9,"the vast majority of Americans are in no position to affect the national outcome of this race,",1,1
deepseek-ai/deepseek-v3.2,Current_2026,0,0,DMNB,2002,8724,very_hard,S8,S8,8,8,1,0,1.0,1,0.9,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread. Yet the fevered nature of such tight competition has helped turn off voters, analysts said, as parties escalate attack ads and devote more time t",0,1
deepseek-ai/deepseek-v3.2,Current_706,0,0,DMNB,2002,3711,easy,S2,S2,2,3,1,0,1.0,1,0.95,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees",0,1
deepseek-ai/deepseek-v3.2,Current_706,0,0,DMNB,2002,3711,medium,S3,S3,3,5,1,0,1.0,1,0.95,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees such as Marty Daneman of Plano.",0,1
deepseek-ai/deepseek-v3.2,Current_706,0,0,DMNB,2002,3711,hard,S5,S5,5,6,1,0,1.0,1,0.85,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees such as Marty Daneman of Plano.",0,1
deepseek-ai/deepseek-v3.2,Current_706,0,0,DMNB,2002,3711,very_hard,S8,S8,8,8,1,0,1.0,1,0.9,"""The consumer seems to be more price-sensitive than ever,"" said Air Transport Association spokesman John Heimlich. ""Demand seems to be moving into an almost exclusively price-based situation with little demand for profit differentiation.""",1,1
deepseek-ai/deepseek-v3.2,Midcentury_2489,1,0,NYT,1986,6215,easy,S2,S2,2,3,1,1,1.0,1,0.95,"the future of Macao's economy, like that of neighboring Hong Kong, is intertwined with its political future.",1,1
