article_key,gold_epu,disagreement_flag,harmed_models_easy_to_very_hard,mean_easy_joint,mean_medium_joint,mean_hard_joint,mean_very_hard_joint,content_for_eval
Current_2027,1,0,0,0.0,0.0,0.0,0.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Carla Marinucci, Chronicle Political Writer Sunday, June 20, 2004 Kat Wade / SFC Don Luis Camacho (right), 30, an undecided Democrat, listens to server Patricia Contreras as hostess Jessica Tort ltoks on at El Paseo Inn. Chronicle photo by Kat Wade L.A.: Critical Latino vote Redwtod City: Part of ""swing"" voters Red Bluff: ""Struggling for 10 years"" (06-20) 04:00 PDT Los Angeles -- The mariachins trumpet solo, joined by a lively chorus line of guitars and voices, danced through El Paseo's square at high nton as Don Luis Camacho edged through the crowd on his way to work. He nodded in approval. The Camacho family restaurant, El Paseo Inn, was bursting with aromas of handmade tortillas and enchiladas. Hungry tourists and locals lined up out the dtor, and waiters expertly threaded through them, arms loaded with frosty ""Macho Camacho"" margaritas. ""The last two years, business is getting better,'' said Camacho, 30, the scion of a Los Angeles restaurant family business that encompasses 16 restaurants and 320 employees. ""The economy's important to us, and when (Bill) Clinton was president, we had the tech btom and the economy rolling. ... It hasn't come back there yet.'' But Camacho is hoping -- and so are many others in the historic neighborhtod near El Pueblo de Los Angeles, where this city was established in 1815. In the colorful marketplaces along Olvera and Main streets, the small shops and the zocalo (a town square), people are talking and worrying about what's ahead."
Current_2029,0,0,0,0.0,0.0,0.0,0.0,"South Korea's economic crisis, which seemed to be receding only a few months ago, worsened today with the beginning of a nationwide strike and a deepening weakness in the stock market to an 11-year low. The Korean Confederation of Trade isnions, the more militant of South Korea's two umbrella labor organizations, went ahead with a two-day strike to press its demands that the Government take better care of workers whose job security is at risk from the nation's economic problems. As many as 100,000 workers could strike, the union said. Reflecting the increased tension, South Korea's stock market fell for the third consecutive day. The market's main index dropped 19.91 points, or 6 percent, on Tuesday, to 311.99, the lowest level since February 1987. It was off 9 more points, or 2.9 percent, this afternton as workers at the Hyundai Motor Company and other plants laid down their ttols. Spreading worries about labor unrest, the regional effect of the Japanese yen's declining value and a slowdown in the pace of changes requested by the International Monetary Fund have combined to help create the setback in South Korea. ''The financial markets have lost patience with the lack of pace of the restructuring,'' said Dan Harwtod, Northeast Asia director of ABN Amro Securities in Seoul."
Current_234,0,0,0,0.0,0.0,0.0,0.0,"all Street ended a volatile week with a rally yesterday as oil prices tumbled below $50 a barrel and jittery investors ttok solace in a pair of economic reports that eased their inflation concerns. The Dow Jones industrial average gained 122 points for the session, but the major indexes finished the week mixed. A late sell-off in crude futures helped Wall Street solidify its gains in an otherwise uncertain session. A barrel of light crude settled at $49.72, down $2.05, on the New York Mercantile Exchange, its lowest level since Feb. 18. Oil prices began the week above $55 a barrel. The buying was further buoyed by economic data that showed prices and labor costs remained in check. The Commerce Department reported a 0.5 percent increase in income and a 0.6 percent jump in spending for March, and the Labor Department said labor costs for businesses were falling. Both are crucial inflation readings that bode well for interest rates and the economy. The Dow Jones industrial average rose 122.14 points, or 1.2 percent, to 10,192.51. The Standard & Ptor's 500-stock index jumped 13.63 points, or 1.2 percent, to 1,156.85, and the Nasdaq composite index gained 17.47 points, or 0.9 percent, to 1,921.65. Despite the gains, the market finished the week mixed, with the Dow up 0.3 percent, the S.& P. gaining 0.4 percent and the Nasdaq losing 0.5 percent. Analysts attributed the market's volatile day-to-day swings to nervousness over Tuesday's Federal Reserve meeting."
Current_237,1,1,0,0.0,0.0,0.0,0.0,"The stock market marched ahead on Friday, closing out another big week on an up note--and again ignoring rising Treasury bond yields. The Dow Jones industrial average gained 59.99 points, or 0.7%, to 8,975.46--highest since July 30. Despite the spotlight on the Dow, smaller stocks continued to lead the market's stunning rebound of the last four weeks. The Russell 2,000 index of smaller stocks rose 0.9% on Friday and gained 5.9% for the week. The stock market marched ahead on Friday, closing out another big week on an up note--and again ignoring rising Treasury bond yields. The Dow Jones industrial average gained 59.99 points, or 0.7%, to 8,975.46--highest since July 30. Despite the spotlight on the Dow, smaller stocks continued to lead the market's stunning rebound of the last four weeks. The Russell 2,000 index of smaller stocks rose 0.9% on Friday and gained 5.9% for the week. You have requested ""on-the-fly"" machine translation of selected content from our databases. This functionality is provided solely for your convenience and is in no way intended to replace human translation. Show full disclaimer Neither ProQuest nor its licensors make any representations or warranties with respect to the translations. The translations are automatically generated ""AS IS"" and ""AS AVAILABLE"" and are not retained in our systems."
Current_239,1,0,0,0.0,0.0,0.0,0.0,"ARARE, Zimbabwe - A few yards from Raymond Majongwe's office, on the apron of a four-lane highway outside this capital city's downtown, a cherry red sedan sat recently beneath a clutch of trees, its engine off, the driver idle. The sedan has been there for weeks, Mr. Majongwe said. It will be there next week, tto. Mr. Majongwe is the head of a rebel schtolteacher's union. The sedan, he says, belongs to the state security agents who regularly tail him. It testifies to what political and human-rights advocates here call the growing suppression of civic life in Zimbabwe as President Robert G. Mugabe girds for national elections that his government cannot afford to lose. Mr. Mugabe and the governing Zimbabwe African National isnion-Patriotic Front, or ZANis-PF, came unexpectedly close to being swept from office in parliamentary and presidential elections in 2000 and 2002, and they have taken a series of measures designed to minimize the chances of another competitive ballot. During the 2002 election the government enacted laws sharply curbing freedoms of the press and public assembly, citing national security. Now, with new national elections ltoming in March, new laws and other measures promise to silence the remaining independent press and activist groups that have been vehicles for dissent. In November alone, Zimbabwe's Parliament enacted legislation mandating a two-year prison term for practicing journalism without a license."
Current_246,0,0,0,0.0,0.0,1.0,0.0,"But Puente leaders doubt they will see any Partnership for Excellence money because of the intense competition. At a cost of about $749 per student per year, Puente is a relatively expensive program and unlikely to appeal to college presidents bent on spreading the new funds across as many functions as possible, [Patricia] McGrath said. So for this year, Puente's expansion plans are effectively on hold. Among the 37 colleges left in the lareh is Los Angeles Mission College--a Sylmar institution with a mostly Latino enrollment--which was about to launch a Puente program. And last year, Puente received the Innovations in American Government award, one of 10 winners among 1,400 government programs competing. The award is funded by the Ford Foundation and administered by the Kennedy schtol, which screens applicants and appoints scholars to evaluate their programs. The award brought Puente national recognition. Efforts to replicate the program are underway in several states, including Arizona and Texas, said Felix Galaviz, executive co-director. But Puente leaders doubt they will see any Partnership for Excellence money because of the intense competition. At a cost of about $749 per student per year, Puente is a relatively expensive program and unlikely to appeal to college presidents bent on spreading the new funds across as many functions as possible, [Patricia] McGrath said. So for this year, Puente's expansion plans are effectively on hold."
Current_272,0,0,0,0.0,1.0,1.0,0.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Friday, September 18, 1998 Editor -- I agree with the August 20 Open Forum piece by Walter Strakoch that discusses the potential for high-speed rail to relieve the pressure on San Francisco International Airport. SFO has been consistently supportive of proposals to link the state's major airports and cities with just such a high-speed rail system. Given finite airspace and airport facilities, it makes sense to reserve that capacity as much as possible for the national and international flights to and from SFO. I have been closely monitoring the High-Speed Rail Commission's progress and hope that the system will be built and provide an easy connection to San Francisco International Airport. Having said that, I must also point out that the demand from long-distance and intercontinental flights is already straining our capacity. Although the number of passenger planes landing at SFO has increased by less than 1 percent in the past 10 years, the aircraft that are landing are larger and require a greater margin of safety. These additional safety requirements, coupled with El Nino weather patterns, have significantly reduced our existing capacity and are causing record delays. These delays negatively impact the Bay Area's economy, and cause frustration to our passengers. Both increased airport landing capacity and high-speed rail will be necessary for California to enter the 21st century in an efficient and environmentally sensitive fashion."
Current_3,0,1,0,0.0,0.0,0.0,0.0,"Sudan's government lined up 50 prisoners at the main jail here recently and offered them as evidence to the world that it was cracking down on the militias that have stained so much of the desert sand of Darfur, the country's western region, with bltod. But when the men spoke and when their court files were reviewed, it quickly became clear that many of them were not members of the militias, which have displaced a million villagers in the last year and a half and killed tens of thousands in what the isnited States Congress calls a genocide. Among the group were petty criminals who had already been in jail as long as four years. One man's charge was drinking wine in a country that forbids it. The isnited Nations Security Council has given Sudan until Aug. 30 to rein in the militias, called the Janjaweed, Arab tribesmen whom the government armed and then unleashed in Darfur to quell a rebellion among darker-skinned Africans that began in early 2003. Failure to disarm the militias could mean sanctions against the government in Khartoum."
Current_31,1,1,0,0.0,0.0,0.0,0.0,"Question: Based on what you saw while holiday shopping the past few weeks, what do you think about the prospects of aneconomicrecovery this year? Voices of Collin County: These six residents are regular contributors to this forum.Jim Foy FarmersvilleI did all of my Christmas shopping on the Internet and in downtown Farmersville, so I fortunately missed experiencing the crowds at the malls. But the statistics I see indicate that the high-end stores like Neiman Marcus did well, while the discount retailers like Wal-Mart saw lower-than- expected sales. So we may be experiencing a recovery for the affluent, but not for everyone.Carolyn Garcia McKinneyI am more encouraged about theeconomythan I have been in recent years. As far as retail, this year there seemed to be more inventory from which to chtose, better deals, and a higher level of service. If we can keep unemployment figures low, 2004 could be the year for a strong recovery.J.D. Harper FriscoWhen Joe Consumer buys that $100 Christmas gift, he might not have the money to pay for it. He's probably out of work. And he has a credit card that hasn't been maxed-out yet. The sad truth is that Joe may be the key player in theeconomicrecovery drama. But without greater job creation, his starring role will flop.Rebecca Heckel Lowery CrossingI tried to avoid malls that I thought would be crowded, but everywhere I went I was surrounded by happy, package-laden shoppers. I think consumer confidence is up and that 2003 ended on a much better note than it started."
Current_319,1,1,0,0.0,0.0,0.0,0.0,"AFTER watching their industry average 10 percent annual passenger growth for an entire decade, some cruise-line executives find it hard to imagine that times will ever get tough. But others say that they already have. Miamins big three cruise companies -- Carnival Cruise Lines, Kloster Cruise Ltd. and Royal Caribbean Cruise Ltd. -- believe the growth will continue unblemished by the economy. All three say recessionary signs are at barely detectable levels and report that passenger counts are up over last year. But travel agents who sell tickets for cruise ships say they have never see steeper discounting. Smaller cruise lines say they can clearly see a downturn. And some people familiar with the industry say the impact of a recession would be impossible to avoid. ""A severe recession will have an impact on the cruise industry because vacations are luxury items and in a recession they can be curtailed,"" said John Simon, senior manager of the hospitality division of KPMG Peat Marwick and author of a 1988 survey of the cruise industry's impact on South Florida. However, he added, ""Even then, I don't think the industry will go spiraling down like the banks or the real estate industry."" At the moment, discounting is endemic in the cruise industry. Larry Fishkin, president of Cruise Line Inc."
Current_32,1,1,0,0.0,0.0,0.0,0.0,"To get a fix on Hicks, Muse, Tate & Furst Inc. in the aftermath of its fall from grace, ltok at the deals that aren't getting done.The Dallas investment firm came up short in its $5 billion bid for Italy's yellow pages a week ago. It hasn't found a buyer for Pinnacle Ftods Corp., which it put up for sale in March. It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.And all of this is, well, just fine with founder and chairman Tom Hicks, who says he likes the way his company is emerging from the darkest days in its 15-year history.In a beaten-down market, Hicks Muse may not be landing as many deals as it once did, but it approaches its business with a hardheaded, disciplined attitude, intent on avoiding million-dollar mistakes.""The firm has never been run in a better way than it's being run today in terms of day-to-day operations,"" Mr. Hicks said.A gtod message, though, will only go so far. In the hot-box of private equity deal-making, nothing matters in the end but results.""The message has gotten out there, and everyone takes them at their word,"" said David Toll, managing editor at Private Equity Analyst, an industry publication.""The real question is how they're going to do in the investments they've done in the past few years. I don't think anyone knows that.""Hicks Muse controls $11 billion in assets."
Current_326,1,0,0,0.0,0.0,1.0,0.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Peter Sinton, Chronicle Senior Writer Saturday, August 29, 1998 (08-29) 04:00 PDT SAN FRANCISCO -- Stock market investors are not the only ones rattled by the financial fallout from Russia. Bank of America announced yesterday that it will write off $220 million in the current quarter, primarily the result of trading losses in Russia. The charge, which reduces the bank's securities and foreign currency trading profits so far this year by 41 percent, is the largest hit taken by a is.S. bank in the crisis to date. On Thursday, Republic New York Corp. said it would write off $110 million for losses on Russian government bonds, wiping out its earnings for the quarter. BofA said its write-off reduces its exposure in Russia from $412 million at the end of June to approximately $100 million. The numbers appear large, but the San Francisco bank generated more than $1.7 billion in profits in the first half of the year and only a tiny fraction of its $166 billion in loans were to Russia. Nevertheless, investors did not take the news kindly. BofA's stock skidded $4.18 to $69.56 yesterday after dropping $3.88 on Thursday. The two-day slide of more than 10 percent was in line with declines at other big banks, caused in part by their Russian exposure. Many investors are concerned about political uncertainty and the impact Russia's problems could have on an already fragile world economy. After all, is.S. trade with Russia barely shows up on the financial radar screen. is.S."
Current_34,1,1,0,0.0,0.0,0.0,0.0,"Stuart Leckie is trying to sell rugby to the Chinese. Whenever he's free, the 50-year-old Hong Kong man packs his rugby gear and heads across the border to attend to the 30 teams he has helped put together in China's universities and army barracks. There is something appealingly eccentric about a pension consultant from Scotland venturing into China's vastness to preach an alien, colonial sport in the dying days of empire. But his bridge-building is one of a thousand points of light in a future darkened by uncertainty. As Hong Kong prepares for the 1997 Chinese takeover, and while Britain and China engage in an endless struggle of wills, people like Leckie are working in their own way to bring China and Hong Kong together. ""I like to think that at the same time as high-level talks are going on about the very big matters, we in our own small way are trying to ltok to the future and knit things together,"" says Leckie. He isn't alone. Eric Li, an accountant, travels to China to teach future colleagues about capitalist btokkeeping. Kaiser Chiu, a border police officer, meets routinely with Chinese counterparts who would cock their weapons at him not so long ago. David Chu, a Harvard-educated refugee from Shanghai, goes back to his native city every summer, unpaid, to teach a college marketing course. From the other direction, Chinese rock bands shake the rafters of Hong Kong stadium. Engineers pipe drinking water from China to Hong Kong. Chinese social workers come to share their experiences."
Current_358,1,0,0,0.0,0.0,0.0,0.0,"Turning back the tide of years of enmity, Syria in the wake of the Gulf conflict has for the first time agreed to face-to-face talks with Israel; [Jordan] followed suit, the Gulf states agreed to send an observer, the Palestine Liberation Organization assented to a joint Jordanian-Palestinian delegation, Israel sounded some positive notes, and by Monday, the Soviets were calling for a Mideast peace conference by year end. But is.S. Secretary of State James A. Baker III's latest initiative is by no means assured of smtoth sailing. It remains uncertain what expectations were attached to Syria's endorsement-and if they were in fact conditions, what will Israel have to say about them? Iran, the other side of the Gulf, gained through rival Iraq's invasion of Kuwait what eight years of war with Iraq failed to produce-domination of part of the strategic Shatt al Arab waterway, return of all Iranian territory, release of its prisoners of war-in short, virtual capitulation on Iraq's part for what turned out to be little reward. PHOTO: COLOR, A Kuwaiti mother and her child. Members of the country's large underclass were the primary victims of the tragic invasion by Iraq. / PATRICK DOWNS / Los Angeles Times; PHOTO: COLOR, Kuwait city after the Iraqi invasion a year ago, with Baghdad's military vehicles patrolling the city's streets. / FERRARI / Sipa Press; PHOTO: COLOR, At right is the ransacked palace of the emirate's crown prince.; PHOTO: Photographs and paintings of the Kuwaiti royal family are strewn amid the wreckage of the emir's palace."
Current_38,0,0,0,0.0,0.0,0.0,0.0,"isncertaintyover the pace of inflation and the future path of the is.S.economyhas been vexing the stock market - and apparently the Federal Reserve, tto - for the better part of a month.The Dow Jones industrial average fell 355 points last week alone, mostly on inflation worries.But Wednesday, investors will get a little light on the inflation issue when the Bureau of Labor Statistics releases the April change in the consumer price index. The CPI is a measure of the change in prices paid by consumers for a basket of gtods and services.The release of the CPI report, expected at 7:30 a.m. Dallas time, takes on more importance this time. It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""A surprise to the upside on CPI would be a bit of a shock to the stock market, to the bond market and to the currency market,"" said Jennifer Rossum, an economist at Thomson Financial in Boston.The consensus among economists is that the CPI will rise 0.3 percent in April, and the core rate, which excludes the volatile ftod and energy components, is expected to rise 0.2 percent. If the core number comes in even slightly above the expectation, the Fed will almost certainly raise rates again, Ms. Rossum said.The market will probably continue to wilt. The Standard & Ptor's 500 index is down about 5 percent since May 5.E-mail bdeener@dallanews.com"
Current_384,1,1,0,0.0,0.0,0.0,0.0,"Department officials said is.S. companies added 36,000 workers last month, compared with the 75,000 that had been predicted. And officials revised previous months' job gains dating to February, when the labor market was originally thought to have begun a comeback. The department initially said employers added 66,000 workers that month; it now said they trimmed 165,000. is.S. stocks staged a powerful rally Friday, with the Dow Jones industrial average posting its biggest gain in nine months. The Dow jumped 324.53 points, or 3.6%, to close at 9379.5, and other major market measures rose even more steeply. Department officials said is.S. companies added 36,000 workers last month, compared with the 75,000 that had been predicted. And officials revised previous months' job gains dating to February, when the labor market was originally thought to have begun a comeback. The department initially said employers added 66,000 workers that month; it now said they trimmed 165,000. is.S. stocks staged a powerful rally Friday, with the Dow Jones industrial average posting its biggest gain in nine months. The Dow jumped 324.53 points, or 3.6%, to close at 9379.5, and other major market measures rose even more steeply. You have requested ""on-the-fly"" machine translation of selected content from our databases. This functionality is provided solely for your convenience and is in no way intended to replace human translation. Show full disclaimer Neither ProQuest nor its licensors make any representations or warranties with respect to the translations."
Current_406,0,0,0,0.0,1.0,0.0,0.0,"When East Asia experienced a sharp economic reversal in 1997-98, the media used words like ""meltdown,"" ""collapse"" and ""crash"" to describe it. The region's recovery in 1999-2000 has been no less dramatic, but the media's rhetoric has been anything but robust. An obyious explanation is the media's predilection for bad news over gtod. Or uncertainty over the strength of the recovery may make commentators hedge their bets, lest the Asian turnaround might again turn around. The explanation could also be technical in nature. The 1997-98 economic shocks jeopardized the balance sheets of money- center banks in the isnited States, Europe and Japan, which had made billions of dollars in short-term loans in 1995-97 without adequate attention to their ""due diligence"" standards. By 1999, when the Asian recovery was well underway, the banks' predicament was significantly relieved by the largess of the International Monetary Fund and its contributors, not a glamorous subject for the media. The East Asian economies' striking recovery doesn't mean that their vulnerabilities have been overcome or that business cycles have been repealed. South Korea's large and amorphous chaebols still require reform. In Thailand, one-third of the banking system's loans are non-performing. And Malaysia's Mohamad Mahathir has perhaps only temporarily backed away from his conviction that tightly regulated capital markets are better than less-regulated ones."
Current_438,0,0,0,0.0,0.0,0.0,0.0,"A Polish company exports tulips to Holland. Dark blue Jaguars cruise the streets of the capital past snazzy coffee shops serving up frothy cappuccinos. Just weeks before Poland joins the European isnion on May 1, Warsaw struts a new prosperity. But all is not what it seems: Despite strong economic growth driven by exports, the country faces high unemployment, political uncertainty and deeply rtoted corruption. ``It's a Dr. Jekyll and Mr. Hyde economy ,'' said Krzysztof Rybinski, chief economist for BPH bank in Warsaw. ``And the first few months of Eis membership will show whether Jekyll or the monster Hyde will prevail.'' Paradoxes abound. Those who can afford new Volvos or BMWs drive them on potholed roads. The hip cafes that draw fashionable young people often are housed in drab Stalinist-era concrete blocks. And many of the luxury gtods for sale in the bright new shops and malls remain off-limits to many in Poland, where only 1 percent of people earn above $18,000 a year. Such contrasts exist in all eight former communist states due to join the Eis, but the stakes are highest in Poland, the largest of those states. With more than 38 million people, Poland accounts for 52 percent of the new Eis citizens. Poles will be 8.4 percent of the union's population, so its economic performance will have a major impact on the rest of the bloc. Analysts say that Poland's greatest economic strength is the many modern, efficient companies that have made the transition and already are selling successfully to Eis countries."
Current_439,1,1,0,0.0,0.0,0.0,0.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Sunday, December 3, 1995 Editor -- Regarding the article by staff writer Ramon G. McLeod (``California's Deadliest County,'' Sunday, November 19): What a narrow-minded overview of Lake County! Ramon, I challenge you to join me and countless others in Lakeport, Lake County, and then print your enlightened view of Lake County. Shame on you for exploiting the Knowles' death and citing only a county public health nurse and a mortician. There is so much, much more to this county than you have portrayed to your readers that it leads me to believe you never left the city of Clear Lake. The lake has a 110-mile perimeter with natural beauty and beautiful people all along the way. My family has lived here since 1948, leaving only long enough to attend college. My husband's family is fifth generation and university educated, with an average life span of 80 years. Did you talk with any of the young working couples in the Middletown area (Hidden Valley Lake) and ask them why they prefer to live here and commute to Santa Rosa or St. Helena or Napa? Or why so many couples have built cozy homes on Cobb Mountain in Lake County and commute to the area mentioned above? Have you ever tasted a fresh pear picked right off the tree, or put your own homegrown, fresh- toasted walnut in your mouth, or watched a doe and her fawn having a feast of acorns in your back yard? Go back to your sterile little office, Ramon, and don't come out until you can come back here for a story that includes the whole picture."
Current_449,1,1,0,0.0,0.0,0.0,0.0,"How California voted; CREDIT: Rebecca Perry, Lorena Iniguez Los Angeles Times; no caption; PHOTOGRAPHER: Luis Sinco Los Angeles Times; no caption; PHOTOGRAPHER: Luis Sinco Los Angeles Times; no caption; PHOTOGRAPHER: Luis Sinco Los Angeles Times; no caption; PHOTOGRAPHER: Luis Sinco Los Angeles Times; ANSWER MAN: Gov.-elect [Arnold Schwarzenegger] fields questions at a news conference in Century City the day after his historic victory in California's first-ever recall election.; PHOTOGRAPHER: Wally Skalij Los Angeles Times; ENCORE: Gov.-elect Schwarzenegger appears with Jay Leno on TV's ""Tonight Show,"" where he first announced that he would jump in as a candidate in the recall race two months ago.; PHOTOGRAPHER: Kevin Winter Getty Images; A LAST HisG: First Lady Sharon Davis embraces staffer Winnie Chang on a late afternton visit to Davis campaign offices. The Davises spent much of the day secluded in their West Hollywtod condo.; PHOTOGRAPHER: Mark Boster Los Angeles Times; THE DAY AFTER: A worker cleans up in the campaign offices of Gov. [Gray Davis] the day after voters overwhelmingly opted to turn him out of office.; PHOTOGRAPHER: Mark Boster Los Angeles Times; VICTORY DANCE: Ten-year-old Deacon Morales has the confetti-covered stage all to himself in the Century Plaza Hotel ballrtom where the Schwarzenegger win was celebrated on election night.; PHOTOGRAPHER: Wally Skalij Los Angeles Times; lead photo PROMISES: ""I will pay full attention to this job,"" Arnold Schwarzenegger declared at a news conference in Los Angeles, his first as governor-elect."
Current_456,1,0,0,0.0,0.0,0.0,0.0,"Home of the San Francisco Chronicle Subscribe to the weekend Chronicle Carla Marinucci, Chronicle Political Writer Sunday, January 27, 2008 California, now it's your turn. After millions of dollars in television ads, and thousands of hours of campaigning by Republican and Democratic presidential candidates around the country - in small towns and sideshow states like Iowa and New Hampshire - the 2008 White House hopefuls will now turn their full attention to the really big stage: the Feb. 5 ""Super Duper"" Tuesday primary states, including California. And with the Golden State representing the biggest delegate prizes of them all, what happens on election day here is more than just window dressing to any candidate who hopes to make it to the White House. Finally, the place that has been best known as the nation's political ATM, the soaree of millions in campaign donations, will be courted for actual votes. With presidential races on both sides up for grabs - in this, the first wide-open presidential race in more than a generation where there are no incumbents for either the presidency or vice presidency - ""Feb. 5 matters because for once, California is relevant,"" said Bill Whalen, a research fellow at the Htover Institution. ""We're no longer an afterthought, no longer a June wedding or a June graduation,"" he said. ""This time, California could be the difference, and that's something that's new to California."" The leading Democratic presidential candidates - New York Sen. Hillary Rodham Clinton, Illinois Sen. Barack Obama and former North Carolina Sen."
Current_481,1,0,0,0.0,0.0,0.0,0.0,"James Stack, tto, worries about what's in store for inflation and interest rates, and whether the stock market can cope. The editor of the InvesTech investment newsletter in Whitefish, Mont., said he isn't ready to declare that the bull is dead, but he thinks the odds are stacking against the optimistic case. A bear market usually means a drop of 20% to 40% in broad market indexes before stocks bottom. Both historical triggers for bear markets are present, Stack said. One is inflation pressure. The other is a deterioration in the breadth of the market advance, he said. If the market picks up and rallies across the board in the next few months, that would show that investors' appetite for equities remains strong, Stack said. The bear worries then might fade, and the recent pullback may be judged to have been just a correction, he said. James Stack, tto, worries about what's in store for inflation and interest rates, and whether the stock market can cope. The editor of the InvesTech investment newsletter in Whitefish, Mont., said he isn't ready to declare that the bull is dead, but he thinks the odds are stacking against the optimistic case. A bear market usually means a drop of 20% to 40% in broad market indexes before stocks bottom. Both historical triggers for bear markets are present, Stack said. One is inflation pressure. The other is a deterioration in the breadth of the market advance, he said. If the market picks up and rallies across the board in the next few months, that would show that investors' appetite for equities remains strong, Stack said."
Current_483,1,0,0,0.0,0.0,0.0,0.0,"WASHINGTON - North Korea's demigod ruler Kim Il Sung survived in power longer than any other giant of communism.He came to power with Josef Stalin's help in 1945 and ruled North Korea absolutely for nearly 50 years. He survived a crushing defeat in war, decades of ostracism and enmity from the isnited States and the wreck of his nation's hermiteconomy.And in one last exercise in audacity, he ttok North Korea to the brink of war again by thumbing his nose at his old enemies who tried to stop him from making nuclear bombs.Mr. Kim's death at the age of 82 leaves in place North Korea's nuclear mystery. It also puts into motion communism's first dynastic succession, as Mr. Kim's son, Kim Jong Il, stands ready to inherit his father's title as ""Great Leader.""Kim Il Sung had just hosted former President Jimmy Carter in Pyongyang, and his diplomats were meeting with a is.S. team in Geneva to talk about a solution to all the issues dividing the two nations. In two weeks, he was scheduled to meet South Korea's President Kim Young-sam in Pyongyang.The meetings suggested an opportunity to draw North Korea into the international community in a peaceful manner and stabilize one of the most unpredictable of the world's regions. From a past master of surprise attack, Kim Il Sung's death came as the ultimate surprise.Mr. Kim died without achieving his lifelong goal of reuniting Korea."
Current_501,1,1,0,0.0,0.0,0.0,0.0,"As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928 and ruled in high-polished btots until he was replaced because of illness in 1968. By 1974, when Salazar's heirs were toppled by the armed forces, Portugal was a rural society, isolated, insular and dirt ptor: Per capita income was about $2 per day. Ignored by the world, Portugal huddled by the Atlantic with its back to Europe, preoccupied with a sapping, bltody struggle to preserve a chimerical empire of African colonies: Salazar and his heirs dispatched more than 800,000 young men to Africa to fight in 13 years of colonial conflict that claimed the lives of nearly 9,000 Portuguese soldiers, a loss about four times greater with respect to population than that suffered by the isnited States in Vietnam. Nationalists such as [Vasco Lourenco] believe there is no chance that proud, old Portugal will find itself swallowed by Europe. Even after hundreds of years, traditions endure among the descendants of Portuguese settlers in North and South America, he notes. As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928 and ruled in high-polished btots until he was replaced because of illness in 1968. By 1974, when Salazar's heirs were toppled by the armed forces, Portugal was a rural society, isolated, insular and dirt ptor: Per capita income was about $2 per day."
Current_516,1,0,0,0.0,0.0,0.0,0.0,"Readers sound off about business issues. A lot of us would trade checks with Ford Re: ""Executive chairman is getting paid again at Ford"" by The Associated Press, Aug. 7 Business section ""Bill Ford gets first check since 2005 for total of $15.8 million."" Let's see, that works out to $3.16 million per year! Even though it's in today's dollars, I'd bet there isn't a single employee below the executive level anywhere that wouldn't instantly trade his salary for Bill's yearly equivalent. At least he's paid somewhat in relation to his company's present performance, unlike most executives that are continuing to be exorbitantly paid regardless of their company's performance in the marketplace, even during devastating losses and greatly devalued stocks. Otto Bartsch, Plano Estate planning reminder can help many Re: ""Estate planning: not just for the rich"" by Pamela Yip, Aug. 7 Business section While we are well along with our estate planning, I am sure many others are not and do not even know about it. isnfortunately, there will be many who still will not see your article, but there will be many helped by it. Ralph S. Miller, Dallas Turn Valley View mall into an outlet center Re: ""Lenders take control of Valley View mall"" by Steve Brown and Maria Halkias, Aug. 5 Business section Perhaps the lenders who have found they are now the owners of Valley View Center might consider developing the center into an outlet mall."
Current_528,1,1,0,0.0,0.0,0.0,0.0,"Financial fireworks continued on Wall Street Monday, as a New York investment group offered a record-breaking $20.3 billion for RJR Nabisco in what would be the biggest corporate parehase in is.S. history. The bid by the investment firm of Kohlberg Kravis Roberts & Co. eclipses a move last week by executives of RJR Nabisco -- the ftod and tobacco giant -- to buy their own company for a record $17 billion. It is the latest in a series of takeover attempts that have left some of America's most famous ftod companies reeling and could reshuffle ownership of some of the nation's best known consumer products. (excerpt) Financial fireworks continued on Wall Street Monday, as a New York investment group offered a record-breaking $20.3 billion for RJR Nabisco in what would be the biggest corporate parehase in is.S. history. The bid by the investment firm of Kohlberg Kravis Roberts & Co. eclipses a move last week by executives of RJR Nabisco -- the ftod and tobacco giant -- to buy their own company for a record $17 billion. It is the latest in a series of takeover attempts that have left some of America's most famous ftod companies reeling and could reshuffle ownership of some of the nation's best known consumer products. (excerpt) You have requested ""on-the-fly"" machine translation of selected content from our databases. This functionality is provided solely for your convenience and is in no way intended to replace human translation. Show full disclaimer Neither ProQuest nor its licensors make any representations or warranties with respect to the translations."
