llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,condition,target_section_id,selected_section_id,target_position,n_sections,selected_target_correct,epu_pred,epu_correct,joint_correct,confidence,focus_excerpt,excerpt_in_target,json_valid
google/gemini-2.5-pro,Current_861,1,0,SFC,2003,15056,very_hard,S8,S8,8,8,1,1.0,1.0,1,1.0,"In the brave new world of Native American casinos, local communities across the state are butting heads with tribes over issues of sovereignty, ethics, regulatory power and Big Money.",1,1
google/gemini-2.5-pro,Current_826,0,1,MIHB,2000,3271,easy,S2,S2,2,3,1,0.0,1.0,1,1.0,"Big Blue gave financial markets the blues Wednesday, when a horribly disappointing earnings report for IBM, combined with a serious inflation scare, knocked stocks cold at the opening bell.",1,1
google/gemini-2.5-pro,Current_826,0,1,MIHB,2000,3271,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,"The company, which in earlier generations was considered an unassailable technology leader, was downgraded by a slew of analysts...``There is tto much uncertainty .''",0,1
google/gemini-2.5-pro,Current_826,0,1,MIHB,2000,3271,hard,S5,S5,5,6,1,0.0,1.0,1,0.9,"The company, which in earlier generations was considered an unassailable technology leader, was downgraded by a slew of analysts, who upbraided the company with uncharacteristically tough talk. ``Should investors buy the stock now? No,'' said Toni Sa",1,1
google/gemini-2.5-pro,Current_826,0,1,MIHB,2000,3271,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.9,"The company, which in earlier generations was considered an unassailable technology leader, was downgraded by a slew of analysts, who upbraided the company with uncharacteristically tough talk.",1,1
google/gemini-2.5-pro,Current_836,0,0,MIHB,2003,4294,easy,S2,S2,2,3,1,0.0,1.0,1,0.9,More than 140 years after the Confederate flag waved over the South Carolina statehouse - even three years after it was moved to a less prominent post - the flag remains a troublesome issue for national presidential candidates who stump in the state.,1,1
google/gemini-2.5-pro,Current_836,0,0,MIHB,2003,4294,medium,S3,S3,3,5,1,1.0,0.0,0,0.9,"But it was moved to a monument still on the statehouse grounds, prompting the NAACP to launch an economic and tourism boycott of the state that will host the South's first primary, Feb. 3.",1,1
google/gemini-2.5-pro,Current_836,0,0,MIHB,2003,4294,hard,S5,S5,5,6,1,1.0,0.0,0,1.0,"But it was moved to a monument still on the statehouse grounds, prompting the NAACP to launch an economic and tourism boycott of the state that will host the South's first primary, Feb. 3.",1,1
google/gemini-2.5-pro,Current_836,0,0,MIHB,2003,4294,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.8,prompting the NAACP to launch an economic and tourism boycott of the state,1,1
google/gemini-2.5-pro,Current_1795,0,0,SFC,2008,7887,easy,S2,S2,2,3,1,0.0,1.0,1,0.9,"Thanks to a new is.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the isnited States in 2008.",1,1
google/gemini-2.5-pro,Current_1795,0,0,SFC,2008,7887,medium,S3,S3,3,5,1,1.0,0.0,0,0.9,"Thanks to a new is.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the isnited States in 2008. Before the change in law, the Patriot Act had barred refugee status for those who had provided ""material support"" to",1,1
google/gemini-2.5-pro,Current_1795,0,0,SFC,2008,7887,hard,S5,S5,5,6,1,0.0,1.0,1,0.9,"Thanks to a new is.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the isnited States in 2008. Before the change in law, the Patriot Act had barred refugee status for those who had provided ""material support"" to",1,1
google/gemini-2.5-pro,Current_1795,0,0,SFC,2008,7887,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.9,"Thanks to a new is.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the isnited States in 2008. Before the change in law, the Patriot Act had barred refugee status for those who had provided 'material support' to",0,1
google/gemini-2.5-pro,Current_1932,0,0,DMNB,2001,3314,easy,S2,S2,2,3,1,0.0,1.0,1,1.0,"Wall Street's overall mtod seems optimistic, but there's someuncertaintyabout whether bad earnings news has been factored completely into the cheaper prices of many stocks.",1,1
google/gemini-2.5-pro,Current_1932,0,0,DMNB,2001,3314,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,"Investors refrained from making any big commitments Wednesday on Wall Street, leaving stocks little changed as the market tried to discern a trend in earnings and theeconomy.",1,1
google/gemini-2.5-pro,Current_1932,0,0,DMNB,2001,3314,hard,S5,S5,5,6,1,0.0,1.0,1,1.0,"Wall Street's overall mtod seems optimistic, but there's someuncertaintyabout whether bad earnings news has been factored completely into the cheaper prices of many stocks.",1,1
google/gemini-2.5-pro,Current_1932,0,0,DMNB,2001,3314,very_hard,S8,S8,8,8,1,0.0,1.0,1,1.0,The general tone is positive even though the market is weighing things,1,1
google/gemini-2.5-pro,Current_657,1,1,NYT,1990,1073,easy,S2,S2,2,3,1,1.0,1.0,1,1.0,"The Singh Government had been weakened by a dispute over a site in northern India where fundamentalist Hindus are campaigning to tear down a mosque and build a temple, and by a debate over his affirmative-action program for lower castes.",1,1
google/gemini-2.5-pro,Current_657,1,1,NYT,1990,1073,medium,S3,S3,3,5,1,1.0,1.0,1,1.0,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
google/gemini-2.5-pro,Current_657,1,1,NYT,1990,1073,hard,S5,S5,5,6,1,1.0,1.0,1,1.0,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
google/gemini-2.5-pro,Current_657,1,1,NYT,1990,1073,very_hard,S8,S8,8,8,1,1.0,1.0,1,1.0,The Singh Government had been weakened by... a debate over his affirmative-action program for lower castes.,0,1
google/gemini-2.5-pro,Current_1233,0,0,MIHB,2002,3774,easy,S2,S2,2,3,1,0.0,1.0,1,1.0,"The economic downturn, which has hurt many local and national arts organizations, hit newly ambitious groups such as Maximum especially hard.",1,1
google/gemini-2.5-pro,Current_1233,0,0,MIHB,2002,3774,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,"The economic downturn, which has hurt many local and national arts organizations, hit newly ambitious groups such as Maximum especially hard.",1,1
google/gemini-2.5-pro,Current_1233,0,0,MIHB,2002,3774,hard,S5,S5,5,6,1,0.0,1.0,1,1.0,"The economic downturn, which has hurt many local and national arts organizations, hit newly ambitious groups such as Maximum especially hard.",1,1
google/gemini-2.5-pro,Current_1233,0,0,MIHB,2002,3774,very_hard,S8,S8,8,8,1,0.0,1.0,1,1.0,"But a series of budget-cutting moves that included a temporary layoff of dancers and staff and generous support from patrons has helped the company reduce a $244,000 deficit to its current debt of about $40,000.",1,1
google/gemini-2.5-pro,Current_427,1,1,NYT,1988,1014,easy,S2,S2,2,3,1,1.0,1.0,1,1.0,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
google/gemini-2.5-pro,Current_427,1,1,NYT,1988,1014,medium,S3,S3,3,5,1,1.0,1.0,1,1.0,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
google/gemini-2.5-pro,Current_427,1,1,NYT,1988,1014,hard,S5,S5,5,6,1,1.0,1.0,1,1.0,But critics of the draft said it would give China veto power over laws passed by the Hong Kong legislative body. They also said the draft could effectively outlaw some forms of political dissent.,1,1
google/gemini-2.5-pro,Current_427,1,1,NYT,1988,1014,very_hard,S8,S8,8,8,1,1.0,1.0,1,1.0,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
google/gemini-2.5-pro,Current_1157,0,1,MIHB,2009,5390,easy,S2,S2,2,3,1,1.0,0.0,0,1.0,"Our immigration system has been broken for tto long, and the costs of that failure are growing. Getting immigration policy right is fundamental to our national interests -- our economic vitality, our diplomacy and our national security.",1,1
google/gemini-2.5-pro,Current_1157,0,1,MIHB,2009,5390,medium,S3,S3,3,5,1,1.0,0.0,0,0.9,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,1
google/gemini-2.5-pro,Current_1157,0,1,MIHB,2009,5390,hard,S5,S5,5,6,1,1.0,0.0,0,0.9,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,1
google/gemini-2.5-pro,Current_1157,0,1,MIHB,2009,5390,very_hard,S8,S8,8,8,1,1.0,0.0,0,1.0,"Our immigration system has been broken for tto long, and the costs of that failure are growing. Getting immigration policy right is fundamental to our national interests -- our economic vitality, our diplomacy and our national security.",1,1
google/gemini-2.5-pro,Current_9,0,0,SFC,2009,5949,easy,S2,S2,2,3,1,1.0,0.0,0,1.0,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
google/gemini-2.5-pro,Current_9,0,0,SFC,2009,5949,medium,S3,S3,3,5,1,1.0,0.0,0,0.9,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
google/gemini-2.5-pro,Current_9,0,0,SFC,2009,5949,hard,S5,S5,5,6,1,1.0,0.0,0,1.0,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
google/gemini-2.5-pro,Current_9,0,0,SFC,2009,5949,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.9,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
google/gemini-2.5-pro,Midcentury_1448,0,0,NYT,1992,1409,easy,S2,S2,2,3,1,1.0,0.0,0,1.0,"the company said it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve, which is the cash cushion against losses.",0,1
google/gemini-2.5-pro,Midcentury_1448,0,0,NYT,1992,1409,medium,S3,S3,3,5,1,1.0,0.0,0,1.0,"the company said it was 'unlikely' the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1
google/gemini-2.5-pro,Midcentury_1448,0,0,NYT,1992,1409,hard,S5,S5,5,6,1,1.0,0.0,0,1.0,"the company said it was 'unlikely' the bank would be able to meet the new, more stringent Federal requirements for capital reserve, which is the cash cushion against losses. If GlenFed fails to meet the new standard, it could be required to submit a ",0,1
google/gemini-2.5-pro,Midcentury_1448,0,0,NYT,1992,1409,very_hard,S8,S8,8,8,1,1.0,0.0,0,1.0,"the company said it was 'unlikely' the bank would be able to meet the new, more stringent Fed­eral requirements for capital re­serve, which is the cash cushion against losses.",0,1
google/gemini-2.5-pro,Midcentury_4045,1,0,NYT,1997,4068,easy,S2,S2,2,3,1,0.0,0.0,0,1.0,"Constr­uctlon of single-family houses was weak last month, providing another sign of economic slowing. But a sur­vey found that consumer confidence remained strong.",0,1
google/gemini-2.5-pro,Midcentury_4045,1,0,NYT,1997,4068,medium,S3,S3,3,5,1,0.0,0.0,0,1.0,"The Commerce Department said today that housing starts over all rose 2.6 percent in April, to an annual rate of 1.473 million, exceeding analysts' expectations. But almost all of the gain came in the volatile category of apartment construction.",0,1
google/gemini-2.5-pro,Midcentury_4045,1,0,NYT,1997,4068,hard,S5,S5,5,6,1,0.0,0.0,0,1.0,"The Commerce Department said today that housing starts over all rose 2.6 percent in April, to an annual rate of 1.473 million... while single-family housing starts rose just three-tenths of 1 percent.",0,1
google/gemini-2.5-pro,Midcentury_4045,1,0,NYT,1997,4068,very_hard,S8,S8,8,8,1,0.0,0.0,0,1.0,"""This is really another sign of moderation in the economy,*' said r Eileen Neely, manager of economic '•< forecasting at Fannie Mae. ""Single­family starts were a little bit weaker ' - than most analysts expected.""",1,1
google/gemini-2.5-pro,Current_32,1,1,DMNB,2003,12897,easy,S2,S2,2,3,1,0.0,0.0,0,1.0,"To get a fix on Hicks, Muse, Tate & Furst Inc. in the aftermath of its fall from grace, ltok at the deals that aren't getting done.",1,1
google/gemini-2.5-pro,Current_32,1,1,DMNB,2003,12897,medium,S3,S3,3,5,1,0.0,0.0,0,0.9,"In the hot-box of private equity deal-making, nothing matters in the end but results.""The message has gotten out there, and everyone takes them at their word,"" said David Toll, managing editor at Private Equity Analyst, an industry publication.""The r",1,1
google/gemini-2.5-pro,Current_32,1,1,DMNB,2003,12897,hard,S5,S5,5,6,1,0.0,0.0,0,1.0,"A gtod message, though, will only go so far. In the hot-box of private equity deal-making, nothing matters in the end but results.",1,1
google/gemini-2.5-pro,Current_32,1,1,DMNB,2003,12897,very_hard,S8,S8,8,8,1,0.0,0.0,0,1.0,"A gtod message, though, will only go so far. In the hot-box of private equity deal-making, nothing matters in the end but results.",1,1
google/gemini-2.5-pro,Midcentury_3167,0,0,NYT,2003,4337,easy,S2,S2,2,3,1,0.0,1.0,1,1.0,Analysts said the market had already priced in expectations of gtod economic news. They attributed the market's volatility to thin trading and the weariness of investors who remained uncertain about the second half of the year.,0,1
google/gemini-2.5-pro,Midcentury_3167,0,0,NYT,2003,4337,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,They attributed the market's volatility to thin trading and the weariness of investors who remained uncertain about the second half of the year.,1,1
google/gemini-2.5-pro,Midcentury_3167,0,0,NYT,2003,4337,hard,S5,S5,5,6,1,0.0,1.0,1,1.0,They attributed the market's volatility to thin trading and the weariness of investors who remained uncertain about the second half of the year.,1,1
google/gemini-2.5-pro,Midcentury_3167,0,0,NYT,2003,4337,very_hard,S8,S1,8,8,0,0.0,1.0,0,1.0,"The stock market marched ahead on Friday, closing out another big week on an up note--and again ignoring rising Treasury bond yields. The Dow Jones industrial average gained 59.99 points, or 0.7%, to 8,975.46--highest since July 30.",0,1
google/gemini-2.5-pro,Current_992,0,1,DMNB,2004,423,easy,S2,S2,2,3,1,0.0,1.0,1,1.0,No electionuncertainty. No market-moving earnings reports. No blockbustereconomicdata,1,1
google/gemini-2.5-pro,Current_992,0,1,DMNB,2004,423,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,No blockbustereconomicdata - although someone's probably awaiting the Kansas City Fed manufacturing index at 10 a.m. Dallas time.,1,1
google/gemini-2.5-pro,Current_992,0,1,DMNB,2004,423,hard,S4,S4,5,4,1,0.0,1.0,1,1.0,No electionuncertainty. No market-moving earnings reports. No blockbustereconomicdata - although someone's probably awaiting the Kansas City Fed manufacturing index at 10 a.m. Dallas time.But don't tarry over your latte.,1,1
google/gemini-2.5-pro,Current_992,0,1,DMNB,2004,423,very_hard,S8,S8,8,8,1,0.0,1.0,1,1.0,A lack of expected news means the market will focus on the unexpected.,1,1
google/gemini-2.5-pro,Current_1113,0,0,MIHB,2002,4830,easy,S2,S2,2,3,1,1.0,0.0,0,0.9,"this year, the shaky economy and uncertainty over war with Iraq have added to that determination.",1,1
google/gemini-2.5-pro,Current_1113,0,0,MIHB,2002,4830,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,"this year, the shaky economy and uncertainty over war with Iraq have added to that determination.",1,1
google/gemini-2.5-pro,Current_1113,0,0,MIHB,2002,4830,hard,S5,S5,5,6,1,0.0,1.0,1,1.0,"Nearly two-thirds of American adults - 64 percent - say they are ltoking to buy holiday gifts this year from nonprofit groups - from charities to museums to environmental groups, according to a recent survey of 1,064 adults",1,1
google/gemini-2.5-pro,Current_1113,0,0,MIHB,2002,4830,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.9,"Nearly two-thirds of American adults - 64 percent - say they are ltoking to buy holiday gifts this year from nonprofit groups - from charities to museums to environmental groups, according to a recent survey of 1,064 adults conducted by Cone, a Bosto",1,1
google/gemini-2.5-pro,Current_487,0,0,LAT,1989,15236,easy,S2,S2,2,3,1,0.0,1.0,1,1.0,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business.",1,1
google/gemini-2.5-pro,Current_487,0,0,LAT,1989,15236,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business. Similarly, Leo Politis-wishing to btost ice cream sales in the slower winter months-found his answer in the Mediterranean climate of Greec",1,1
google/gemini-2.5-pro,Current_487,0,0,LAT,1989,15236,hard,S5,S5,5,5,1,0.0,1.0,1,1.0,"Leo Politis, owner of the Ctol-A-Cto ice cream company in Whittier, discovered that marketing his products in Europe was much simpler than breaking into the Pacific Rim countries.",1,1
google/gemini-2.5-pro,Current_487,0,0,LAT,1989,15236,very_hard,S7,S7,8,7,1,0.0,1.0,1,1.0,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business. Similarly, Leo Politis-wishing to btost ice cream sales in the slower winter months-found his answer in the Mediterranean climate of Greec",1,1
google/gemini-2.5-pro,Current_1275,0,0,DMNB,2009,8038,easy,S2,S2,2,3,1,0.0,1.0,1,1.0,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.",1,1
google/gemini-2.5-pro,Current_1275,0,0,DMNB,2009,8038,medium,S3,S3,3,5,1,0.0,1.0,1,1.0,I opened Cushman & Wakefield's office here in 1974 and went two years without making a lease,1,1
google/gemini-2.5-pro,Current_1275,0,0,DMNB,2009,8038,hard,S5,S5,5,6,1,0.0,1.0,1,1.0,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.The almost 200,000-square-ftot drop in occupancy - though modest - is the first such decline in",1,1
google/gemini-2.5-pro,Current_1275,0,0,DMNB,2009,8038,very_hard,S8,S8,8,8,1,0.0,1.0,1,1.0,"A rebound couldn't happen quickly enough to please worried office building owners and leasing agents. During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the rec",0,1
google/gemini-2.5-pro,Current_1820,0,0,LAT,1999,26383,easy,S2,S2,2,3,1,1.0,0.0,0,1.0,"unregulated and unmonitored, the viruses are showing up at many beaches year-round, even in waters that meet state and federal health standards.",0,1
google/gemini-2.5-pro,Current_1820,0,0,LAT,1999,26383,medium,S3,S3,3,5,1,1.0,0.0,0,0.9,"unregulated and unmonitored, the viruses are showing up at many beaches year-round, even in waters that meet state and federal health standards.",0,1
google/gemini-2.5-pro,Current_1820,0,0,LAT,1999,26383,hard,S4,S4,5,4,1,0.0,1.0,1,1.0,"Viruses are being carried to the beaches by urban runoff, the voluminous waste that spills into gutters from streets, yards and parking lots and flows straight to the ocean via storm channels. unregulated and unmonitored, the viruses are showing up a",0,1
google/gemini-2.5-pro,Current_1820,0,0,LAT,1999,26383,very_hard,S7,S7,8,7,1,1.0,0.0,0,0.9,"Unregulated and unmonitored, the viruses are showing up at many beaches year-round, even in waters that meet state and federal health standards.",0,1
google/gemini-2.5-pro,Current_1319,1,1,DMNB,1998,10676,easy,S2,S2,2,3,1,0.0,0.0,0,0.8,"In a year when the spread of gambling has come under intensifying fire, racetracks across the country are trotting out gimmicks to spur 20-somethings such as Mr. Valdivia to the betting window.",1,1
google/gemini-2.5-pro,Current_1319,1,1,DMNB,1998,10676,medium,S3,S3,3,5,1,1.0,1.0,1,0.8,"In a year when the spread of gambling has come under intensifying fire, racetracks across the country are trotting out gimmicks to spur 20-somethings such as Mr. Valdivia to the betting window.",1,1
google/gemini-2.5-pro,Current_1319,1,1,DMNB,1998,10676,hard,S5,S5,5,5,1,1.0,1.0,1,0.9,"In a year when the spread of gambling has come under intensifying fire, racetracks across the country are trotting out gimmicks to spur 20-somethings such as Mr. Valdivia to the betting window.",1,1
google/gemini-2.5-pro,Current_1319,1,1,DMNB,1998,10676,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.8,"The stakes are big for racing, which used to boast a near-monopoly on legal gambling outside Las Vegas. Attendance at America's 60 major tracks has been dwindling for years, a result of the unbridled growth in casinos and state lotteries.",1,1
google/gemini-2.5-pro,Current_156,1,0,MIHB,1995,2200,easy,S2,S2,2,3,1,1.0,1.0,1,1.0,"""If you are elected, there will be a period of social and monetary uncertainty ,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",1,1
google/gemini-2.5-pro,Current_156,1,0,MIHB,1995,2200,medium,S3,S3,3,5,1,1.0,1.0,1,1.0,"""If you are elected, there will be a period of social and monetary uncertainty ,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",1,1
google/gemini-2.5-pro,Current_156,1,0,MIHB,1995,2200,hard,S5,S5,5,6,1,1.0,1.0,1,1.0,"""If you are elected, there will be a period of social and monetary uncertainty ,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",1,1
google/gemini-2.5-pro,Current_156,1,0,MIHB,1995,2200,very_hard,S8,S8,8,8,1,1.0,1.0,1,1.0,"Conservative Jacques Chirac and Socialist Lionel Jospin sparred over economic policy, immigration and foreign policy Tuesday night in their only TV debate before this weekend's presidential runoff.",1,1
google/gemini-2.5-pro,Midcentury_3434,1,0,WPO,1986,8733,easy,S2,S2,2,3,1,1.0,1.0,1,1.0,"In the case of federally insured thrift institutions, there is npt enough money in the federal insurance fund to pay off depositors, so the institutions are kept open.",1,1
google/gemini-2.5-pro,Midcentury_3434,1,0,WPO,1986,8733,medium,S3,S3,3,5,1,1.0,1.0,1,1.0,"hundreds of financial institutions are under great pressure, and government regulators acknowledge that many are bankrupt and ought to be closed. In the case of federally insured thrift institutions, there is not enough money in the federal insurance",0,1
google/gemini-2.5-pro,Midcentury_3434,1,0,WPO,1986,8733,hard,S5,S5,5,6,1,1.0,1.0,1,1.0,"In the case of federally insured thrift institutions, there is not enough money in the federal insurance fund to pay off depositors, so the institutions are kept open.",0,1
google/gemini-2.5-pro,Midcentury_3434,1,0,WPO,1986,8733,very_hard,S8,S8,8,8,1,1.0,1.0,1,1.0,"In the case of federally insured thrift institutions, there is not enough money in the federal insurance fund to pay off depositors, so the institutions are kept open.",0,1
google/gemini-2.5-pro,Current_1140,1,0,DMNB,2011,5831,easy,S2,S2,2,3,1,1.0,1.0,1,1.0,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
google/gemini-2.5-pro,Current_1140,1,0,DMNB,2011,5831,medium,S3,S3,3,5,1,1.0,1.0,1,1.0,There's so muchuncertaintybefore the election that I don't see us going any way but sideways.,1,1
google/gemini-2.5-pro,Current_1140,1,0,DMNB,2011,5831,hard,S5,S5,5,6,1,1.0,1.0,1,0.9,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
google/gemini-2.5-pro,Current_1140,1,0,DMNB,2011,5831,very_hard,S8,S8,8,8,1,1.0,1.0,1,1.0,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
google/gemini-2.5-pro,Current_537,1,1,SFC,2008,8089,easy,S2,S2,2,3,1,0.0,0.0,0,1.0,"Edgar Blazona, who designs furniture at his Berkeley home, says business has dropped because of fuel costs and the financial crisis.",1,1
google/gemini-2.5-pro,Current_537,1,1,SFC,2008,8089,medium,S3,S3,3,5,1,0.0,0.0,0,0.9,"Blazona and countless other small business operators have been pummeled twice. First came rising fuel costs, which btosted his transportation expenses...That was followed by the global financial crisis, which pressured consumers to clamp down on spen",0,1
google/gemini-2.5-pro,Current_537,1,1,SFC,2008,8089,hard,S5,S5,5,6,1,0.0,0.0,0,1.0,"My sales have to go up. If my sales do not go up, I would say I have another six months maybe. Maybe three to six months.",1,1
google/gemini-2.5-pro,Current_537,1,1,SFC,2008,8089,very_hard,S8,S8,8,8,1,0.0,0.0,0,1.0,"Blazona and countless other small business operators have been pummeled twice. First came rising fuel costs, which btosted his transportation expenses... That was followed by the global financial crisis, which pressured consumers to clamp down on spe",0,1
google/gemini-2.5-pro,Current_2026,0,0,DMNB,2002,8724,easy,S2,S2,2,3,1,1.0,0.0,0,0.9,"The fact is that fewer than one in five eligible voters will have a direct impact on whether Democrats or Republicans control Congress for the next two years, political analysts said...",0,1
google/gemini-2.5-pro,Current_2026,0,0,DMNB,2002,8724,medium,S3,S3,3,5,1,1.0,0.0,0,1.0,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread.",1,1
google/gemini-2.5-pro,Current_2026,0,0,DMNB,2002,8724,hard,S5,S5,5,6,1,0.0,1.0,1,1.0,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread.",1,1
google/gemini-2.5-pro,Current_2026,0,0,DMNB,2002,8724,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.9,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread.",1,1
google/gemini-2.5-pro,Current_706,0,0,DMNB,2002,3711,easy,S2,S2,2,3,1,0.0,1.0,1,0.9,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees",0,1
google/gemini-2.5-pro,Current_706,0,0,DMNB,2002,3711,medium,S3,S3,3,5,1,0.0,1.0,1,0.9,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees such as Marty Daneman of Plano.",0,1
