llm_name,article_key,gold_epu,gold_who,gold_actions,gold_effects,gold_mention_foreign,gold_mainly_foreign,disagreement_flag,newspaper,year,content_len,condition,epu_pred,epu_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,aux_mean,task_completion_count,who_pred,who_correct,who_present,actions_pred,actions_correct,actions_present,effects_pred,effects_correct,effects_present,mention_foreign_pred,mention_foreign_correct,mention_foreign_present,mainly_foreign_pred,mainly_foreign_correct,mainly_foreign_present
anthropic/claude-sonnet-4-6@default,Current_15,0,0,0,0,0,0,0,NYT,2000,1285,multi_focus_epu_first,0.0,1.0,0.85,they are taking the huge amounts of government-provided low-cost electricity they would have used for producing aluminum and selling it back to the government for as much as 20 times what they paid,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_15,0,0,0,0,0,0,0,NYT,2000,1285,multi_focus_epu_last,0.0,1.0,0.8,there is a fortune to be made these days in not producing aluminum,1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_50,0,0,0,0,0,0,0,MIHB,2011,6806,single_focus,0.0,1.0,0.85,"It's a time of a lot of unrest and uncertainty about where things are going, so it takes a while to translate that.",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_50,0,0,0,0,0,0,0,MIHB,2011,6806,multi_focus_epu_first,0.0,1.0,0.85,"the contemporary art market has largely recovered from the crash of 2008, we have yet to see how artists will interpret our economically and politically fraught times",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_50,0,0,0,0,0,0,0,MIHB,2011,6806,multi_focus_epu_last,0.0,1.0,0.85,"the contemporary art market has largely recovered from the crash of 2008, we have yet to see how artists will interpret our economically and politically fraught times",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1945,0,0,0,0,0,0,0,LAT,2011,9505,single_focus,1.0,0.0,0.75,"He pushed administration energy policies designed to boost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the U.S. off imported oil.",0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1945,0,0,0,0,0,0,0,LAT,2011,9505,multi_focus_epu_first,1.0,0.0,0.72,"He pushed administration energy policies designed to boost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the U.S. off imported oil.",0,1,0.6,5,0.0,1.0,1,1.0,0.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1945,0,0,0,0,0,0,0,LAT,2011,9505,multi_focus_epu_last,1.0,0.0,0.72,"He pushed administration energy policies designed to boost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the U.S. off imported oil.",0,1,0.6,5,0.0,1.0,1,1.0,0.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1971,0,0,0,0,0,0,0,SFC,2007,8596,single_focus,0.0,1.0,0.85,"America is teetering on the brink of a recession, which some experts believe could be a long and crippling one, we keep hearing. But you'd never know it from the relentless, endlessly variable and apparently welcome pleas to spend ourselves deeper an",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1971,0,0,0,0,0,0,0,SFC,2007,8596,multi_focus_epu_first,0.0,1.0,0.85,"America is teetering on the brink of a recession, which some experts believe could be a long and crippling one, we keep hearing.",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1971,0,0,0,0,0,0,0,SFC,2007,8596,multi_focus_epu_last,0.0,1.0,0.85,"America is teetering on the brink of a recession, which some experts believe could be a long and crippling one, we keep hearing. But you'd never know it from the relentless, endlessly variable and apparently welcome pleas to spend ourselves deeper an",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1560,1,0,1,0,1,1,0,MIHB,1992,4975,single_focus,1.0,1.0,0.82,"whoever wins the election will face an urgent international problem: How can the United States keep Russia and the other former republics on the road to reform, hasten the dismantling of their nuclear weapons and avert a return to the bad old days of",0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1560,1,0,1,0,1,1,0,MIHB,1992,4975,multi_focus_epu_first,1.0,1.0,0.85,"Another uncertainty is whether Russia will formally approve a Bush-Yeltsin agreement to cut each side's arsenal to 3,500 warheads by 2003.",1,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,1.0,1.0,1,1.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1560,1,0,1,0,1,1,0,MIHB,1992,4975,multi_focus_epu_last,1.0,1.0,0.82,"whoever wins the election will face an urgent international problem: How can the United States keep Russia and the other former republics on the road to reform, hasten the dismantling of their nuclear weapons and avert a return to the bad old days of",0,1,0.6,5,1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,1.0,1.0,1,1.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1791,1,0,1,0,0,0,0,DMNB,2000,5650,single_focus,1.0,1.0,0.72,"the appeals process is expected to take years. Along the way, the case could be scuttled by changes in the marketplace or at the White House after the November election",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1791,1,0,1,0,0,0,0,DMNB,2000,5650,multi_focus_epu_first,1.0,1.0,0.72,"Settlement talks that fell apart over the weekend, coupled with a judge's scathing verdict late Monday, are contributing to uncertainty among investors. What was once unthinkable, a breakup of the software giant, now appears to be a possibility.",0,1,0.8,5,0.0,1.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1791,1,0,1,0,0,0,0,DMNB,2000,5650,multi_focus_epu_last,1.0,1.0,0.72,"Settlement talks that fell apart over the weekend, coupled with a judge's scathing verdict late Monday, are contributing to uncertainty among investors. What was once unthinkable, a breakup of the software giant, now appears to be a possibility.",0,1,0.6,5,-1.0,0.0,1,1.0,1.0,1,1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Midcentury_6461,0,0,0,0,0,0,0,WPO,1988,3898,single_focus,1.0,0.0,0.72,uncertain about future Pakistani support for their cause... One result of Zia's death may be to increase pressure on the rebels to accept a broader-based government for Afghanistan in the future,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Midcentury_6461,0,0,0,0,0,0,0,WPO,1988,3898,multi_focus_epu_first,1.0,0.0,0.72,"uncertain about future Pakistani support for their cause... One fear voiced by guerrillas in Jaji is that the border here may be closed, cutting off the arms supply to the resistance groups inside Afghanistan.",0,1,0.0,5,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1
anthropic/claude-sonnet-4-6@default,Midcentury_6461,0,0,0,0,0,0,0,WPO,1988,3898,multi_focus_epu_last,1.0,0.0,0.72,"uncertain about future Pakistani support for their cause... One fear voiced by guerrillas in Jaji is that the border here may be closed, cutting off the arms supply to the resistance groups inside Afghanistan.",0,1,0.0,5,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1,1.0,0.0,1
anthropic/claude-sonnet-4-6@default,Current_1087,1,0,1,1,1,1,0,DMNB,1995,8234,single_focus,1.0,1.0,0.98,"budget negotiators could not agree on a plan to end the partial government shutdown... House Republicans, who have demanded an agreement on an overall budget plan before they will approve a temporary measure that would reopen the government",0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1087,1,0,1,1,1,1,0,DMNB,1995,8234,multi_focus_epu_first,1.0,1.0,0.95,budget negotiators could not agree on a plan to end the partial government shutdown... it was uncertain whether they would be able to turn to serious negotiations,0,1,0.6,5,0.0,1.0,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1
anthropic/claude-sonnet-4-6@default,Current_1087,1,0,1,1,1,1,0,DMNB,1995,8234,multi_focus_epu_last,1.0,1.0,0.97,"budget negotiators could not agree on a plan to end the partial government shutdown... House Republicans, who have demanded an agreement on an overall budget plan before they will approve a temporary measure that would reopen the government",0,1,0.4,5,1.0,0.0,1,1.0,1.0,1,1.0,1.0,1,0.0,0.0,1,0.0,0.0,1
anthropic/claude-sonnet-4-6@default,Current_1588,0,0,0,0,1,1,0,NYT,2003,1020,single_focus,1.0,0.0,0.85,he surprised many by choosing a market-friendly economic team that promptly reined in galloping inflation by raising interest rates and cutting more than $4 billion from the government budget,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1588,0,0,0,0,1,1,0,NYT,2003,1020,multi_focus_epu_first,1.0,0.0,0.82,he surprised many by choosing a market-friendly economic team that promptly reined in galloping inflation by raising interest rates and cutting more than $4 billion from the government budget,0,1,0.4,5,0.0,1.0,1,1.0,0.0,1,1.0,0.0,1,1.0,1.0,1,0.0,0.0,1
anthropic/claude-sonnet-4-6@default,Current_1588,0,0,0,0,1,1,0,NYT,2003,1020,multi_focus_epu_last,1.0,0.0,0.82,his government had been forced to resort to old-fashioned fiscal discipline to stave off the economic collapse that loomed at the start of his administration,0,1,0.4,5,0.0,1.0,1,1.0,0.0,1,1.0,0.0,1,1.0,1.0,1,0.0,0.0,1
anthropic/claude-sonnet-4-6@default,Current_1182,0,0,0,0,0,0,0,MIHB,1994,9527,single_focus,0.0,1.0,0.85,"Interest rates have increased, but certificates of deposits continue to deliver a paltry 4 to 5 percent. Bonds have taken a beating, and the stock market has drifted down more than up.",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1182,0,0,0,0,0,0,0,MIHB,1994,9527,multi_focus_epu_first,0.0,1.0,0.92,"The choices aren't easy. Stocks and bonds are risky, but certificates of deposit and other fixed-income investments, such as short-term Treasury bills, are paying meager returns.",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1182,0,0,0,0,0,0,0,MIHB,1994,9527,multi_focus_epu_last,0.0,1.0,0.92,"Stocks and bonds are risky, but certificates of deposit and other fixed-income investments, such as short-term Treasury bills, are paying meager returns.",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Midcentury_5796,1,0,0,1,0,0,1,NYT,2003,3594,single_focus,0.0,0.0,0.75,the uncertainty over his future was costing him those contracts,0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Midcentury_5796,1,0,0,1,0,0,1,NYT,2003,3594,multi_focus_epu_first,1.0,1.0,0.72,the uncertainty over his future was costing him those contracts,0,1,0.6,5,1.0,0.0,1,1.0,0.0,1,1.0,1.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Midcentury_5796,1,0,0,1,0,0,1,NYT,2003,3594,multi_focus_epu_last,1.0,1.0,0.72,the uncertainty over his future was costing him those contracts,0,1,0.6,5,1.0,0.0,1,1.0,0.0,1,1.0,1.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1650,1,0,1,0,0,0,1,SFC,1998,8181,single_focus,0.0,0.0,0.99,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra -- and the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night was finding those key roles ",1,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1650,1,0,1,0,0,0,1,SFC,1998,8181,multi_focus_epu_first,0.0,0.0,0.99,"Like nearly every Strauss opera, 'Arabella' has two protagonists -- the soprano and the orchestra -- and the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night was finding those key roles in",0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1650,1,0,1,0,0,0,1,SFC,1998,8181,multi_focus_epu_last,0.0,0.0,0.97,"Like nearly every Strauss opera, 'Arabella' has two protagonists -- the soprano and the orchestra -- and the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night was finding those key roles in",0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1882,0,0,0,0,0,0,0,LAT,2005,22558,single_focus,0.0,1.0,0.95,"The Delta is dying -- a death of a thousand cuts, citing among other factors toxic chemicals from urban runoff.",0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_1882,0,0,0,0,0,0,0,LAT,2005,22558,multi_focus_epu_first,0.0,1.0,0.95,"The Delta is dying -- a death of a thousand cuts, citing among other factors toxic chemicals from urban runoff.",0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_1882,0,0,0,0,0,0,0,LAT,2005,22558,multi_focus_epu_last,0.0,1.0,0.95,"The Delta is dying -- a death of a thousand cuts, citing among other factors toxic chemicals from urban runoff.",0,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
anthropic/claude-sonnet-4-6@default,Current_134,1,0,0,1,0,0,1,NYT,2010,8039,single_focus,0.0,0.0,0.75,"construction problems have... fines of more than $350,000 from the Florida Department of Environmental Protection",0,1,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0,,0.0,0
anthropic/claude-sonnet-4-6@default,Current_134,1,0,0,1,0,0,1,NYT,2010,8039,multi_focus_epu_first,0.0,0.0,0.72,"Then the economy collapsed, casting the airport project in a different financial context.",1,1,0.4,5,-1.0,0.0,1,-1.0,0.0,1,-1.0,0.0,1,0.0,1.0,1,0.0,1.0,1
