llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,condition,target_section_id,selected_section_id,target_position,n_sections,selected_target_correct,epu_pred,epu_correct,joint_correct,confidence,focus_excerpt,excerpt_in_target,json_valid
google/gemini-3.1-pro-preview,Current_861,1,0,SFC,2003,15056,hard,S5,S5,5,6,1,0,0.0,0,0.95,"State and local regulators felt powerless, even though the Hopland Band of Pomo Indians had vowed to use minimal lighting to preserve the valley's charm.",1,1
google/gemini-3.1-pro-preview,Current_861,1,0,SFC,2003,15056,very_hard,S8,S8,8,8,1,0,0.0,0,0.99,The searchlight flap is just one of many signs of a ltoming backlash against California's latest gold rush: Indian gaming.,1,1
google/gemini-3.1-pro-preview,Current_826,0,1,MIHB,2000,3271,easy,S2,S2,2,3,1,0,1.0,1,1.0,"Big Blue gave financial markets the blues Wednesday, when a horribly disappointing earnings report for IBM, combined with a serious inflation scare, knocked stocks cold at the opening bell.",1,1
google/gemini-3.1-pro-preview,Current_826,0,1,MIHB,2000,3271,medium,S3,S3,3,5,1,0,1.0,1,1.0,"``Should investors buy the stock now? No,'' said Toni Sacconaghi, who tracks IBM for Sanford C. Bernstein investment firm. ``There is tto much uncertainty .''",1,1
google/gemini-3.1-pro-preview,Current_826,0,1,MIHB,2000,3271,hard,S5,S5,5,6,1,0,1.0,1,1.0,"``Should investors buy the stock now? No,'' said Toni Sacconaghi, who tracks IBM for Sanford C. Bernstein investment firm. ``There is tto much uncertainty .''",1,1
google/gemini-3.1-pro-preview,Current_826,0,1,MIHB,2000,3271,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,"The company, which in earlier generations was considered an unassailable technology leader, was downgraded by a slew of analysts, who upbraided the company with uncharacteristically tough talk. ``Should investors buy the stock now? No,'' said Toni Sa",1,1
google/gemini-3.1-pro-preview,Current_836,0,0,MIHB,2003,4294,easy,S2,S2,2,3,1,0,1.0,1,0.99,whether the flag will morph into a bona-fide campaign issue is uncertain,1,1
google/gemini-3.1-pro-preview,Current_836,0,0,MIHB,2003,4294,medium,S3,S3,3,5,1,0,1.0,1,1.0,whether the flag will morph into a bona-fide campaign issue is uncertain,1,1
google/gemini-3.1-pro-preview,Current_836,0,0,MIHB,2003,4294,hard,S5,S5,5,6,1,0,1.0,1,1.0,whether the flag will morph into a bona-fide campaign issue is uncertain.,1,1
google/gemini-3.1-pro-preview,Current_836,0,0,MIHB,2003,4294,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,"Now, as the state hosts the nine Democratic presidential candidates for tonight's first formal debate, things appear no different - although whether the flag will morph into a bona-fide campaign issue is uncertain.",1,1
google/gemini-3.1-pro-preview,Current_1795,0,0,SFC,2008,7887,easy,S2,S2,2,3,1,0,1.0,1,1.0,But it's a question about her future that seems to agitate her the most.,1,1
google/gemini-3.1-pro-preview,Current_1795,0,0,SFC,2008,7887,medium,S3,S3,3,5,1,0,1.0,1,1.0,"Nid Paw remains calm when describing the Burmese government's destruction of her village, her forced relocation to a refugee camp in Thailand and threats of deportation",1,1
google/gemini-3.1-pro-preview,Current_1795,0,0,SFC,2008,7887,hard,S5,S5,5,6,1,0,1.0,1,1.0,"said Nid Paw, 28, who asked that her real name not be used because she is an illegal immigrant. ""I know it will be difficult, but I have hope for the next generation."" Thanks to a new U.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugee",0,1
google/gemini-3.1-pro-preview,Current_1795,0,0,SFC,2008,7887,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,allowed to settle in the isnited States in 2008. Before the change in law,1,1
google/gemini-3.1-pro-preview,Current_1932,0,0,DMNB,2001,3314,easy,S2,S2,2,3,1,0,1.0,1,1.0,"Investors refrained from making any big commitments Wednesday on Wall Street, leaving stocks little changed as the market tried to discern a trend in earnings and theeconomy.",1,1
google/gemini-3.1-pro-preview,Current_1932,0,0,DMNB,2001,3314,medium,S3,S3,3,5,1,0,1.0,1,1.0,there's someuncertaintyabout whether bad earnings news has been factored completely into the cheaper prices of many stocks.,1,1
google/gemini-3.1-pro-preview,Current_1932,0,0,DMNB,2001,3314,hard,S5,S5,5,6,1,0,1.0,1,1.0,"Wall Street's overall mtod seems optimistic, but there's someuncertaintyabout whether bad earnings news has been factored completely into the cheaper prices of many stocks.",1,1
google/gemini-3.1-pro-preview,Current_1932,0,0,DMNB,2001,3314,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,The general tone is positive even though the market is weighing things,1,1
google/gemini-3.1-pro-preview,Current_657,1,1,NYT,1990,1073,easy,S2,S2,2,3,1,0,0.0,0,1.0,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
google/gemini-3.1-pro-preview,Current_657,1,1,NYT,1990,1073,medium,S3,S3,3,5,1,0,0.0,0,1.0,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
google/gemini-3.1-pro-preview,Current_657,1,1,NYT,1990,1073,hard,S5,S5,5,6,1,0,0.0,0,1.0,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
google/gemini-3.1-pro-preview,Current_657,1,1,NYT,1990,1073,very_hard,S8,S8,8,8,1,0,0.0,0,1.0,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister.",1,1
google/gemini-3.1-pro-preview,Current_1233,0,0,MIHB,2002,3774,easy,S2,S2,2,3,1,0,1.0,1,1.0,What had promised to be a season of expansion has turned out to be one of sheer survival for Maximum Dance Company.,1,1
google/gemini-3.1-pro-preview,Current_1233,0,0,MIHB,2002,3774,medium,S3,S3,3,5,1,0,1.0,1,1.0,program the company repeats this weekend in Broward County. After opening the season in September with its first European tour,1,1
google/gemini-3.1-pro-preview,Current_1233,0,0,MIHB,2002,3774,hard,S5,S5,5,6,1,0,1.0,1,1.0,"The economic downturn, which has hurt many local and national arts organizations, hit newly ambitious groups such as Maximum especially hard.",1,1
google/gemini-3.1-pro-preview,Current_1233,0,0,MIHB,2002,3774,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,"But a series of budget-cutting moves that included a temporary layoff of dancers and staff and generous support from patrons has helped the company reduce a $244,000 deficit",1,1
google/gemini-3.1-pro-preview,Current_427,1,1,NYT,1988,1014,easy,S2,S2,2,3,1,1,1.0,1,0.85,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
google/gemini-3.1-pro-preview,Current_427,1,1,NYT,1988,1014,medium,S3,S3,3,5,1,1,1.0,1,0.95,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
google/gemini-3.1-pro-preview,Current_427,1,1,NYT,1988,1014,hard,S5,S5,5,6,1,1,1.0,1,0.9,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
google/gemini-3.1-pro-preview,Current_427,1,1,NYT,1988,1014,very_hard,S8,S8,8,8,1,1,1.0,1,0.9,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
google/gemini-3.1-pro-preview,Current_1157,0,1,MIHB,2009,5390,easy,S2,S2,2,3,1,0,1.0,1,0.95,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,1
google/gemini-3.1-pro-preview,Current_1157,0,1,MIHB,2009,5390,medium,S3,S3,3,5,1,0,1.0,1,1.0,leave them in an uncertain temporary status for years,1,1
google/gemini-3.1-pro-preview,Current_1157,0,1,MIHB,2009,5390,hard,S5,S5,5,6,1,0,1.0,1,0.95,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,1
google/gemini-3.1-pro-preview,Current_1157,0,1,MIHB,2009,5390,very_hard,S8,S8,8,8,1,0,1.0,1,0.95,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,1
google/gemini-3.1-pro-preview,Current_9,0,0,SFC,2009,5949,easy,S2,S2,2,3,1,0,1.0,1,0.95,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
google/gemini-3.1-pro-preview,Current_9,0,0,SFC,2009,5949,medium,S3,S3,3,5,1,0,1.0,1,1.0,public case of ocular Niagara Falls. History undoubtedly spurred,1,1
google/gemini-3.1-pro-preview,Current_9,0,0,SFC,2009,5949,hard,S5,S5,5,6,1,0,1.0,1,0.95,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
google/gemini-3.1-pro-preview,Current_9,0,0,SFC,2009,5949,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,easy,S2,S2,2,3,1,0,1.0,1,1.0,GlenFed Inc. said today that it might fail to post a third-quarter profit and likely would not be able to meet Federal standards for financial soundness.,1,1
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,medium,S3,S3,3,5,1,0,1.0,1,0.95,"If GlenFed fails to meet the new standard, it could be required to submit a capital plan to regulators or consent to other regulatory action.",0,1
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,hard,S5,S5,5,6,1,0,1.0,1,0.95,"If GlenFed fails to meet the new standard, it could be required to submit a capital plan to regulators or consent to other regulatory action.",0,1
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,very_hard,S8,S8,8,8,1,0,1.0,1,0.95,GlenFed Inc. said today that it might fail to post a third-quarter profit and likely would not be able to meet Federal standards for financial soundness.,1,1
google/gemini-3.1-pro-preview,Midcentury_4045,1,0,NYT,1997,4068,easy,S2,S2,2,3,1,0,0.0,0,1.0,"The Commerce Department said today that housing starts over all rose 2.6 percent in April, to an annual rate of 1.473 million, exceeding analysts' expectations.",0,1
google/gemini-3.1-pro-preview,Midcentury_4045,1,0,NYT,1997,4068,medium,S3,S3,3,5,1,0,0.0,0,1.0,"The Commerce Department said today that housing starts over all rose 2.6 percent in April, to an annual rate of 1.473 million",0,1
google/gemini-3.1-pro-preview,Midcentury_4045,1,0,NYT,1997,4068,hard,S5,S5,5,6,1,0,0.0,0,1.0,single-family housing starts rose just three-tenths of 1 percent,0,1
google/gemini-3.1-pro-preview,Midcentury_4045,1,0,NYT,1997,4068,very_hard,S8,S8,8,8,1,0,0.0,0,1.0,"This is really another sign of moderation in the economy,' said Eileen Neely, manager of economic forecasting at Fannie Mae. 'Single-family starts were a little bit weaker than most analysts expected.'",0,1
google/gemini-3.1-pro-preview,Current_32,1,1,DMNB,2003,12897,easy,S2,S2,2,3,1,0,0.0,0,1.0,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1
google/gemini-3.1-pro-preview,Current_32,1,1,DMNB,2003,12897,medium,S3,S3,3,5,1,0,0.0,0,1.0,The real question is how they're going to do in the investments they've done in the past few years. I don't think anyone knows that.,1,1
google/gemini-3.1-pro-preview,Current_32,1,1,DMNB,2003,12897,hard,S5,S5,5,6,1,0,0.0,0,1.0,"In the hot-box of private equity deal-making, nothing matters in the end but results. ... The real question is how they're going to do in the investments they've done in the past few years. I don't think anyone knows that.",0,1
google/gemini-3.1-pro-preview,Current_32,1,1,DMNB,2003,12897,very_hard,S8,S8,8,8,1,0,0.0,0,1.0,"A gtod message, though, will only go so far. In the hot-box of private equity deal-making, nothing matters in the end but results.",1,1
google/gemini-3.1-pro-preview,Midcentury_3167,0,0,NYT,2003,4337,easy,S2,S2,2,3,1,0,1.0,1,1.0,"By The Associated Press Stocks resumed their upward path late yesterday, climbing from earlier dosses to close higher for the first time in three days.",1,1
google/gemini-3.1-pro-preview,Midcentury_3167,0,0,NYT,2003,4337,medium,S3,S3,3,5,1,0,1.0,1,1.0,Analysts said the market had already priced in expectations of gtod economic news. They attributed the market's volatility to thin trading and the weariness of investors who remained uncertain about the second half of the year.,0,1
google/gemini-3.1-pro-preview,Midcentury_3167,0,0,NYT,2003,4337,hard,S5,S5,5,6,1,0,1.0,1,1.0,They attributed the market's volatility to thin trading and the weariness of investors who remained uncertain about the second half of the year.,1,1
google/gemini-3.1-pro-preview,Midcentury_3167,0,0,NYT,2003,4337,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,They attributed the market's volatility to thin trading and the weariness of investors who remained uncertain about the second half of the year.,1,1
google/gemini-3.1-pro-preview,Current_992,0,1,DMNB,2004,423,easy,S2,S2,2,3,1,0,1.0,1,0.95,"All quiet on the data frontAt last, a quiet morning is scheduled.No electionuncertainty. No market-moving earnings reports.",1,1
google/gemini-3.1-pro-preview,Current_992,0,1,DMNB,2004,423,medium,S3,S3,3,5,1,0,1.0,1,1.0,although someone's probably awaiting the Kansas City Fed manufacturing index,1,1
google/gemini-3.1-pro-preview,Current_992,0,1,DMNB,2004,423,hard,S4,S4,5,4,1,0,1.0,1,1.0,someone's probably awaiting the Kansas City Fed manufacturing index at 10 a.m. Dallas time.But don't tarry over your latte.,1,1
google/gemini-3.1-pro-preview,Current_992,0,1,DMNB,2004,423,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,A lack of expected news means the market will focus on the unexpected.,1,1
google/gemini-3.1-pro-preview,Current_1113,0,0,MIHB,2002,4830,easy,S2,S2,2,3,1,0,1.0,1,1.0,"this year, the shaky economy and uncertainty over war with Iraq have added to that determination.",1,1
google/gemini-3.1-pro-preview,Current_1113,0,0,MIHB,2002,4830,medium,S3,S3,3,5,1,0,1.0,1,1.0,"this year, the shaky economy and uncertainty over war with Iraq have added to that determination.",1,1
google/gemini-3.1-pro-preview,Current_1113,0,0,MIHB,2002,4830,hard,S5,S5,5,6,1,0,1.0,1,1.0,the shaky economy and uncertainty over war with Iraq have added to that determination.,1,1
google/gemini-3.1-pro-preview,Current_1113,0,0,MIHB,2002,4830,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,the shaky economy and uncertainty over war with Iraq have added to that determination.,1,1
google/gemini-3.1-pro-preview,Current_487,0,0,LAT,1989,15236,easy,S2,S2,2,3,1,0,1.0,1,1.0,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business.",1,1
google/gemini-3.1-pro-preview,Current_487,0,0,LAT,1989,15236,medium,S3,S3,3,5,1,0,1.0,1,1.0,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business.",1,1
google/gemini-3.1-pro-preview,Current_487,0,0,LAT,1989,15236,hard,S5,S5,5,5,1,0,1.0,1,1.0,"Leo Politis, owner of the Ctol-A-Cto ice cream company in Whittier, discovered that marketing his products in Europe was much simpler than breaking into the Pacific Rim countries.",1,1
google/gemini-3.1-pro-preview,Current_487,0,0,LAT,1989,15236,very_hard,S7,S7,8,7,1,0,1.0,1,1.0,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business.",1,1
google/gemini-3.1-pro-preview,Current_1275,0,0,DMNB,2009,8038,easy,S2,S2,2,3,1,0,1.0,1,1.0,Excuse Bob Edge if he doesn't sound panicky about the state of the Dallas office market.,1,1
google/gemini-3.1-pro-preview,Current_1275,0,0,DMNB,2009,8038,medium,S3,S3,3,5,1,0,1.0,1,1.0,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.",1,1
google/gemini-3.1-pro-preview,Current_1275,0,0,DMNB,2009,8038,hard,S5,S5,5,6,1,0,1.0,1,1.0,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.",1,1
google/gemini-3.1-pro-preview,Current_1275,0,0,DMNB,2009,8038,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.",1,1
google/gemini-3.1-pro-preview,Current_1820,0,0,LAT,1999,26383,easy,S2,S2,2,3,1,0,1.0,1,1.0,"Viruses are being carried to the beaches by urban runoff, the voluminous waste that spills into gutters",1,1
google/gemini-3.1-pro-preview,Current_1820,0,0,LAT,1999,26383,medium,S3,S3,3,5,1,0,1.0,1,1.0,Beach-sampling programs test only for bacteria--an unreliable way to ltok for human waste--because public health agencies have not yet found cheap and reliable ways of finding viruses in seawater.,1,1
google/gemini-3.1-pro-preview,Current_1820,0,0,LAT,1999,26383,hard,S4,S4,5,4,1,0,1.0,1,1.0,"Viruses are being carried to the beaches by urban runoff, the voluminous waste that spills into gutters from streets, yards and parking lots and flows straight to the ocean via storm channels.",1,1
google/gemini-3.1-pro-preview,Current_1820,0,0,LAT,1999,26383,very_hard,S7,S7,8,7,1,0,1.0,1,1.0,"A lone virus particle could infect an unlucky child wading into the water in Santa Monica, a kayaker rowing out to sea in Newport Beach or a surfer riding a wave in Malibu.",1,1
google/gemini-3.1-pro-preview,Current_1319,1,1,DMNB,1998,10676,easy,S2,S2,2,3,1,0,0.0,0,1.0,"Fourth of four parts.DEL MAR, Calif. - The desperate hour had arrived for Javier Valdivia.",1,1
google/gemini-3.1-pro-preview,Current_1319,1,1,DMNB,1998,10676,medium,S3,S3,3,5,1,0,0.0,0,1.0,"The starting gate blasted open, and nine rippling, snorting beasts thundered by the rail.""I got $20 on the three,"" Mr. Valdivia said",1,1
google/gemini-3.1-pro-preview,Current_1319,1,1,DMNB,1998,10676,hard,S5,S5,5,5,1,0,0.0,0,1.0,"In a year when the spread of gambling has come under intensifying fire, racetracks across the country are trotting out gimmicks to spur 20-somethings such as Mr. Valdivia to the betting window.",1,1
google/gemini-3.1-pro-preview,Current_1319,1,1,DMNB,1998,10676,very_hard,S8,S8,8,8,1,0,0.0,0,1.0,"The stakes are big for racing, which used to boast a near-monopoly on legal gambling outside Las Vegas.",1,1
google/gemini-3.1-pro-preview,Current_156,1,0,MIHB,1995,2200,easy,S2,S2,2,3,1,1,1.0,1,0.95,"""If you are elected, there will be a period of social and monetary uncertainty ,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",1,1
google/gemini-3.1-pro-preview,Current_156,1,0,MIHB,1995,2200,medium,S3,S3,3,5,1,1,1.0,1,0.95,"If you are elected, there will be a period of social and monetary uncertainty",1,1
google/gemini-3.1-pro-preview,Current_156,1,0,MIHB,1995,2200,hard,S5,S5,5,6,1,1,1.0,1,1.0,"""If you are elected, there will be a period of social and monetary uncertainty ,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",1,1
google/gemini-3.1-pro-preview,Current_156,1,0,MIHB,1995,2200,very_hard,S8,S8,8,8,1,1,1.0,1,1.0,"""If you are elected, there will be a period of social and monetary uncertainty ,"" Chirac told Jospin, referring to Jospin's pledge to dissolve the conservative-dominated Parliament and call new elections.",1,1
google/gemini-3.1-pro-preview,Midcentury_3434,1,0,WPO,1986,8733,easy,S2,S2,2,3,1,0,0.0,0,0.9,"While the consensus forecast for i986 is essentially for more of the same moderate growth that occurred last year, almost every forecaster notes that there is at least some dan­ger that a serious shock to the world financial system could blow such pr",1,1
google/gemini-3.1-pro-preview,Midcentury_3434,1,0,WPO,1986,8733,medium,S3,S3,3,5,1,0,0.0,0,1.0,"Many parts of the farming, energy and commercial real es­tate sectors and some manufacturing companies remain finan­cially strapped.",1,1
google/gemini-3.1-pro-preview,Midcentury_3434,1,0,WPO,1986,8733,hard,S5,S5,5,6,1,0,0.0,0,0.95,almost every forecaster notes that there is at least some dan­ger that a serious shock to the world financial system could blow such predictions out of the water.,1,1
google/gemini-3.1-pro-preview,Midcentury_3434,1,0,WPO,1986,8733,very_hard,S8,S8,8,8,1,0,0.0,0,0.95,"In the case of federally insured thrift institutions, there is npt enough money in the federal insurance fund to pay off depositors, so the institutions are kept open.",1,1
google/gemini-3.1-pro-preview,Current_1140,1,0,DMNB,2011,5831,easy,S2,S2,2,3,1,0,0.0,0,0.95,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
google/gemini-3.1-pro-preview,Current_1140,1,0,DMNB,2011,5831,medium,S3,S3,3,5,1,0,0.0,0,0.95,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
google/gemini-3.1-pro-preview,Current_1140,1,0,DMNB,2011,5831,hard,S5,S5,5,6,1,0,0.0,0,0.95,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
google/gemini-3.1-pro-preview,Current_1140,1,0,DMNB,2011,5831,very_hard,S8,S8,8,8,1,0,0.0,0,1.0,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
google/gemini-3.1-pro-preview,Current_537,1,1,SFC,2008,8089,easy,S2,S2,2,3,1,0,0.0,0,1.0,business has dropped because of fuel costs and the financial crisis.,1,1
google/gemini-3.1-pro-preview,Current_537,1,1,SFC,2008,8089,medium,S3,S3,3,5,1,0,0.0,0,1.0,"Edgar Blazona, who designs furniture at his Berkeley home, says business has dropped because of fuel costs and the financial crisis.",1,1
google/gemini-3.1-pro-preview,Current_537,1,1,SFC,2008,8089,hard,S5,S5,5,6,1,0,0.0,0,1.0,"If my sales do not go up, I would say I have another six months maybe. Maybe three to six months.",1,1
google/gemini-3.1-pro-preview,Current_537,1,1,SFC,2008,8089,very_hard,S8,S8,8,8,1,0,0.0,0,1.0,"If my sales do not go up, I would say I have another six months maybe. Maybe three to six months."" Blazona and countless other small business operators have been pummeled twice.",1,1
google/gemini-3.1-pro-preview,Current_2026,0,0,DMNB,2002,8724,easy,S2,S2,2,3,1,0,1.0,1,1.0,Americans will be handing out an awful lot of political power on Tuesday... fewer than one in five eligible voters will have a direct impact on whether Democrats or Republicans control Congress,0,1
google/gemini-3.1-pro-preview,Current_2026,0,0,DMNB,2002,8724,medium,S3,S3,3,5,1,0,1.0,1,1.0,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread.",1,1
google/gemini-3.1-pro-preview,Current_2026,0,0,DMNB,2002,8724,hard,S5,S5,5,6,1,0,1.0,1,1.0,Analysts estimate that no more than 50 of the 469 House and Senate races nationwide are truly competitive.,1,1
google/gemini-3.1-pro-preview,Current_2026,0,0,DMNB,2002,8724,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread.",1,1
google/gemini-3.1-pro-preview,Current_706,0,0,DMNB,2002,3711,easy,S2,S2,2,3,1,0,1.0,1,1.0,"Worried by anuncertaineconomy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees",1,1
google/gemini-3.1-pro-preview,Current_706,0,0,DMNB,2002,3711,medium,S3,S3,3,5,1,0,1.0,1,1.0,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees such as Marty Daneman of Plano.",0,1
google/gemini-3.1-pro-preview,Current_706,0,0,DMNB,2002,3711,hard,S5,S5,5,6,1,0,1.0,1,1.0,"Worried by anuncertaineconomy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees such as Marty Daneman of Plano.",1,1
google/gemini-3.1-pro-preview,Current_706,0,0,DMNB,2002,3711,very_hard,S8,S8,8,8,1,0,1.0,1,1.0,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees",0,1
google/gemini-3.1-pro-preview,Midcentury_2489,1,0,NYT,1986,6215,easy,S2,S2,2,3,1,1,1.0,1,0.9,"But the future of Macao's economy, like that of neighboring Hong Kong, is intertwined with its political future.",1,1
google/gemini-3.1-pro-preview,Midcentury_2489,1,0,NYT,1986,6215,medium,S3,S3,3,5,1,1,1.0,1,0.9,"Macao Aim Is Diversity In Industry: Political Doubt Stalls Progress ... But the future of Macao's economy, like that of neighboring Hong Kong, is intertwined with its political future.",0,1
google/gemini-3.1-pro-preview,Midcentury_2489,1,0,NYT,1986,6215,hard,S5,S5,5,6,1,0,0.0,0,0.85,"Macao officials would like to lessen the territory's dependence on gambling by encouraging the further spread of other industries, and they have prepared glossy guides for potential investors, touting Macao's low costs. But the future of Macao's econ",0,1
google/gemini-3.1-pro-preview,Midcentury_2489,1,0,NYT,1986,6215,very_hard,S8,S8,8,8,1,1,1.0,1,0.85,"But the future of Macao's economy, like that of neighboring Hong Kong, is intertwined with its political future.",1,1
google/gemini-3.1-pro-preview,Current_1455,1,1,DMNB,2011,3961,easy,S2,S2,2,3,1,0,0.0,0,1.0,"As is.S. airlines begin reporting their quarterly results this week, investors may learn whether they should ltok forward to the rest of the year with cheerful anticipation or creeping dread.",1,1
google/gemini-3.1-pro-preview,Current_1455,1,1,DMNB,2011,3961,medium,S3,S3,3,5,1,0,0.0,0,1.0,"We expect 2Q11 airline earnings season to be defined by concern over fuel prices, talk of willingness to cut capacity (but no material capacity cut announcements), and better commentary on July/August demand trends compared to what was a largely disa",1,1
