article_key,llm_name,gold_epu,disagreement_flag,single_acc,single_long_control_acc,primary_first_acc,primary_last_acc,primary_first_pred,primary_last_pred,order_flip
Current_892,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1552,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_882,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_1209,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_34,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,0.0,1,0,1
Current_1157,google/gemini-3.1-pro-preview,0,1,1.0,1.0,0.0,1.0,1,0,1
Midcentury_2037,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_100,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_501,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_320,google/gemini-3.1-pro-preview,1,0,0.0,0.0,1.0,0.0,1,0,1
Current_191,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_134,google/gemini-3.1-pro-preview,1,1,0.0,0.0,1.0,0.0,1,0,1
Midcentury_6247,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_868,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1447,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_438,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,1.0,1,0,1
Midcentury_8062,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Midcentury_6230,google/gemini-3.1-pro-preview,0,0,1.0,1.0,0.0,1.0,1,0,1
Current_928,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_502,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1074,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1824,google/gemini-3.1-pro-preview,1,0,0.0,0.0,1.0,0.0,1,0,1
Current_414,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_984,google/gemini-3.1-pro-preview,1,0,0.0,0.0,1.0,1.0,1,1,0
Current_27,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,0.0,0,1,1
Current_994,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_272,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_77,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_289,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_284,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_704,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1279,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1560,google/gemini-3.1-pro-preview,1,0,0.0,0.0,1.0,1.0,1,1,0
Midcentury_3685,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1031,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_246,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_237,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_7466,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_239,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_769,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_940,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_98,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_7864,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_73,google/gemini-3.1-pro-preview,1,0,0.0,0.0,1.0,1.0,1,1,0
Midcentury_7130,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_465,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_972,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_326,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_184,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1861,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_618,google/gemini-3.1-pro-preview,1,1,1.0,0.0,1.0,1.0,1,1,0
Current_1470,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_1791,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1962,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_918,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1403,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_556,google/gemini-3.1-pro-preview,0,1,0.0,0.0,0.0,0.0,1,1,0
Current_876,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_256,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_491,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1647,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Midcentury_5796,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_1271,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1269,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_505,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_2529,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1490,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Midcentury_2628,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1664,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_157,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_264,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_1210,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_91,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1162,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1359,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1622,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Midcentury_7530,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_7,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_306,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_1851,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1373,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_6075,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1449,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1443,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1997,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1585,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_558,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_4056,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1452,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1661,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_961,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_521,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1398,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1095,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Midcentury_1505,google/gemini-3.1-pro-preview,1,0,1.0,0.0,1.0,1.0,1,1,0
Current_1681,google/gemini-3.1-pro-preview,0,1,0.0,0.0,0.0,0.0,1,1,0
Midcentury_2398,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_3106,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_562,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_657,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_371,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1667,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_1009,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_5357,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_891,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1301,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_80,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1331,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1655,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_153,google/gemini-3.1-pro-preview,0,0,1.0,0.0,1.0,1.0,0,0,0
Midcentury_4882,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1099,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_22,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_5069,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Midcentury_6461,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1224,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_992,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Midcentury_8722,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1539,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_906,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_378,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_456,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1233,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1314,google/gemini-3.1-pro-preview,0,0,0.0,1.0,1.0,1.0,0,0,0
Current_622,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_973,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_1248,google/gemini-3.1-pro-preview,0,0,1.0,1.0,0.0,1.0,1,0,1
Current_676,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_8690,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1022,google/gemini-3.1-pro-preview,1,0,0.0,0.0,1.0,0.0,1,0,1
Current_380,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1706,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_493,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_560,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1148,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1212,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_50,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_71,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1367,google/gemini-3.1-pro-preview,1,1,0.0,0.0,1.0,1.0,1,1,0
Midcentury_6876,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Midcentury_991,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Midcentury_1120,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_399,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_616,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,0.0,1,0,1
Current_1866,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1285,google/gemini-3.1-pro-preview,0,0,1.0,1.0,0.0,0.0,1,1,0
Current_1939,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_341,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_2735,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_963,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Midcentury_7857,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_874,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_780,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_653,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_629,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1610,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_430,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_748,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_909,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1333,google/gemini-3.1-pro-preview,1,0,0.0,1.0,0.0,0.0,0,0,0
Midcentury_2987,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1270,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_226,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_461,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_7054,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1036,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_931,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1332,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1152,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_1456,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1365,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_15,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_381,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1400,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1113,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1267,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_1756,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1379,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1064,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_205,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_728,google/gemini-3.1-pro-preview,0,0,1.0,1.0,0.0,0.0,1,1,0
Current_1915,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1455,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_261,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1506,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_1346,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1983,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Midcentury_1175,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1155,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_510,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_107,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_2029,google/gemini-3.1-pro-preview,0,0,0.0,1.0,1.0,0.0,0,1,1
Current_59,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1634,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1474,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_548,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_70,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_639,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1182,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1750,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_942,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Midcentury_2102,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1730,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_564,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_7369,google/gemini-3.1-pro-preview,0,0,1.0,1.0,0.0,0.0,1,1,0
Current_480,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_998,google/gemini-3.1-pro-preview,0,1,1.0,1.0,1.0,1.0,0,0,0
Midcentury_4991,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_575,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_774,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_2027,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1230,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_6925,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Midcentury_7944,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1842,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_1078,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1806,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1237,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1087,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1561,google/gemini-3.1-pro-preview,1,1,1.0,0.0,1.0,0.0,1,0,1
Midcentury_5607,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1362,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Midcentury_1634,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_6739,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1618,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,1.0,0,1,1
Current_1673,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1533,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Midcentury_1465,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1313,google/gemini-3.1-pro-preview,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_534,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Midcentury_8445,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_486,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_3349,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1541,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_3411,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Midcentury_5457,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_4746,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_679,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_862,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1532,google/gemini-3.1-pro-preview,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_765,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_74,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_1259,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_848,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_6239,google/gemini-3.1-pro-preview,0,0,1.0,0.0,1.0,1.0,0,0,0
Current_526,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Midcentury_5965,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1804,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_128,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1448,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_459,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1602,google/gemini-3.1-pro-preview,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1517,google/gemini-3.1-pro-preview,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_941,google/gemini-3.1-pro-preview,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1666,google/gemini-3.1-pro-preview,1,0,1.0,1.0,1.0,1.0,1,1,0
