article_key,condition,llm_name,full_focus_epu_first_epu_pred,full_focus_epu_first_epu_correct,full_focus_epu_first_confidence,full_focus_epu_first_focus_excerpt,full_focus_epu_first_excerpt_in_target,full_focus_epu_first_json_valid,full_focus_epu_first_parse_status,full_focus_epu_first_raw_json,full_focus_epu_first_who_pred,full_focus_epu_first_who_correct,full_focus_epu_first_who_requested,full_focus_epu_first_who_present,full_focus_epu_first_actions_pred,full_focus_epu_first_actions_correct,full_focus_epu_first_actions_requested,full_focus_epu_first_actions_present,full_focus_epu_first_effects_pred,full_focus_epu_first_effects_correct,full_focus_epu_first_effects_requested,full_focus_epu_first_effects_present,full_focus_epu_first_mention_foreign_pred,full_focus_epu_first_mention_foreign_correct,full_focus_epu_first_mention_foreign_requested,full_focus_epu_first_mention_foreign_present,full_focus_epu_first_mainly_foreign_pred,full_focus_epu_first_mainly_foreign_correct,full_focus_epu_first_mainly_foreign_requested,full_focus_epu_first_mainly_foreign_present,full_focus_epu_first_requested_task_count,full_focus_epu_first_task_completion_count,full_focus_epu_first_completion_share,full_focus_epu_first_aux_mean
Current_814,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.95,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 0,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""
}",0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,5,5,1.0,0.8
Current_1650,full_focus_epu_first,google/gemini-3.1-pro-preview,0,0.0,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra -- and the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night was finding those key roles in gtod hands.",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra -- and the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night was finding those key roles in gtod hands.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,0,1.0,1,1,5,2,0.4,0.2
Midcentury_1448,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,0.9,"profitability for the quarter ending March 31 is ""in question.""",0,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""profitability for the quarter ending March 31 is \""in question.\""""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Current_1898,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,0.95,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,0,1.0,1,1,5,2,0.4,0.2
Current_125,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.85,Treasury Secretary Paul H. O'Neill said the Group of Seven leading industrial nations would explore ways of stimulating their economies when they meet in Washington this weekend.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Treasury Secretary Paul H. O'Neill said the Group of Seven leading industrial nations would explore ways of stimulating their economies when they meet in Washington this weekend.""
}",0.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,1,0.0,1,1,0,1.0,1,1,5,5,1.0,0.8
Current_32,full_focus_epu_first,google/gemini-3.1-pro-preview,0,0.0,1.0,financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""financial markets turned sour over Enron Corp. and Iraq.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,1.0,1,1,0,0.0,1,1,5,2,0.4,0.2
Midcentury_7951,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,1.0,"Now that Mr. Buford, a native of California who came to England to pursue a graduate degree in English and never left, is abandoning his creation for the new post of fiction and literary editor at The New York- * er, people who know Granta are ask­ing, what will become of it now?",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Now that Mr. Buford, a native of California who came to England to pursue a graduate degree in English and never left, is abandoning his creation for the new post of fiction and literary editor at The New York- * er, people who know Granta are ask­ing, what will become of it now?""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,1,0.0,1,1,5,2,0.4,0.0
Current_523,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.9,It is a mtot point whether a higher tax-rate would actually drive investment from politically stable Australia to Africa or Central Asia.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.90,
  ""focus_excerpt"": ""It is a mtot point whether a higher tax-rate would actually drive investment from politically stable Australia to Africa or Central Asia.""
}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,5,5,1.0,0.6
Current_1945,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,0.95,Michalak voted for Obama in 2008 and now finds herself uncertain.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Michalak voted for Obama in 2008 and now finds herself uncertain.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,0,1.0,1,1,5,2,0.4,0.2
Current_199,full_focus_epu_first,google/gemini-3.1-pro-preview,0,0.0,1.0,"Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,0.0,1,1,0,1.0,1,1,5,2,0.4,0.2
Current_1857,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.95,recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.""
}",0.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,1.0
Current_411,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.95,"However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.",1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.""
}",0.0,0.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,1,1.0,1,1,0,0.0,1,1,5,5,1.0,0.6
Current_689,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,0.95,"For a long time Russia didn't pursue an independent economic policy, nor did it pursue an independent policy on defense and security",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""For a long time Russia didn't pursue an independent economic policy, nor did it pursue an independent policy on defense and security""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,1,0.0,1,1,5,2,0.4,0.0
Current_1424,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.95,"Senate Majority Leader Harry Reid, who is trying to work around Ms. Hutchison's opposition, said Tuesday that there are enough votes in the Senate to pass a renewable standard. He said he hoped to pass the energy bill before Congress' Christmas recess.",1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Senate Majority Leader Harry Reid, who is trying to work around Ms. Hutchison's opposition, said Tuesday that there are enough votes in the Senate to pass a renewable standard. He said he hoped to pass the energy bill before Congress' Christmas recess.""
}",0.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0,0.0,1,1,0,1.0,1,1,5,5,1.0,0.6
Current_1608,full_focus_epu_first,google/gemini-3.1-pro-preview,0,0.0,0.95,"But many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""But many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,1.0,1,1,1,1.0,1,1,5,2,0.4,0.4
Current_38,full_focus_epu_first,google/gemini-3.1-pro-preview,1,0.0,0.9,meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""meets to decide whether another hike in short-term interest rates is warranted.""
}",0.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.8
Current_1502,full_focus_epu_first,google/gemini-3.1-pro-preview,0,0.0,0.95,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,1.0,1,1,0,0.0,1,1,5,2,0.4,0.2
Current_892,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.9,"Englander predicted that the bonds will fail. The active opposition of Valley secessionists will hurt, he said.",1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.90,
  ""focus_excerpt"": ""Englander predicted that the bonds will fail. The active opposition of Valley secessionists will hurt, he said.""
}",0.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.8
Current_1552,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.95,The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.""
}",1.0,0.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0,0.0,1,1,0,0.0,1,1,5,5,1.0,0.4
Current_882,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.95,Mr. Bush's remaining in office would mean little to no uncertainty about the future of White House policy.,0,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Mr. Bush's remaining in office would mean little to no uncertainty about the future of White House policy.""
}",1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,1,0.0,1,1,0,1.0,1,1,5,5,1.0,0.8
Current_1209,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,0.9,"Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,1,0.0,1,1,5,2,0.4,0.0
Current_34,full_focus_epu_first,google/gemini-3.1-pro-preview,1,1.0,0.85,"The optimists, who believe China values Hong Kong's economy tto highly to meddle with it, got a btost recently from the tale of the Xiying teapot.",1,1,ok,"```json
{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""The optimists, who believe China values Hong Kong's economy tto highly to meddle with it, got a btost recently from the tale of the Xiying teapot.""
}
```",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,5,5,1.0,0.6
Current_1157,full_focus_epu_first,google/gemini-3.1-pro-preview,1,0.0,0.85,We urge Congress not to keep reprising stale debates over enforcement-first vs. comprehensive reform.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""We urge Congress not to keep reprising stale debates over enforcement-first vs. comprehensive reform.""
}",0.0,1.0,1,1,1.0,0.0,1,1,0.0,0.0,1,1,1,1.0,1,1,0,0.0,1,1,5,5,1.0,0.4
Midcentury_2037,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,1.0,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround, several indicators suggest.",0,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround, several indicators suggest.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Current_100,full_focus_epu_first,google/gemini-3.1-pro-preview,0,1.0,1.0,"Anyone nervous about the market's heights will typically point to the Dow's astounding surge as prtof that many investors are simply throwing money at stocks, without regard to companies' underlying fundamentals.",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Anyone nervous about the market's heights will typically point to the Dow's astounding surge as prtof that many investors are simply throwing money at stocks, without regard to companies' underlying fundamentals.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Current_501,full_focus_epu_first,google/gemini-3.1-pro-preview,0,0.0,0.95,"As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,1.0,1,1,1,1.0,1,1,5,2,0.4,0.4
