article_key,condition,llm_name,single_long_control_epu_pred,single_long_control_epu_correct,single_long_control_confidence,single_long_control_focus_excerpt,single_long_control_excerpt_in_target,single_long_control_json_valid,single_long_control_parse_status,single_long_control_raw_json,single_long_control_who_pred,single_long_control_who_correct,single_long_control_who_requested,single_long_control_who_present,single_long_control_actions_pred,single_long_control_actions_correct,single_long_control_actions_requested,single_long_control_actions_present,single_long_control_effects_pred,single_long_control_effects_correct,single_long_control_effects_requested,single_long_control_effects_present,single_long_control_mention_foreign_pred,single_long_control_mention_foreign_correct,single_long_control_mention_foreign_requested,single_long_control_mention_foreign_present,single_long_control_mainly_foreign_pred,single_long_control_mainly_foreign_correct,single_long_control_mainly_foreign_requested,single_long_control_mainly_foreign_present,single_long_control_requested_task_count,single_long_control_task_completion_count,single_long_control_completion_share,single_long_control_aux_mean
Current_1975,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_814,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1650,single_long_control,google/gemini-3.1-pro-preview,0,0.0,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_1448,single_long_control,google/gemini-3.1-pro-preview,0,1.0,0.95,"profitability for the quarter end­ing March 31 is ""in question.""",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""profitability for the quarter end­ing March 31 is \""in question.\""""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1898,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_125,single_long_control,google/gemini-3.1-pro-preview,0,0.0,0.8,Treasury Secretary Paul H. O'Neill said the Group of Seven leading industrial nations would explore ways of stimulating their economies when they meet in Washington this weekend.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Treasury Secretary Paul H. O'Neill said the Group of Seven leading industrial nations would explore ways of stimulating their economies when they meet in Washington this weekend.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_32,single_long_control,google/gemini-3.1-pro-preview,0,0.0,1.0,financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""financial markets turned sour over Enron Corp. and Iraq.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_7951,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,Can a publication so identified with one person survive after the person has left?,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Can a publication so identified with one person survive after the person has left?""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_523,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.9,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia and its currency",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.90,
  ""focus_excerpt"": ""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia and its currency""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1945,single_long_control,google/gemini-3.1-pro-preview,0,1.0,0.95,Michalak voted for Obama in 2008 and now finds herself uncertain. She works two jobs so she can pay her bills.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Michalak voted for Obama in 2008 and now finds herself uncertain. She works two jobs so she can pay her bills.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_199,single_long_control,google/gemini-3.1-pro-preview,0,0.0,1.0,"Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1857,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,They wrote that ''recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""They wrote that ''recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_411,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,"However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_689,single_long_control,google/gemini-3.1-pro-preview,0,1.0,0.95,"For a long time Russia didn't pursue an independent economic policy, nor did it pursue an independent policy on defense and security,",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""For a long time Russia didn't pursue an independent economic policy, nor did it pursue an independent policy on defense and security,""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1424,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,"Senate Majority Leader Harry Reid, who is trying to work around Ms. Hutchison's opposition, said Tuesday that there are enough votes in the Senate to pass a renewable standard. He said he hoped to pass the energy bill before Congress' Christmas recess.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Senate Majority Leader Harry Reid, who is trying to work around Ms. Hutchison's opposition, said Tuesday that there are enough votes in the Senate to pass a renewable standard. He said he hoped to pass the energy bill before Congress' Christmas recess.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1608,single_long_control,google/gemini-3.1-pro-preview,0,0.0,0.95,"many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_38,single_long_control,google/gemini-3.1-pro-preview,1,0.0,0.9,the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1502,single_long_control,google/gemini-3.1-pro-preview,0,0.0,0.95,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_892,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.9,"Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1552,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_882,single_long_control,google/gemini-3.1-pro-preview,1,1.0,1.0,Mr. Bush's remaining in office would mean little to nouncertaintyabout the future of White House policy.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Mr. Bush's remaining in office would mean little to nouncertaintyabout the future of White House policy.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1209,single_long_control,google/gemini-3.1-pro-preview,0,1.0,0.95,"Col. Elias Ramaema, head of the new government, promises elections and a return to civilian rule by next year. It is as uncertain as most things in Lesotho.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Col. Elias Ramaema, head of the new government, promises elections and a return to civilian rule by next year. It is as uncertain as most things in Lesotho.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_34,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.85,"The optimists, who believe China values Hong Kong's economy tto highly to meddle with it, got a btost recently from the tale of the Xiying teapot.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""The optimists, who believe China values Hong Kong's economy tto highly to meddle with it, got a btost recently from the tale of the Xiying teapot.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1157,single_long_control,google/gemini-3.1-pro-preview,0,1.0,0.95,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_2037,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,"In an isncertain Climate, Philanthropy Is Slowing Many Foundations Report Decline in Assets",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""In an isncertain Climate, Philanthropy Is Slowing Many Foundations Report Decline in Assets""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_100,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,"Anyone nervous about the market's heights will typically point to the Dow's astounding surge as prtof that many investors are simply throwing money at stocks, without regard to companies' underlying fundamentals.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1,
  ""focus_excerpt"": ""Anyone nervous about the market's heights will typically point to the Dow's astounding surge as prtof that many investors are simply throwing money at stocks, without regard to companies' underlying fundamentals.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_501,single_long_control,google/gemini-3.1-pro-preview,0,0.0,1.0,"As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""As a matter of fact, it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar, who ttok power in 1928""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_320,single_long_control,google/gemini-3.1-pro-preview,0,0.0,0.9,"""People are more willing to defer needed expenditures in times ofeconomicneed anduncertainty,"" she said.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""\""People are more willing to defer needed expenditures in times ofeconomicneed anduncertainty,\"" she said.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_191,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,a feeling of glum uncertainty hangs over the place like summer fog,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""a feeling of glum uncertainty hangs over the place like summer fog""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_134,single_long_control,google/gemini-3.1-pro-preview,0,0.0,0.95,"Then the economy collapsed, casting the airport project in a different financial context.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Then the economy collapsed, casting the airport project in a different financial context.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6247,single_long_control,google/gemini-3.1-pro-preview,1,0.0,0.95,amid debate about the economy's prospects and what the next move by the Federal Reserve System will be,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""amid debate about the economy's prospects and what the next move by the Federal Reserve System will be""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_868,single_long_control,google/gemini-3.1-pro-preview,0,1.0,0.95,"The free-wheeling American way may create problems and uncertainties that are inconsistent with ""Asian values.""",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The free-wheeling American way may create problems and uncertainties that are inconsistent with \""Asian values.\""""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1447,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,"But like many other business owners, Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""But like many other business owners, Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_438,single_long_control,google/gemini-3.1-pro-preview,1,0.0,0.85,And the first few months of Eis membership will show whether Jekyll or the monster Hyde will prevail.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""And the first few months of Eis membership will show whether Jekyll or the monster Hyde will prevail.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_8062,single_long_control,google/gemini-3.1-pro-preview,1,0.0,0.85,Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.,0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6230,single_long_control,google/gemini-3.1-pro-preview,0,1.0,0.9,"What has to happen is that stoner or later, the cash that's being held by banks in Treasury bills will become burdensome because it attracts tto much notice from— KkThepolitical animals? MS. GOOOMAN: Right political animals, people who read the newspapers, so the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""What has to happen is that stoner or later, the cash that's being held by banks in Treasury bills will become burdensome because it attracts tto much notice from— KkThepolitical animals? MS. GOOOMAN: Right political animals, people who read the newspapers, so the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_928,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,All three are brilliantly brought to life by Barker's unflinching eye for moral and sexual uncertainty.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""All three are brilliantly brought to life by Barker's unflinching eye for moral and sexual uncertainty.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_502,single_long_control,google/gemini-3.1-pro-preview,0,1.0,1.0,"The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1074,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,"It'suncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""It'suncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1824,single_long_control,google/gemini-3.1-pro-preview,0,0.0,0.9,A spokesman for Wallace refused to say what the board plans to do next. He would not speculate on when there will be another announcement. The uncertainty has angered management.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""A spokesman for Wallace refused to say what the board plans to do next. He would not speculate on when there will be another announcement. The uncertainty has angered management.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_414,single_long_control,google/gemini-3.1-pro-preview,1,1.0,0.95,analysts disagree about whether the stock market correction will be enough to slow the economywithout the Fed also raising interest rates.,0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""analysts disagree about whether the stock market correction will be enough to slow the economywithout the Fed also raising interest rates.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_984,single_long_control,google/gemini-3.1-pro-preview,0,0.0,0.95,"In its report, the General Accounting Office questioned the benefits of export assembly programs in the Caribbean, saying they provide an uncertain basis for development and have failed to create more-prosperous trading partners",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""In its report, the General Accounting Office questioned the benefits of export assembly programs in the Caribbean, saying they provide an uncertain basis for development and have failed to create more-prosperous trading partners""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
