article_key,condition,llm_name,single_focus_epu_pred,single_focus_epu_correct,single_focus_confidence,single_focus_focus_excerpt,single_focus_excerpt_in_target,single_focus_json_valid,single_focus_parse_status,single_focus_raw_json,single_focus_who_pred,single_focus_who_correct,single_focus_who_requested,single_focus_who_present,single_focus_actions_pred,single_focus_actions_correct,single_focus_actions_requested,single_focus_actions_present,single_focus_effects_pred,single_focus_effects_correct,single_focus_effects_requested,single_focus_effects_present,single_focus_mention_foreign_pred,single_focus_mention_foreign_correct,single_focus_mention_foreign_requested,single_focus_mention_foreign_present,single_focus_mainly_foreign_pred,single_focus_mainly_foreign_correct,single_focus_mainly_foreign_requested,single_focus_mainly_foreign_present,single_focus_requested_task_count,single_focus_task_completion_count,single_focus_completion_share,single_focus_aux_mean
Current_1196,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.9,"The remainder of the financing would come from Miami-Dade taxpayers and team owner Jeffrey Loria, though in what proportion is uncertain.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""The remainder of the financing would come from Miami-Dade taxpayers and team owner Jeffrey Loria, though in what proportion is uncertain.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1953,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,0.85,"In coming years, during which new leaders may replace aging ones in Saudi Arabia, Syria, Egypt, the Palestinian Authority and perhaps Iraq, the U.S. regional interests may not be so easily protected, say analysts who have long studied the region.",0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""In coming years, during which new leaders may replace aging ones in Saudi Arabia, Syria, Egypt, the Palestinian Authority and perhaps Iraq, the U.S. regional interests may not be so easily protected, say analysts who have long studied the region.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_733,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1975,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_814,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1650,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_1448,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.95,GlenFed Inc. said today that it might fail to post a third-quarter profit and likely would not be able to meet Federal standards for financial soundness.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""GlenFed Inc. said today that it might fail to post a third-quarter profit and likely would not be able to meet Federal standards for financial soundness.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1898,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_125,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.85,Group of Seven leading industrial nations would explore ways of stimulating their economies when they meet in Washington this weekend.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Group of Seven leading industrial nations would explore ways of stimulating their economies when they meet in Washington this weekend.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_32,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,1.0,financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""financial markets turned sour over Enron Corp. and Iraq.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_7951,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,None,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": null
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_523,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.9,"mining companies that put projects on hold and accused the government of undermining Australia and its currency, driving investors to other mineral-rich nations.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""mining companies that put projects on hold and accused the government of undermining Australia and its currency, driving investors to other mineral-rich nations.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1945,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.95,Michalak voted for Obama in 2008 and now finds herself uncertain. She works two jobs so she can pay her bills.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Michalak voted for Obama in 2008 and now finds herself uncertain. She works two jobs so she can pay her bills.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_199,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,1.0,"Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1857,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,They wrote that ''recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""They wrote that ''recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget and that service cuts be restored.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_411,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,"However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_689,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.95,Vladimir V. Putin called for wide-ranging measures to reverse Russia's sharp population decline,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Vladimir V. Putin called for wide-ranging measures to reverse Russia's sharp population decline""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1424,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.9,"Senate Majority Leader Harry Reid, who is trying to work around Ms. Hutchison's opposition, said Tuesday that there are enough votes in the Senate to pass a renewable standard. He said he hoped to pass the energy bill before Congress' Christmas recess.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Senate Majority Leader Harry Reid, who is trying to work around Ms. Hutchison's opposition, said Tuesday that there are enough votes in the Senate to pass a renewable standard. He said he hoped to pass the energy bill before Congress' Christmas recess.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1608,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,0.95,"many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_38,single_focus,google/gemini-3.1-pro-preview,1.0,0.0,0.95,It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1502,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,0.95,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_892,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.9,"But Englander predicted that the bonds will fail. The active opposition of Valley secessionists will hurt, he said. He also noted that the Republican gubernatorial primary will be contentious, drawing voters who are more conservative and less supportive of bonds.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""But Englander predicted that the bonds will fail. The active opposition of Valley secessionists will hurt, he said. He also noted that the Republican gubernatorial primary will be contentious, drawing voters who are more conservative and less supportive of bonds.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1552,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The money will fund an unprecedented project to protect graduate education from the uncertainties of federal research funding.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_882,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,"To begin with, a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends. But in a simpler sense, Mr. Bush's remaining in office would mean little to nouncertaintyabout the future of White House policy.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""To begin with, a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends. But in a simpler sense, Mr. Bush's remaining in office would mean little to nouncertaintyabout the future of White House policy.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1209,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.9,"Col. Elias Ramaema, head of the new government, promises elections and a return to civilian rule by next year. It is as uncertain as most things in Lesotho.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Col. Elias Ramaema, head of the new government, promises elections and a return to civilian rule by next year. It is as uncertain as most things in Lesotho.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_34,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.8,"The optimists, who believe China values Hong Kong's economy tto highly to meddle with it",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""The optimists, who believe China values Hong Kong's economy tto highly to meddle with it""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1157,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.9,"Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Long processing delays and arbitrary quota backlogs keep out many would-be immigrants, or leave them in an uncertain temporary status for years.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_2037,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.95,"In an isncertain Climate, Philanthropy Is Slowing Many Foundations Report Decline in Assets",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""In an isncertain Climate, Philanthropy Is Slowing Many Foundations Report Decline in Assets""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_100,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,Tom Petruno discusses isS blue-chip multinational stocks.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Tom Petruno discusses isS blue-chip multinational stocks.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_501,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,1.0,"In the 20 years since its peaceful rvolution against dictatorship, the once-isolated country has become an integral partner of the new Europe",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""In the 20 years since its peaceful rvolution against dictatorship, the once-isolated country has become an integral partner of the new Europe""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_320,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,0.9,People are more willing to defer needed expenditures in times of economic need and uncertainty,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""People are more willing to defer needed expenditures in times of economic need and uncertainty""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_191,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,a feeling of glum uncertainty hangs over the place like summer fog,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""a feeling of glum uncertainty hangs over the place like summer fog""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_134,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,0.95,leaving the remaining parcel's fate uncertain,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""leaving the remaining parcel's fate uncertain""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6247,single_focus,google/gemini-3.1-pro-preview,1.0,0.0,0.95,debate about the economy's prospects and what the next move by the Federal Reserve System will be,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""debate about the economy's prospects and what the next move by the Federal Reserve System will be""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_868,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.95,None,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": null
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1447,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,"But like many other business owners, Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""But like many other business owners, Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_438,single_focus,google/gemini-3.1-pro-preview,1.0,0.0,0.85,"Despite strong economic growth driven by exports, the country faces high unemployment, political uncertainty and deeply rtoted corruption. ``It's a Dr. Jekyll and Mr. Hyde economy ,'' said Krzysztof Rybinski, chief economist for BPH bank in Warsaw. ``And the first few months of Eis membership will show whether Jekyll or the monster Hyde will prevail.''",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Despite strong economic growth driven by exports, the country faces high unemployment, political uncertainty and deeply rtoted corruption. ``It's a Dr. Jekyll and Mr. Hyde economy ,'' said Krzysztof Rybinski, chief economist for BPH bank in Warsaw. ``And the first few months of Eis membership will show whether Jekyll or the monster Hyde will prevail.''""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_8062,single_focus,google/gemini-3.1-pro-preview,1.0,0.0,0.9,Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic ac­tivity.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Fed officials also have indicated they are not eager to btost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic ac­tivity.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6230,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.85,"the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_928,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,None,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": null
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_502,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,1.0,"The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""The Russell 2,000 index of small-company shares fell 3.94 points, or 1%, to 389.76 on Tuesday, leaving it 20.7% below its April 21 record high.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1074,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1824,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,0.9,A spokesman for Wallace refused to say what the board plans to do next. He would not speculate on when there will be another announcement. The uncertainty has angered management.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""A spokesman for Wallace refused to say what the board plans to do next. He would not speculate on when there will be another announcement. The uncertainty has angered management.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_414,single_focus,google/gemini-3.1-pro-preview,1.0,1.0,0.95,analysts disagree about whether the stock market correction will be enough to slow theeconomywithout the Fed also raising interest rates.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""analysts disagree about whether the stock market correction will be enough to slow theeconomywithout the Fed also raising interest rates.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_984,single_focus,google/gemini-3.1-pro-preview,0.0,0.0,0.9,"In its report, the General Accounting Office questioned the benefits of export assembly programs in the Caribbean, saying they provide an uncertain basis for development and have failed to create more-prosperous trading partners for the isnited States.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""In its report, the General Accounting Office questioned the benefits of export assembly programs in the Caribbean, saying they provide an uncertain basis for development and have failed to create more-prosperous trading partners for the isnited States.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_27,single_focus,google/gemini-3.1-pro-preview,0.0,1.0,0.85,"In the present uncertainty, not even Mr. Shevardnadze is expecting an overnight transformation.",0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""In the present uncertainty, not even Mr. Shevardnadze is expecting an overnight transformation.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
