llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,orig_content_len,eval_content_len,was_truncated,condition,bundle,order,condition_kind,requested_task_count,epu_pred,epu_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,parse_status,task_completion_count,completion_share,aux_mean,who_pred,who_correct,who_requested,who_present,actions_pred,actions_correct,actions_requested,actions_present,effects_pred,effects_correct,effects_requested,effects_present,mention_foreign_pred,mention_foreign_correct,mention_foreign_requested,mention_foreign_present,mainly_foreign_pred,mainly_foreign_correct,mainly_foreign_requested,mainly_foreign_present
google/gemini-3.1-pro-preview,Current_79,0,0,LAT,2007,15467,15467,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,1.0,"In the contest over who would dictate the course of Israeli policy, the generals had prevailed.",1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
google/gemini-3.1-pro-preview,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,single_focus,,,single,0,0.0,1.0,1.0,continuing uncertainty over what BCCI assets are left,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,single_long_control,,,single_control,0,0.0,1.0,1.0,because of continuing uncertainty over what BCCI assets are left,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,"Touche Ross, the bank's liquidator, said it still cannot tell creditors exactly how much they will be paid and when, because of continuing uncertainty over what BCCI assets are left",1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,1.0,continuing uncertainty over what BCCI assets are left,1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_654,0,0,SFC,2000,6665,6665,4989,1,single_focus,,,single,0,1.0,0.0,0.95,expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_654,0,0,SFC,2000,6665,6665,4989,1,single_long_control,,,single_control,0,1.0,0.0,0.95,expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_654,0,0,SFC,2000,6665,6665,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.95,expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.,1,1,ok,5,1.0,0.6,0.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1
google/gemini-3.1-pro-preview,Current_654,0,0,SFC,2000,6665,6665,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.95,"Christine Callies, chief investment strategist at Credit Suisse First Boston in New York, expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.",1,1,ok,5,1.0,0.2,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
google/gemini-3.1-pro-preview,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,single_focus,,,single,0,1.0,1.0,0.95,the feeling of uncertainty over *irthe future of China's economic liberal­ization program,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.95,But the feeling of uncertainty over *irthe future of China's economic liberal­ization program and the unwillingness of business to make new investments in China are accelerating the decline there.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.9,But the feeling of uncertainty over the future of China's economic liberalization program and the unwillingness of business to make new investments in China are accelerating the decline there.,0,1,ok,5,1.0,0.8,0.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
google/gemini-3.1-pro-preview,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,But the feeling of uncertainty over the future of China's economic liberalization program and the unwillingness of business to make new investments in China are accelerating the decline there.,0,1,ok,5,1.0,1.0,0.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,single_focus,,,single,0,1.0,1.0,0.9,"The remainder of the financing would come from Miami-Dade taxpayers and team owner Jeffrey Loria, though in what proportion is uncertain.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,single_long_control,,,single_control,0,1.0,1.0,0.9,"The remainder of the financing would come from Miami-Dade taxpayers and team owner Jeffrey Loria, though in what proportion is uncertain.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.95,"The remainder of the financing would come from Miami-Dade taxpayers and team owner Jeffrey Loria, though in what proportion is uncertain.",1,1,ok,5,1.0,1.0,0.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,"The remainder of the financing would come from Miami-Dade taxpayers and team owner Jeffrey Loria, though in what proportion is uncertain.",1,1,ok,5,1.0,1.0,0.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,single_focus,,,single,0,0.0,0.0,0.85,"In coming years, during which new leaders may replace aging ones in Saudi Arabia, Syria, Egypt, the Palestinian Authority and perhaps Iraq, the U.S. regional interests may not be so easily protected, say analysts who have long studied the region.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,single_long_control,,,single_control,0,0.0,0.0,0.95,"In coming years, during which new leaders may replace aging ones in Saudi Arabia, Syria, Egypt, the Palestinian Authority and perhaps Iraq, the is.S. regional interests may not be so easily protected, say analysts who have long studied the region.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.85,"this means that the entitlement system of free housing, education and health care and guaranteed employment may be a thing of the past.",1,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1
google/gemini-3.1-pro-preview,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.95,"The outcome could signal new directions in the Israeli-Palestinian peace talks, or they could signal more of the same, a standstill.",1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,0.0,1,1
google/gemini-3.1-pro-preview,Current_733,0,0,MIHB,2009,3957,3957,3957,0,single_focus,,,single,0,0.0,1.0,1.0,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_733,0,0,MIHB,2009,3957,3957,3957,0,single_long_control,,,single_control,0,0.0,1.0,1.0,many people are uncertain they will keep the jobs they have,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_733,0,0,MIHB,2009,3957,3957,3957,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,1.0,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
google/gemini-3.1-pro-preview,Current_733,0,0,MIHB,2009,3957,3957,3957,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,1.0,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
google/gemini-3.1-pro-preview,Current_1975,1,0,NYT,2001,1186,1186,1186,0,single_focus,,,single,0,1.0,1.0,0.95,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1975,1,0,NYT,2001,1186,1186,1186,0,single_long_control,,,single_control,0,1.0,1.0,0.95,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1975,1,0,NYT,2001,1186,1186,1186,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.9,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,5,1.0,0.6,0.0,1.0,1,1,0.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_1975,1,0,NYT,2001,1186,1186,1186,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.85,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,5,1.0,0.6,0.0,1.0,1,1,0.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_814,1,1,MIHB,2006,8405,8405,4989,1,single_focus,,,single,0,1.0,1.0,0.95,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_814,1,1,MIHB,2006,8405,8405,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.95,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_814,1,1,MIHB,2006,8405,8405,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.95,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,5,1.0,0.8,0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_814,1,1,MIHB,2006,8405,8405,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,5,1.0,0.8,0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_1650,1,1,SFC,1998,8181,8181,4989,1,single_focus,,,single,0,0.0,0.0,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1650,1,1,SFC,1998,8181,8181,4989,1,single_long_control,,,single_control,0,0.0,0.0,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1650,1,1,SFC,1998,8181,8181,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra -- and the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night was finding those key roles in gtod hands.",1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_1650,1,1,SFC,1998,8181,8181,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,1.0,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra -- and the best thing about the San Francisco Opera production",1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,single_focus,,,single,0,0.0,1.0,0.95,GlenFed Inc. said today that it might fail to post a third-quarter profit and likely would not be able to meet Federal standards for financial soundness.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,single_long_control,,,single_control,0,0.0,1.0,0.95,"profitability for the quarter end­ing March 31 is ""in question.""",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.9,"profitability for the quarter ending March 31 is ""in question.""",0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,"If GlenFed fails to meet the new standard, it could be required to submit a capital plan to regulators or consent to other regulatory action.",0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
google/gemini-3.1-pro-preview,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,single_focus,,,single,0,0.0,1.0,1.0,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,single_long_control,,,single_control,0,0.0,1.0,1.0,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
google/gemini-3.1-pro-preview,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
