llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,variant_id,was_truncated,orig_content_len,content_for_eval_len,dossier_profile,condition,target_section_id,target_section_pred,section_correct,epu_pred,epu_correct,joint_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,parse_failure,target_position,target_position_norm,n_sections,distractor_families,raw_json
google/gemini-3.1-pro-preview,Midcentury_7369,0,0,WSJ,1989,1,1,6540,4506,standard8,hard,SEC-149,SEC-149,1.0,0.0,1.0,1.0,0.95,uncertainty among traders over the future price of oil.,1,1,0,6,0.75,8,housing_market|health_system|commodity_markets|foreign_affairs|election_campaign|company_earnings|local_business,"{
  ""target_section_id"": ""SEC-149"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""uncertainty among traders over the future price of oil.""
}"
google/gemini-3.1-pro-preview,Midcentury_7369,0,0,WSJ,1989,1,1,6540,4506,standard8,very_hard,SEC-149,SEC-149,1.0,0.0,1.0,1.0,0.9,uncertainty among traders over the future price of oil.,1,1,0,8,1.0,8,local_business|election_campaign|foreign_affairs|company_earnings|housing_market|commodity_markets|health_system,"{
  ""target_section_id"": ""SEC-149"",
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""uncertainty among traders over the future price of oil.""
}"
google/gemini-3.1-pro-preview,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,easy,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.95,it has turned into a crisis of confidence in the government's ability to reform the economic structure of the country,1,1,0,2,0.25,8,weather_update|company_earnings|health_system|local_business|education_admin|sports_business|transport_notice,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""it has turned into a crisis of confidence in the government's ability to reform the economic structure of the country""
}"
google/gemini-3.1-pro-preview,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,medium,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.95,"concerns deepened that the government has not done enough to fight inflation, revamp its troubled banks and sell state enterprises.",1,1,0,4,0.5,8,education_admin|foreign_affairs|weather_update|civic_notice|local_business|housing_market|commodity_markets,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""concerns deepened that the government has not done enough to fight inflation, revamp its troubled banks and sell state enterprises.""
}"
google/gemini-3.1-pro-preview,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,hard,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.95,long-term structural solutions like banking reform and increased privatization ltoked tougher to work out.,1,1,0,6,0.75,8,local_business|election_campaign|company_earnings|housing_market|health_system|commodity_markets|foreign_affairs,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""long-term structural solutions like banking reform and increased privatization ltoked tougher to work out.""
}"
google/gemini-3.1-pro-preview,Current_526,1,0,NYT,2000,1,0,1169,1169,standard8,very_hard,SEC-107,SEC-107,1.0,1.0,1.0,1.0,0.95,a crisis of confidence in the government's ability to reform the economic structure of the country.,1,1,0,8,1.0,8,local_business|housing_market|election_campaign|company_earnings|foreign_affairs|health_system|commodity_markets,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""a crisis of confidence in the government's ability to reform the economic structure of the country.""
}"
google/gemini-3.1-pro-preview,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,easy,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.95,"New regulations requiring shippers to notify border officials in advance of freight entering the isnited States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect",1,1,0,2,0.25,8,education_admin|transport_notice|sports_business|local_business|housing_market|civic_notice|health_system,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""New regulations requiring shippers to notify border officials in advance of freight entering the isnited States by air, rail and truck \u2014 the main channels for just-in-time supply chains \u2014 could further unsettle the system. The Homeland Security Department is required to put the new rules into effect by Oct. 1. Its initial proposals, intended to be debated""
}"
google/gemini-3.1-pro-preview,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,medium,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.95,"New regulations requiring shippers to notify border officials in advance of freight entering the isnited States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system.",1,1,0,4,0.5,8,housing_market|transport_notice|election_campaign|education_admin|company_earnings|commodity_markets|civic_notice,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""New regulations requiring shippers to notify border officials in advance of freight entering the isnited States by air, rail and truck \u2014 the main channels for just-in-time supply chains \u2014 could further unsettle the system.""
}"
google/gemini-3.1-pro-preview,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,hard,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.95,"New regulations requiring ship­pers to notify border officials in ad­vance of freight entering the isnited States by air, rail and truck — the main channels for just-in-time sup­ply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into eff",1,1,0,6,0.75,8,election_campaign|commodity_markets|company_earnings|local_business|foreign_affairs|health_system|housing_market,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""New regulations requiring ship­pers to notify border officials in ad­vance of freight entering the isnited States by air, rail and truck — the main channels for just-in-time sup­ply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect by Oct. 1. Its initial proposals, intended to be de­bated""
}"
google/gemini-3.1-pro-preview,Midcentury_4357,1,0,NYT,2003,1,1,7923,4506,standard8,very_hard,SEC-114,SEC-114,1.0,1.0,1.0,1.0,0.95,"New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck — the main channels for just-in-time supply chains — could further unsettle the system. The Homeland Security Department is required to put the new rules into effect ",1,1,0,8,1.0,8,election_campaign|health_system|commodity_markets|housing_market|foreign_affairs|local_business|company_earnings,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""New regulations requiring shippers to notify border officials in advance of freight entering the United States by air, rail and truck \u2014 the main channels for just-in-time supply chains \u2014 could further unsettle the system. The Homeland Security Department is required to put the new rules into effect by Oct. 1. Its initial proposals, intended to be debated""
}"
google/gemini-3.1-pro-preview,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,easy,SEC-135,SEC-135,1.0,0.0,1.0,1.0,0.95,"President Obama's nominee for secretary of Defense, Leon Panetta, told the Senate that he is concerned that some leaders of Libya's opposition may be extremists",1,1,0,2,0.25,8,education_admin|sports_business|transport_notice|weather_update|housing_market|civic_notice|health_system,"{
  ""target_section_id"": ""SEC-135"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""President Obama's nominee for secretary of Defense, Leon Panetta, told the Senate that he is concerned that some leaders of Libya's opposition may be extremists""
}"
google/gemini-3.1-pro-preview,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,medium,SEC-135,SEC-135,1.0,0.0,1.0,1.0,1.0,"President Obama's nominee for secretary of Defense, Leon Panetta, told the Senate that he is concerned that some leaders of Libya's opposition may be extremists",1,1,0,4,0.5,8,company_earnings|sports_business|commodity_markets|transport_notice|weather_update|housing_market|foreign_affairs,"{
  ""target_section_id"": ""SEC-135"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""President Obama's nominee for secretary of Defense, Leon Panetta, told the Senate that he is concerned that some leaders of Libya's opposition may be extremists""
}"
google/gemini-3.1-pro-preview,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,hard,SEC-135,SEC-135,1.0,0.0,1.0,1.0,0.95,"She said people close to Kadafi have had ""numerous and continuing discussions"" with foreign diplomats about arranging a transition to a new government, though there is ""not any clear way forward yet.""",1,1,0,6,0.75,8,company_earnings|health_system|election_campaign|local_business|foreign_affairs|housing_market|commodity_markets,"{
  ""target_section_id"": ""SEC-135"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""She said people close to Kadafi have had \""numerous and continuing discussions\"" with foreign diplomats about arranging a transition to a new government, though there is \""not any clear way forward yet.\""""
}"
google/gemini-3.1-pro-preview,Current_1664,0,0,LAT,2011,1,1,5462,4506,standard8,very_hard,SEC-135,SEC-135,1.0,0.0,1.0,1.0,1.0,Clinton told reporters that the combination of daily airstrikes and stiff economic sanctions is grinding down Kadafins regime.,1,1,0,8,1.0,8,election_campaign|housing_market|health_system|foreign_affairs|commodity_markets|local_business|company_earnings,"{
  ""target_section_id"": ""SEC-135"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Clinton told reporters that the combination of daily airstrikes and stiff economic sanctions is grinding down Kadafins regime.""
}"
google/gemini-3.1-pro-preview,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,easy,SEC-114,SEC-114,1.0,0.0,1.0,1.0,0.95,"uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets",1,1,0,2,0.25,8,local_business|housing_market|health_system|transport_notice|company_earnings|civic_notice|education_admin,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets""
}"
google/gemini-3.1-pro-preview,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,medium,SEC-114,SEC-114,1.0,0.0,1.0,1.0,1.0,"uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets in a stirring show of unity.",1,1,0,4,0.5,8,sports_business|election_campaign|education_admin|foreign_affairs|civic_notice|housing_market|local_business,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 1,
  ""focus_excerpt"": ""uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets in a stirring show of unity.""
}"
google/gemini-3.1-pro-preview,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,hard,SEC-114,SEC-114,1.0,0.0,1.0,1.0,0.95,"uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets",1,1,0,6,0.75,8,local_business|election_campaign|commodity_markets|health_system|housing_market|company_earnings|foreign_affairs,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets""
}"
google/gemini-3.1-pro-preview,Current_67,0,0,NYT,1999,1,1,8660,4506,standard8,very_hard,SEC-114,SEC-114,1.0,0.0,1.0,1.0,0.95,"Given a profoundly alienated public that is largely uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets",1,1,0,8,1.0,8,local_business|housing_market|commodity_markets|election_campaign|health_system|company_earnings|foreign_affairs,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Given a profoundly alienated public that is largely uncertain about which way to jump, it's hard to imagine that Reich's btok will prompt the populace to take to the streets""
}"
google/gemini-3.1-pro-preview,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,easy,SEC-114,SEC-114,1.0,0.0,0.0,0.0,0.95,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,2,0.25,8,transport_notice|sports_business|housing_market|health_system|civic_notice|weather_update|education_admin,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""
}"
google/gemini-3.1-pro-preview,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,medium,SEC-114,SEC-114,1.0,0.0,0.0,0.0,1.0,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,4,0.5,8,transport_notice|local_business|health_system|sports_business|commodity_markets|company_earnings|foreign_affairs,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 1,
  ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""
}"
google/gemini-3.1-pro-preview,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,hard,SEC-114,SEC-114,1.0,0.0,0.0,0.0,0.95,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,6,0.75,8,health_system|company_earnings|foreign_affairs|local_business|housing_market|election_campaign|commodity_markets,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""
}"
google/gemini-3.1-pro-preview,Current_521,1,1,DMNB,1995,1,1,6175,4506,standard8,very_hard,SEC-114,SEC-114,1.0,0.0,0.0,0.0,0.95,"Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.",1,1,0,8,1.0,8,election_campaign|health_system|company_earnings|commodity_markets|foreign_affairs|housing_market|local_business,"{
  ""target_section_id"": ""SEC-114"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Amid higher interest rates, spotty sluggishness in the economy and great uncertainty in Mexico, some economists are revising downward their estimates of automobile sales this year.""
}"
google/gemini-3.1-pro-preview,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,easy,SEC-128,SEC-128,1.0,1.0,1.0,1.0,0.99,"""There's still a lot of uncertainty about the possibility of a discount-rate cut,"" he said.",1,1,0,2,0.25,8,health_system|housing_market|transport_notice|weather_update|sports_business|education_admin|company_earnings,"{
  ""target_section_id"": ""SEC-128"",
  ""epu"": 1,
  ""confidence"": 0.99,
  ""focus_excerpt"": ""\""There's still a lot of uncertainty about the possibility of a discount-rate cut,\"" he said.""
}"
google/gemini-3.1-pro-preview,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,medium,SEC-128,SEC-128,1.0,1.0,1.0,1.0,0.99,There's still a lot of uncertainty about the possibility of a discount-rate cut,1,1,0,4,0.5,8,housing_market|local_business|sports_business|company_earnings|education_admin|commodity_markets|foreign_affairs,"{
  ""target_section_id"": ""SEC-128"",
  ""epu"": 1,
  ""confidence"": 0.99,
  ""focus_excerpt"": ""There's still a lot of uncertainty about the possibility of a discount-rate cut""
}"
google/gemini-3.1-pro-preview,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,hard,SEC-128,SEC-128,1.0,1.0,1.0,1.0,0.95,There's still a lot of uncertainty about the possibility of a discount-rate cut,1,1,0,6,0.75,8,local_business|foreign_affairs|housing_market|company_earnings|election_campaign|commodity_markets|health_system,"{
  ""target_section_id"": ""SEC-128"",
  ""epu"": 1,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""There's still a lot of uncertainty about the possibility of a discount-rate cut""
}"
google/gemini-3.1-pro-preview,Midcentury_7466,1,0,WSJ,1985,1,1,7745,4506,standard8,very_hard,SEC-128,SEC-128,1.0,1.0,1.0,1.0,1.0,"""There's still a lot of uncertainty about the possibility of a discount-rate cut,"" he said.",1,1,0,8,1.0,8,health_system|housing_market|election_campaign|company_earnings|foreign_affairs|local_business|commodity_markets,"{
  ""target_section_id"": ""SEC-128"",
  ""epu"": 1,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""\""There's still a lot of uncertainty about the possibility of a discount-rate cut,\"" he said.""
}"
google/gemini-3.1-pro-preview,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,easy,SEC-100,SEC-100,1.0,0.0,1.0,1.0,1.0,"Economists are optimistic about 1986, although they project California's gross state product—the value of gtods and services produced in the state—will experience a lower growth rate.",1,1,0,2,0.25,8,housing_market|health_system|sports_business|company_earnings|education_admin|transport_notice|civic_notice,"{
  ""target_section_id"": ""SEC-100"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Economists are optimistic about 1986, although they project California's gross state product\u2014the value of gtods and services produced in the state\u2014will experience a lower growth rate.""
}"
google/gemini-3.1-pro-preview,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,medium,SEC-100,SEC-100,1.0,0.0,1.0,1.0,1.0,"Economists are optimistic about 1986, although they project California's gross state product—the value of gtods and services produced in the state—will experience a lower growth rate.",1,1,0,4,0.5,8,weather_update|civic_notice|education_admin|company_earnings|transport_notice|election_campaign|health_system,"{
  ""target_section_id"": ""SEC-100"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Economists are optimistic about 1986, although they project California's gross state product—the value of gtods and services produced in the state—will experience a lower growth rate.""
}"
google/gemini-3.1-pro-preview,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,hard,SEC-100,SEC-100,1.0,0.0,1.0,1.0,1.0,"Economists are optimistic about 1986, although they project California's gross state product—the value of gtods and services produced in the state—will experience a lower growth rate.",1,1,0,6,0.75,8,housing_market|election_campaign|company_earnings|commodity_markets|foreign_affairs|health_system|local_business,"{
  ""target_section_id"": ""SEC-100"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Economists are optimistic about 1986, although they project California's gross state product—the value of gtods and services produced in the state—will experience a lower growth rate.""
}"
google/gemini-3.1-pro-preview,Midcentury_3349,0,0,LAT,1986,1,1,11105,4506,standard8,very_hard,SEC-100,SEC-100,1.0,0.0,1.0,1.0,1.0,"Economists are optimistic about 1986, although they project California's gross state product—the value of gtods and services produced in the state—will experience a lower growth rate.",1,1,0,8,1.0,8,election_campaign|local_business|company_earnings|commodity_markets|health_system|housing_market|foreign_affairs,"{
  ""target_section_id"": ""SEC-100"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Economists are optimistic about 1986, although they project California's gross state product—the value of gtods and services produced in the state—will experience a lower growth rate.""
}"
google/gemini-3.1-pro-preview,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,easy,SEC-107,SEC-107,1.0,0.0,0.0,0.0,1.0,"Currently, the demand is flat due to theeconomicuncertainty.",1,1,0,2,0.25,8,weather_update|sports_business|education_admin|civic_notice|company_earnings|local_business|transport_notice,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Currently, the demand is flat due to theeconomicuncertainty.""
}"
google/gemini-3.1-pro-preview,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,medium,SEC-107,SEC-107,1.0,0.0,0.0,0.0,1.0,"Currently, the demand is flat due to theeconomicuncertainty.",1,1,0,4,0.5,8,foreign_affairs|sports_business|company_earnings|education_admin|local_business|civic_notice|housing_market,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Currently, the demand is flat due to theeconomicuncertainty.""
}"
google/gemini-3.1-pro-preview,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,hard,SEC-107,SEC-107,1.0,0.0,0.0,0.0,1.0,"Currently, the demand is flat due to theeconomicuncertainty.",1,1,0,6,0.75,8,company_earnings|housing_market|health_system|election_campaign|foreign_affairs|local_business|commodity_markets,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Currently, the demand is flat due to theeconomicuncertainty.""
}"
google/gemini-3.1-pro-preview,Current_1009,1,1,DMNB,2002,1,0,2417,2417,standard8,very_hard,SEC-107,SEC-107,1.0,0.0,0.0,0.0,1.0,"Currently, the demand is flat due to theeconomicuncertainty.",1,1,0,8,1.0,8,foreign_affairs|election_campaign|company_earnings|commodity_markets|local_business|health_system|housing_market,"{
  ""target_section_id"": ""SEC-107"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Currently, the demand is flat due to theeconomicuncertainty.""
}"
google/gemini-3.1-pro-preview,Midcentury_8657,1,0,WSJ,1991,1,1,4620,4506,standard8,easy,SEC-149,SEC-149,1.0,0.0,0.0,0.0,1.0,"Business people across the is.S. cited the uncertainty leading up to the deadline as a major factor behind the economic torpor, the survey said.",1,1,0,2,0.25,8,weather_update|local_business|education_admin|civic_notice|company_earnings|sports_business|transport_notice,"{
  ""target_section_id"": ""SEC-149"",
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Business people across the is.S. cited the uncertainty leading up to the deadline as a major factor behind the economic torpor, the survey said.""
}"
google/gemini-3.1-pro-preview,Midcentury_8657,1,0,WSJ,1991,1,1,4620,4506,standard8,medium,SEC-149,SEC-149,1.0,0.0,0.0,0.0,0.95,"Business people across the is.S. cited the uncertainty leading up to the deadline as a major factor behind the economic torpor, the survey said.",1,1,0,4,0.5,8,housing_market|sports_business|education_admin|transport_notice|weather_update|foreign_affairs|health_system,"{
  ""target_section_id"": ""SEC-149"",
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Business people across the is.S. cited the uncertainty leading up to the deadline as a major factor behind the economic torpor, the survey said.""
}"
