article_key,condition,llm_name,single_focus_epu_pred,single_focus_epu_correct,single_focus_confidence,single_focus_focus_excerpt,single_focus_excerpt_in_target,single_focus_json_valid,single_focus_parse_status,single_focus_raw_json,single_focus_who_pred,single_focus_who_correct,single_focus_who_requested,single_focus_who_present,single_focus_actions_pred,single_focus_actions_correct,single_focus_actions_requested,single_focus_actions_present,single_focus_effects_pred,single_focus_effects_correct,single_focus_effects_requested,single_focus_effects_present,single_focus_mention_foreign_pred,single_focus_mention_foreign_correct,single_focus_mention_foreign_requested,single_focus_mention_foreign_present,single_focus_mainly_foreign_pred,single_focus_mainly_foreign_correct,single_focus_mainly_foreign_requested,single_focus_mainly_foreign_present,single_focus_requested_task_count,single_focus_task_completion_count,single_focus_completion_share,single_focus_aux_mean
Current_523,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.85,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits.",1,1,ok,"{""epu"": 1, ""confidence"": 0.85, ""focus_excerpt"": ""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1945,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,"He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the is.S. off imported oil.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the is.S. off imported oil.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_199,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.95,uncertainty has been building in how earnings will play out over the next four weeks,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""uncertainty has been building in how earnings will play out over the next four weeks""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1857,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.85,recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget,1,1,ok,"{""epu"": 1, ""confidence"": 0.85, ""focus_excerpt"": ""recent economic developments would dictate that the shroud of uncertainty now be lifted'' from the budget""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_411,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.9,they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_689,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.95,"called for wide-ranging measures to reverse Russia's sharp population decline, including giving nearly $10,000 to women who have a second child.",1,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""called for wide-ranging measures to reverse Russia's sharp population decline, including giving nearly $10,000 to women who have a second child.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1424,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.9,"They oppose separate provisions that would repeal tax incentives for oil and gas producers.""I can't let a bill go without assurances that those tax increases that target the production of gasoline will be eliminated,"" Ms. Hutchison said.",1,1,ok,"{""epu"": 1, ""confidence"": 0.9, ""focus_excerpt"": ""They oppose separate provisions that would repeal tax incentives for oil and gas producers.\""I can't let a bill go without assurances that those tax increases that target the production of gasoline will be eliminated,\"" Ms. Hutchison said.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1608,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.8,"But many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""But many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_38,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,isncertaintyover the pace of inflation and the future path of the is.S.economyhas been vexing the stock market,1,1,ok,"{""epu"": 0, ""confidence"": 0.8, ""focus_excerpt"": ""isncertaintyover the pace of inflation and the future path of the is.S.economyhas been vexing the stock market""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1502,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.85,"The Big Five states traversed by this 1,000-mile-long causeway provide 99 electoral votes, better than one-third the 270 needed to win the White House.",1,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""The Big Five states traversed by this 1,000-mile-long causeway provide 99 electoral votes, better than one-third the 270 needed to win the White House.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_892,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.85,"Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term.",1,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1552,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.7,the uncertain future of federal research dollars,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.7,
  ""focus_excerpt"": ""the uncertain future of federal research dollars""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_882,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.6,"That is not to say forecasters don't have plenty of variables to fill their spreadsheets. For starters, it's an election year.",1,1,ok,"{""epu"": 0, ""confidence"": 0.6, ""focus_excerpt"": ""That is not to say forecasters don't have plenty of variables to fill their spreadsheets. For starters, it's an election year.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1209,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,"Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_34,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.9,"Instead, as each government seeks to shape Hong Kong in its own image, they argue about everything from how much democracy it should have to how it should cleanse its polluted harbor.",1,1,ok,"{""epu"": 1, ""confidence"": 0.9, ""focus_excerpt"": ""Instead, as each government seeks to shape Hong Kong in its own image, they argue about everything from how much democracy it should have to how it should cleanse its polluted harbor.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1157,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,"Family reunification remains a basic and valuable goal, but employment-based immigration and temporary-worker programs should be allowed to fluctuate with economic cycles, rather than being subject to rigid quotas.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Family reunification remains a basic and valuable goal, but employment-based immigration and temporary-worker programs should be allowed to fluctuate with economic cycles, rather than being subject to rigid quotas.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_2037,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround, several indicators suggest.",0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround, several indicators suggest.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_100,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.95,caution and skepticism since 1994 actually have been severely detrimental to investors' financial health.,1,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""caution and skepticism since 1994 actually have been severely detrimental to investors' financial health.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_501,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.95,"Portugal was a rural society, isolated, insular and dirt ptor: Per capita income was about $2 per day.",1,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Portugal was a rural society, isolated, insular and dirt ptor: Per capita income was about $2 per day.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_320,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.8,People are more willing to defer needed expenditures in times of economic need and uncertainty,0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""People are more willing to defer needed expenditures in times of economic need and uncertainty""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_191,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.85,a feeling of glum uncertainty hangs over the place like summer fog,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""a feeling of glum uncertainty hangs over the place like summer fog""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_134,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.9,"Then the economy collapsed, casting the airport project in a different financial context.",1,1,ok,"{""epu"": 0, ""confidence"": 0.9, ""focus_excerpt"": ""Then the economy collapsed, casting the airport project in a different financial context.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6247,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,amid debate about the economy's prospects and what the next move by the Federal Reserve System will be.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""amid debate about the economy's prospects and what the next move by the Federal Reserve System will be.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_868,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,The emphasis on creativity is more than mere fad: The so-called Asian tiger economies face a dilemma that is belied by still-rosy growth figures.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""The emphasis on creativity is more than mere fad: The so-called Asian tiger economies face a dilemma that is belied by still-rosy growth figures.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1447,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.85,"like many other business owners, Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.",1,1,ok,"{""epu"": 0, ""confidence"": 0.85, ""focus_excerpt"": ""like many other business owners, Levy saw his prospects change drastically in 2008 as the financial crisis unfolded.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_438,single_focus,deepseek-ai/deepseek-v3.2,1,0.0,0.7,"Despite strong economic growth driven by exports, the country faces high unemployment, political uncertainty and deeply rooted corruption.",0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.7,
  ""focus_excerpt"": ""Despite strong economic growth driven by exports, the country faces high unemployment, political uncertainty and deeply rooted corruption.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_8062,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.95,"Some analysts cautioned that some of the first-quarter figures actually reflected growth that took place in the latter part of the previous quarter. Thus, a slowing during the first quarter, which many economists think occurred, will show up fully in the second quarter averages.",0,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Some analysts cautioned that some of the first-quarter figures actually reflected growth that took place in the latter part of the previous quarter. Thus, a slowing during the first quarter, which many economists think occurred, will show up fully in the second quarter averages.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6230,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.8,the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_928,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,1.0,"Barker's surprise winner, ``The Ghost Road,'' is the last of a trilogy of novels set during the first World War",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""Barker's surprise winner, ``The Ghost Road,'' is the last of a trilogy of novels set during the first World War""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_502,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.95,the morning rally was cut short on news of Russia's debt-restructuring plan details.,1,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""the morning rally was cut short on news of Russia's debt-restructuring plan details.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1074,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.9,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1824,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.9,The uncertainty has angered management.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""The uncertainty has angered management.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_414,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.2,"But with inflation currently in check, an unexpected rate hike could have shaken unsteady world markets.",1,1,ok,"{""epu"": 0, ""confidence"": 0.2, ""focus_excerpt"": ""But with inflation currently in check, an unexpected rate hike could have shaken unsteady world markets.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_984,single_focus,deepseek-ai/deepseek-v3.2,1,1.0,0.85,"the General Accounting Office questioned the benefits of export assembly programs in the Caribbean, saying they provide an uncertain basis for development",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""the General Accounting Office questioned the benefits of export assembly programs in the Caribbean, saying they provide an uncertain basis for development""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_27,single_focus,deepseek-ai/deepseek-v3.2,0,1.0,0.7,isncertainty permeates every conversation.,0,1,ok,"{""epu"": 0, ""confidence"": 0.7, ""focus_excerpt"": ""isncertainty permeates every conversation.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_994,single_focus,deepseek-ai/deepseek-v3.2,0,0.0,0.95,"After his conviction on Monday on charges he violated federal ethics laws by failing to report tens of thousands of dollars in gifts and services he had received from friends, Senator Stevens's future in Congress is uncertain.",1,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""After his conviction on Monday on charges he violated federal ethics laws by failing to report tens of thousands of dollars in gifts and services he had received from friends, Senator Stevens's future in Congress is uncertain.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
