article_key,condition,llm_name,full_focus_epu_first_epu_pred,full_focus_epu_first_epu_correct,full_focus_epu_first_confidence,full_focus_epu_first_focus_excerpt,full_focus_epu_first_excerpt_in_target,full_focus_epu_first_json_valid,full_focus_epu_first_parse_status,full_focus_epu_first_raw_json,full_focus_epu_first_who_pred,full_focus_epu_first_who_correct,full_focus_epu_first_who_requested,full_focus_epu_first_who_present,full_focus_epu_first_actions_pred,full_focus_epu_first_actions_correct,full_focus_epu_first_actions_requested,full_focus_epu_first_actions_present,full_focus_epu_first_effects_pred,full_focus_epu_first_effects_correct,full_focus_epu_first_effects_requested,full_focus_epu_first_effects_present,full_focus_epu_first_mention_foreign_pred,full_focus_epu_first_mention_foreign_correct,full_focus_epu_first_mention_foreign_requested,full_focus_epu_first_mention_foreign_present,full_focus_epu_first_mainly_foreign_pred,full_focus_epu_first_mainly_foreign_correct,full_focus_epu_first_mainly_foreign_requested,full_focus_epu_first_mainly_foreign_present,full_focus_epu_first_requested_task_count,full_focus_epu_first_task_completion_count,full_focus_epu_first_completion_share,full_focus_epu_first_aux_mean
Current_1196,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.95,"But Bush and Lee are gone, and a new breed of free-spending, jock-waving Republicans are poised to re-subsidize not only the Marlins, but every other pro-sports franchise in the state.",1,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""But Bush and Lee are gone, and a new breed of free-spending, jock-waving Republicans are poised to re-subsidize not only the Marlins, but every other pro-sports franchise in the state.""
}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1953,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.9,"The region is a place beset today by bloated bureaucracies, not-ready-for-Internet regimes, vast numbers of underemployed, scheming militants, oil prices falling off the table and looming leadership succession that scares the dickens out of U.S. policymakers.",0,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""The region is a place beset today by bloated bureaucracies, not-ready-for-Internet regimes, vast numbers of underemployed, scheming militants, oil prices falling off the table and looming leadership succession that scares the dickens out of U.S. policymakers.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,0.0,1,1,5,2,0.4,0.2
Current_733,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.95,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1,5,2,0.4,0.0
Current_1975,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.9,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,"{""epu"": 0, ""who"": null, ""actions"": null, ""effects"": null, ""mention_foreign"": 1, ""mainly_foreign"": 1, ""confidence"": 0.9, ""focus_excerpt"": ""The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1,5,2,0.4,0.4
Current_814,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.85,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 0,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""
}",0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,5,5,1.0,0.8
Current_1650,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.99,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.99,
  ""focus_excerpt"": ""Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Midcentury_1448,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.95,blamed the same factors battering many other California savings and loans for its problems: the recession and the lingering slump in the real estate market,0,1,ok,"```json
{
    ""epu"": 0,
    ""who"": null,
    ""actions"": null,
    ""effects"": null,
    ""mention_foreign"": 0,
    ""mainly_foreign"": 0,
    ""confidence"": 0.95,
    ""focus_excerpt"": ""blamed the same factors battering many other California savings and loans for its problems: the recession and the lingering slump in the real estate market""
}
```",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_1898,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.95,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,"{""epu"": 0, ""who"": null, ""actions"": null, ""effects"": null, ""mention_foreign"": 0, ""mainly_foreign"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_125,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.7,The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.,1,1,ok,"{
  ""epu"": 1,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.7,
  ""focus_excerpt"": ""The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_32,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.95,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,0.0,0.0,1,1,5,2,0.4,0.2
Midcentury_7951,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.95,what will become of it now? Can a publication so identified with one person survive after the person has left?,1,1,ok,"```json
{
    ""epu"": 0,
    ""who"": null,
    ""actions"": null,
    ""effects"": null,
    ""mention_foreign"": 0,
    ""mainly_foreign"": 0,
    ""confidence"": 0.95,
    ""focus_excerpt"": ""what will become of it now? Can a publication so identified with one person survive after the person has left?""
}
```",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_523,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.95,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia",1,1,ok,"```json
{
    ""epu"": 1,
    ""who"": 1,
    ""actions"": 1,
    ""effects"": 1,
    ""mention_foreign"": 1,
    ""mainly_foreign"": 1,
    ""confidence"": 0.95,
    ""focus_excerpt"": ""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia""
}
```",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,5,5,1.0,0.6
Current_1945,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.8,"political operatives for both parties believe that pocketbook issues, not foreign policy, will determine the next election",0,1,ok,"```json
{
    ""epu"": 0,
    ""who"": null,
    ""actions"": null,
    ""effects"": null,
    ""mention_foreign"": 0,
    ""mainly_foreign"": 0,
    ""confidence"": 0.8,
    ""focus_excerpt"": ""political operatives for both parties believe that pocketbook issues, not foreign policy, will determine the next election""
}
```",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_199,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.9,"""Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks,""",1,1,ok,"```json
{
    ""epu"": 0,
    ""who"": null,
    ""actions"": null,
    ""effects"": null,
    ""mention_foreign"": 0,
    ""mainly_foreign"": 0,
    ""confidence"": 0.9,
    ""focus_excerpt"": ""\""Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks,\""""
}
```",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,1.0,1,1,5,2,0.4,0.2
Current_1857,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.9,"said he had told his budget office to prepare a list of 'contingency service restorations' that could be made 'if more resoarees become available before the close of the fiscal year,'",0,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 0,
  ""mention_foreign"": 0,
  ""mainly_foreign"": null,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""said he had told his budget office to prepare a list of 'contingency service restorations' that could be made 'if more resoarees become available before the close of the fiscal year,'""
}",1.0,0.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,,0.0,1,0,5,4,0.8,0.6
Current_411,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.9,"They include key Democrats... who do not relish the idea of once again opposing a Democratic President on a trade issue. However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.",0,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""They include key Democrats... who do not relish the idea of once again opposing a Democratic President on a trade issue. However, they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.""
}",0.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,5,5,1.0,0.4
Current_689,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.9,"Putin said Wednesday that because the United States so heavily outspends Russia in the military sphere, Moscow's aim was not to match U.S. forces in quantitative terms.",0,1,ok,"{""epu"": 0, ""who"": null, ""actions"": null, ""effects"": null, ""mention_foreign"": 1, ""mainly_foreign"": 1, ""confidence"": 0.9, ""focus_excerpt"": ""Putin said Wednesday that because the United States so heavily outspends Russia in the military sphere, Moscow's aim was not to match U.S. forces in quantitative terms.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1,5,2,0.4,0.0
Current_1424,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.95,"They oppose separate provisions that would repeal tax incentives for oil and gas producers. ""I can't let a bill go without assurances that those tax increases that target the production of gasoline will be eliminated,"" Ms. Hutchison said.",0,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""They oppose separate provisions that would repeal tax incentives for oil and gas producers. \""I can't let a bill go without assurances that those tax increases that target the production of gasoline will be eliminated,\"" Ms. Hutchison said.""
}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1608,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.9,"But many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""But many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1,5,2,0.4,0.4
Current_38,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,0.0,0.8,It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""
}",0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1502,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.85,The president's major task is to hold their support.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": null,
  ""mainly_foreign"": null,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""The president's major task is to hold their support.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,5,0,0.0,0.0
Current_892,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.8,Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term.,1,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term.""
}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,5,5,1.0,0.8
Current_1552,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.9,the uncertain future of federal research dollars,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": null,
  ""mainly_foreign"": null,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""the uncertain future of federal research dollars""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,5,0,0.0,0.0
Current_882,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.9,"a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends.",1,1,ok,"{
  ""epu"": 1,
  ""who"": 0,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends.""
}",0.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1209,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.8,It is as uncertain as most things in Lesotho.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""It is as uncertain as most things in Lesotho.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1,5,2,0.4,0.0
Current_34,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,1.0,0.95,they argue about everything from how much democracy it should have to how it should cleanse its polluted harbor,1,1,ok,"```json
{
    ""epu"": 1,
    ""who"": 1,
    ""actions"": 1,
    ""effects"": 1,
    ""mention_foreign"": 1,
    ""mainly_foreign"": 0,
    ""confidence"": 0.95,
    ""focus_excerpt"": ""they argue about everything from how much democracy it should have to how it should cleanse its polluted harbor""
}
```",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,5,5,1.0,0.4
Current_1157,full_focus_epu_first,deepseek-ai/deepseek-v3.2,1,0.0,0.95,"Congress and the Obama administration have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.",0,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Congress and the Obama administration have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.""
}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,5,5,1.0,0.4
Midcentury_2037,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.95,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": null,
  ""mainly_foreign"": null,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,5,0,0.0,0.0
Current_100,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,1.0,0.95,Caution and skepticism usually aren't bad things to bring to the table when you're looking to make an investment.,0,1,ok,"{""epu"": 0, ""who"": null, ""actions"": null, ""effects"": null, ""mention_foreign"": null, ""mainly_foreign"": null, ""confidence"": 0.95, ""focus_excerpt"": ""Caution and skepticism usually aren't bad things to bring to the table when you're looking to make an investment.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,5,0,0.0,0.0
Current_501,full_focus_epu_first,deepseek-ai/deepseek-v3.2,0,0.0,0.9,"In the 20 years since its peaceful revolution against dictatorship, the once-isolated country has become an integral partner of the new Europe",0,1,ok,"```json
{
    ""epu"": 0,
    ""who"": null,
    ""actions"": null,
    ""effects"": null,
    ""mention_foreign"": 0,
    ""mainly_foreign"": 0,
    ""confidence"": 0.9,
    ""focus_excerpt"": ""In the 20 years since its peaceful revolution against dictatorship, the once-isolated country has become an integral partner of the new Europe""
}
```",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1,5,2,0.4,0.0
