llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,orig_content_len,eval_content_len,was_truncated,condition,bundle,order,condition_kind,requested_task_count,epu_pred,epu_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,parse_status,task_completion_count,completion_share,aux_mean,who_pred,who_correct,who_requested,who_present,actions_pred,actions_correct,actions_requested,actions_present,effects_pred,effects_correct,effects_requested,effects_present,mention_foreign_pred,mention_foreign_correct,mention_foreign_requested,mention_foreign_present,mainly_foreign_pred,mainly_foreign_correct,mainly_foreign_requested,mainly_foreign_present
deepseek-ai/deepseek-v3.2,Current_1795,0,0,SFC,2008,7887,7887,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,"But the change also makes Nid Paw and other refugees uncertain about the lives they will leave behind and the problems they will face with a different culture, language and educational system, and an economy that is likely to offer no better than a minimum-wage job.",1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_1795,0,0,SFC,2008,7887,7887,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,"But the change also makes Nid Paw and other refugees uncertain about the lives they will leave behind and the problems they will face with a different culture, language and educational system, and an economy that is likely to offer no better than a minimum-wage job.",1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_292,0,1,MIHB,1990,2734,2734,2734,0,single_focus,,,single,0,0.0,1.0,0.9,"In the midst of change and uncertainty, the alliance remains a reliable guarantor of peace",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_292,0,1,MIHB,1990,2734,2734,2734,0,single_long_control,,,single_control,0,1.0,0.0,0.8,A continuation of this stampede to the West could lead to the collapse of the East German economy with unpredictable political consequences.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_292,0,1,MIHB,1990,2734,2734,2734,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.9,"In the midst of change and uncertainty, the alliance remains a reliable guarantor of peace",1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_292,0,1,MIHB,1990,2734,2734,2734,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,"In the midst of change and uncertainty, the alliance remains a reliable guarantor of peace",1,1,ok,0,0.0,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0
deepseek-ai/deepseek-v3.2,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,single_focus,,,single,0,1.0,1.0,0.9,"investment decisions depend nowadays on the policy makers of Washington and other world capitals. Will Congress, for example, find the will to cut Federal spending... Will taxes be raised and, if so, how will the increased burden be distributed? Will there be major simplification, or ltop­hole closing?... Will Japan open its markets enough to head off the rising tide of protectionist sentiment",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.95,investment decisions depend nowadays on the policy makers of Washington and other world capitals.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.95,"investment decisions depend nowadays on the policy makers of Washington and other world capitals. Will Congress, for example, find the will to cut Federal spending... Will taxes be raised... Will Japan open its markets enough to head off the rising tide of protectionist sentiment",0,1,ok,5,1.0,0.8,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,"investment decisions depend nowadays on the policy makers of Washington and other world capitals. Will Congress, for example, find the will to cut Federal spending... Will taxes be raised and, if so, how... Would a limitation of interest deductions for real estate, for example, result in lower property values... Will Japan open its markets enough to head off the rising tide of protectionist sentiment",0,1,ok,5,1.0,0.8,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,single_focus,,,single,0,0.0,0.0,0.9,"President-elect George W. Bush named Mr. Lindsey, 46, as his White House economic adviser, formalizing Mr. Lindsey's role as the incoming administration's top thinker on economic matters.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,single_long_control,,,single_control,0,0.0,0.0,0.9,"President-elect George W. Bush named Mr. Lindsey, 46, as his White House economic adviser, formalizing Mr. Lindsey's role as the incoming administration's top thinker on economic matters.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.9,"the Clinton administration has bungled relations with Japan, the world’s second-largest economy, and has called for a more cooperative relationship with that nation.",0,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.8,"the tax reductions would prompt consumers to save more money, helping insulate the nation from a deep recession if the long boom — which he has repeatedly called a bubble — were to pop.",0,1,ok,5,1.0,0.2,0.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_79,0,0,LAT,2007,15467,15467,4989,1,single_focus,,,single,0,0.0,1.0,0.9,the contest over who would dictate the course of Israeli policy,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_79,0,0,LAT,2007,15467,15467,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.9,"In the contest over who would dictate the course of Israeli policy, the generals had prevailed.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_79,0,0,LAT,2007,15467,15467,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,the generals believed that clearly demonstrating the IDF's superiority would shore up the Israeli deterrent.,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_79,0,0,LAT,2007,15467,15467,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,the contest over who would dictate the course of Israeli policy,1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,single_focus,,,single,0,0.0,1.0,0.95,continuing uncertainty over what BCCI assets are left,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,single_long_control,,,single_control,0,0.0,1.0,0.95,because of continuing uncertainty over what BCCI assets are left,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.9,continuing uncertainty over what BCCI assets are left,1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.85,"The European isnion's representative in,the isnited. States called for a new transatlantic free-trade agreement",0,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_654,0,0,SFC,2000,6665,6665,4989,1,single_focus,,,single,0,0.0,1.0,0.9,"Christine Callies, chief investment strategist at Credit Suisse First Boston in New York, expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_654,0,0,SFC,2000,6665,6665,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.95,"Christine Callies, chief investment strategist at Credit Suisse First Boston in New York, expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_654,0,0,SFC,2000,6665,6665,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.9,"Christine Callies, chief investment strategist at Credit Suisse First Boston in New York, expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.",1,1,ok,0,0.0,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0
deepseek-ai/deepseek-v3.2,Current_654,0,0,SFC,2000,6665,6665,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,"Christine Callies, chief investment strategist at Credit Suisse First Boston in New York, expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.",1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,single_focus,,,single,0,1.0,1.0,0.95,the feeling of uncertainty over the future of China's economic liberalization program,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.9,the feeling of uncertainty over *irthe future of China's economic liberal­ization program,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.9,"The toymakers are being pushed both by the economic austerity program of China's leaders, who have cut back many of the privileges of Guangdong province, where most of the toy factories are located, and by the June 4 crackdown on student dissidents in Tiananmen Square.",0,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,the feeling of uncertainty over the future of China's economic liberalization program,0,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,single_focus,,,single,0,1.0,1.0,0.85,Republican leaders in the new Legislature have enthusiastically exhumed the oft-snuffed plan to throw away $60 million of public funds on a Major League Baseball park in South Florida.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,single_long_control,,,single_control,0,1.0,1.0,0.9,Republican leaders in the new Legislature have enthusiastically exhumed the oft-snuffed plan to throw away $60 million of public funds,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.95,"But Bush and Lee are gone, and a new breed of free-spending, jock-waving Republicans are poised to re-subsidize not only the Marlins, but every other pro-sports franchise in the state.",1,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,uncertainty about government policy decisions is directly discussed: whether the legislature will approve the stadium subsidy bills.,0,1,ok,5,1.0,0.8,0.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,single_focus,,,single,0,0.0,0.0,0.8,"The region is a place beset today by bloated bureaucracies, not-ready-for-Internet regimes, vast numbers of underemployed, scheming militants, oil prices falling off the table and looming leadership succession that scares the dickens out of U.S. policymakers.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,single_long_control,,,single_control,0,0.0,0.0,0.9,"The region is a place beset today by bloated bureaucracies, not-ready-for-Internet regimes, vast numbers of underemployed, scheming militants, oil prices falling off the table and looming leadership succession that scares the dickens out of U.S. policymakers.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.9,"The region is a place beset today by bloated bureaucracies, not-ready-for-Internet regimes, vast numbers of underemployed, scheming militants, oil prices falling off the table and looming leadership succession that scares the dickens out of U.S. policymakers.",0,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.95,"The succession of King Abdullah of Jordan from the late King Hussein, who was buried Monday, is likely to be the easiest and most trouble-free among an expected new generation of leaders.",1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_733,0,0,MIHB,2009,3957,3957,3957,0,single_focus,,,single,0,0.0,1.0,0.98,"The last place Gabriel Aldana, a student at the Homestead campus of Miami Dade College, expected to work was at Florida Power & Light's Turkey Point nuclear power station.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_733,0,0,MIHB,2009,3957,3957,3957,0,single_long_control,,,single_control,0,0.0,1.0,0.95,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_733,0,0,MIHB,2009,3957,3957,3957,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_733,0,0,MIHB,2009,3957,3957,3957,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,many people are uncertain they will keep the jobs they have,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Current_1975,1,0,NYT,2001,1186,1186,1186,0,single_focus,,,single,0,0.0,0.0,0.9,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1975,1,0,NYT,2001,1186,1186,1186,0,single_long_control,,,single_control,0,0.0,0.0,0.9,uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1975,1,0,NYT,2001,1186,1186,1186,0,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.9,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_1975,1,0,NYT,2001,1186,1186,1186,0,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.9,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_814,1,1,MIHB,2006,8405,8405,4989,1,single_focus,,,single,0,0.0,0.0,0.2,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_814,1,1,MIHB,2006,8405,8405,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.75,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_814,1,1,MIHB,2006,8405,8405,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.85,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,5,1.0,0.8,0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_814,1,1,MIHB,2006,8405,8405,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.9,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_1650,1,1,SFC,1998,8181,8181,4989,1,single_focus,,,single,0,0.0,0.0,0.99,This article appeared on page E - 1 of the San Francisco Chronicle,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1650,1,1,SFC,1998,8181,8181,4989,1,single_long_control,,,single_control,0,0.0,0.0,1.0,ARABELLA: Strauss' opera plays six more times through October 4 at the War Memorial Opera House. Tickets: $22-$145. Call (415) 864-3330,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1650,1,1,SFC,1998,8181,8181,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.99,"Like nearly every Strauss opera, ``Arabella'' has two protagonists -- the soprano and the orchestra",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_1650,1,1,SFC,1998,8181,8181,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.95,"This was the final collaboration between Strauss and dramatist Hugo von Hofmannsthal, who also wrote the librettos for ""Elektra,"" ""Der Rosenkavalier,"" 'Ariadne auf Naxos"" and ""Die Frau ohne Schatten.""",0,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,single_focus,,,single,0,0.0,1.0,0.9,the recession and the lingering slump in the real estate market.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,single_long_control,,,single_control,0,0.0,1.0,0.9,the recession and the lingering slump in the real estate market.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,blamed the same factors battering many other California savings and loans for its problems: the recession and the lingering slump in the real estate market,0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,profitability for the quarter ending March 31 is 'in question.',0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
deepseek-ai/deepseek-v3.2,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,single_focus,,,single,0,0.0,1.0,0.95,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.95,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
deepseek-ai/deepseek-v3.2,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
