article_key,llm_name,gold_epu,disagreement_flag,single_acc,single_long_control_acc,primary_first_acc,primary_last_acc,primary_first_pred,primary_last_pred,order_flip
Current_1585,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,0.0,1.0,1,0,1
Current_558,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_4056,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1452,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1661,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,1.0,0.0,1,0,1
Current_961,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_521,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1398,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1095,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_1505,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1681,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,0.0,1.0,1,0,1
Midcentury_2398,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_3106,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_562,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_657,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,1.0,0.0,1,0,1
Current_371,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1667,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_1009,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_5357,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,1.0,0.0,1,0,1
Current_891,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1301,deepseek-ai/deepseek-v3.2,1,1,1.0,0.0,1.0,1.0,1,1,0
Current_80,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1331,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1655,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_153,deepseek-ai/deepseek-v3.2,0,0,0.0,0.0,0.0,0.0,1,1,0
Midcentury_4882,deepseek-ai/deepseek-v3.2,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1099,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_22,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_5069,deepseek-ai/deepseek-v3.2,1,0,1.0,0.0,0.0,0.0,0,0,0
Midcentury_6461,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1224,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,1.0,0.0,1,0,1
Current_992,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Midcentury_8722,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1539,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_906,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_378,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_456,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1233,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1314,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_622,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_973,deepseek-ai/deepseek-v3.2,0,1,0.0,1.0,1.0,1.0,0,0,0
Current_1248,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_676,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_8690,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1022,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_380,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1706,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_493,deepseek-ai/deepseek-v3.2,1,0,0.0,1.0,0.0,0.0,0,0,0
Current_560,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1148,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,0.0,1.0,1,0,1
Current_1212,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_50,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_71,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1367,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_6876,deepseek-ai/deepseek-v3.2,0,0,0.0,1.0,1.0,0.0,0,1,1
Midcentury_991,deepseek-ai/deepseek-v3.2,0,0,0.0,0.0,0.0,0.0,1,1,0
Midcentury_1120,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,0.0,0,1,1
Current_399,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_616,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1866,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,0.0,1.0,1,0,1
Current_1285,deepseek-ai/deepseek-v3.2,0,0,1.0,0.0,1.0,1.0,0,0,0
Current_1939,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_341,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_2735,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_963,deepseek-ai/deepseek-v3.2,1,1,1.0,0.0,0.0,1.0,0,1,1
Midcentury_7857,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_874,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,1.0,0.0,1,0,1
Current_780,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_653,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_629,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1610,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,1.0,0,1,1
Current_430,deepseek-ai/deepseek-v3.2,0,0,1.0,0.0,0.0,1.0,1,0,1
Current_748,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_909,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1333,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,0.0,1,0,1
Midcentury_2987,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1270,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_226,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_461,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_7054,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1036,deepseek-ai/deepseek-v3.2,1,1,0.0,1.0,0.0,0.0,0,0,0
Current_931,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1332,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1152,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,0.0,1.0,1,0,1
Current_1456,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1365,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_15,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_381,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1400,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1113,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1267,deepseek-ai/deepseek-v3.2,0,0,1.0,0.0,0.0,1.0,1,0,1
Current_1,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_1756,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1379,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1064,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_205,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_728,deepseek-ai/deepseek-v3.2,0,0,0.0,1.0,0.0,1.0,1,0,1
Current_1915,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1455,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_261,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1506,deepseek-ai/deepseek-v3.2,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_1346,deepseek-ai/deepseek-v3.2,0,0,0.0,0.0,0.0,0.0,1,1,0
Current_1983,deepseek-ai/deepseek-v3.2,1,0,1.0,0.0,1.0,0.0,1,0,1
Midcentury_1175,deepseek-ai/deepseek-v3.2,0,0,0.0,1.0,0.0,0.0,1,1,0
Current_1155,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_510,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_107,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Current_2029,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_59,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1634,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1474,deepseek-ai/deepseek-v3.2,1,0,0.0,1.0,1.0,0.0,1,0,1
Current_548,deepseek-ai/deepseek-v3.2,1,0,0.0,1.0,0.0,0.0,0,0,0
Current_70,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_639,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1182,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1750,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_942,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Midcentury_2102,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1730,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_564,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_7369,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_480,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,0.0,1.0,1,0,1
Current_998,deepseek-ai/deepseek-v3.2,0,1,1.0,1.0,1.0,1.0,0,0,0
Midcentury_4991,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,1.0,0.0,1,0,1
Current_575,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_774,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_2027,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_1230,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_6925,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,0.0,1,0,1
Midcentury_7944,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1842,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_1078,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1806,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1237,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,0.0,1,0,1
Current_1087,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1561,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Midcentury_5607,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1362,deepseek-ai/deepseek-v3.2,1,1,1.0,1.0,1.0,1.0,1,1,0
Midcentury_1634,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_6739,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_1618,deepseek-ai/deepseek-v3.2,1,1,0.0,0.0,0.0,0.0,0,0,0
Current_1673,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,1.0,0,1,1
Current_1533,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Midcentury_1465,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,0.0,0,1,1
Current_1313,deepseek-ai/deepseek-v3.2,1,1,1.0,1.0,1.0,1.0,1,1,0
Current_534,deepseek-ai/deepseek-v3.2,0,0,0.0,1.0,0.0,0.0,1,1,0
Midcentury_8445,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_486,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_3349,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1541,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_3411,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Midcentury_5457,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_4746,deepseek-ai/deepseek-v3.2,1,0,1.0,1.0,1.0,1.0,1,1,0
Current_679,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_862,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_1532,deepseek-ai/deepseek-v3.2,1,0,0.0,0.0,0.0,0.0,0,0,0
Current_765,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Current_74,deepseek-ai/deepseek-v3.2,0,0,1.0,1.0,1.0,1.0,0,0,0
Midcentury_1259,deepseek-ai/deepseek-v3.2,1,0,1.0,0.0,1.0,0.0,1,0,1
Current_848,deepseek-ai/deepseek-v3.2,1,1,1.0,0.0,0.0,0.0,0,0,0
