article_key,condition,llm_name,single_long_control_epu_pred,single_long_control_epu_correct,single_long_control_confidence,single_long_control_focus_excerpt,single_long_control_excerpt_in_target,single_long_control_json_valid,single_long_control_parse_status,single_long_control_raw_json,single_long_control_who_pred,single_long_control_who_correct,single_long_control_who_requested,single_long_control_who_present,single_long_control_actions_pred,single_long_control_actions_correct,single_long_control_actions_requested,single_long_control_actions_present,single_long_control_effects_pred,single_long_control_effects_correct,single_long_control_effects_requested,single_long_control_effects_present,single_long_control_mention_foreign_pred,single_long_control_mention_foreign_correct,single_long_control_mention_foreign_requested,single_long_control_mention_foreign_present,single_long_control_mainly_foreign_pred,single_long_control_mainly_foreign_correct,single_long_control_mainly_foreign_requested,single_long_control_mainly_foreign_present,single_long_control_requested_task_count,single_long_control_task_completion_count,single_long_control_completion_share,single_long_control_aux_mean
Current_733,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.95,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1975,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.9,uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_814,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.75,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.75,
  ""focus_excerpt"": ""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1650,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,1.0,ARABELLA: Strauss' opera plays six more times through October 4 at the War Memorial Opera House. Tickets: $22-$145. Call (415) 864-3330,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 1.0,
  ""focus_excerpt"": ""ARABELLA: Strauss' opera plays six more times through October 4 at the War Memorial Opera House. Tickets: $22-$145. Call (415) 864-3330""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_1448,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.9,the recession and the lingering slump in the real estate market.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""the recession and the lingering slump in the real estate market.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1898,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.95,"Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Many investors, relatively new to the stock market, watched the value of their portfolios drop for the first time ever and were uncertain whether to buy or sell.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_125,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.9,The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_32,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.95,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{""epu"": 0, ""confidence"": 0.95, ""focus_excerpt"": ""It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_7951,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.99,"Now that Mr. Buford, a native of California who came to England to pursue a graduate degree in English and never left, is abandoning his creation for the new post of fiction and literary editor at The New York- * er, people who know Granta are ask­ing, what will become of it now?",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.99,
  ""focus_excerpt"": ""Now that Mr. Buford, a native of California who came to England to pursue a graduate degree in English and never left, is abandoning his creation for the new post of fiction and literary editor at The New York- * er, people who know Granta are ask­ing, what will become of it now?""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_523,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.8,"the plan for a so-called ""super tax"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""the plan for a so-called \""super tax\"" of 40 percent on mining profits. This was the subject of a barrage of attacks from mining companies that put projects on hold and accused the government of undermining Australia""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1945,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.8,"pocketbook issues, not foreign policy, will determine the next election",0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""pocketbook issues, not foreign policy, will determine the next election""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_199,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.95,"Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Over the last couple of weeks, uncertainty has been building in how earnings will play out over the next four weeks""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1857,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.9,economic conditions were still uncertain,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""economic conditions were still uncertain""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_411,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.8,they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_689,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.8,"Putin said Wednesday that because the isnited States so heavily outspends Russia in the military sphere, Moscow's aim was not to match is.S. forces in quantitative terms.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Putin said Wednesday that because the isnited States so heavily outspends Russia in the military sphere, Moscow's aim was not to match is.S. forces in quantitative terms.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1424,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.8,"Republican Sens. Kay Bailey Hutchison and John Cornyn, who said they do not oppose a federal mandate for clean energy soarees, have nevertheless blocked it by preventing the energy bill from going to a conference committee.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Republican Sens. Kay Bailey Hutchison and John Cornyn, who said they do not oppose a federal mandate for clean energy soarees, have nevertheless blocked it by preventing the energy bill from going to a conference committee.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1608,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.8,the celebrations revealed uncertain relations with King Hassan of Morocco that could jeopardize the newly created Arab Maghreb isnion. They also revealed ambiguous European attitudes toward the Libyan leader,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""the celebrations revealed uncertain relations with King Hassan of Morocco that could jeopardize the newly created Arab Maghreb isnion. They also revealed ambiguous European attitudes toward the Libyan leader""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_38,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.9,"The release of the CPI report, expected at 7:30 a.m. Dallas time, takes on more importance this time. It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""The release of the CPI report, expected at 7:30 a.m. Dallas time, takes on more importance this time. It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1502,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.95,"The Big Five states traversed by this 1,000-mile-long causeway provide 99 electoral votes, better than one-third the 270 needed to win the White House.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The Big Five states traversed by this 1,000-mile-long causeway provide 99 electoral votes, better than one-third the 270 needed to win the White House.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_892,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.9,Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Los Angeles city leaders face the added challenge this year of overcoming the public discord over Mayor James K. Hahn's decision not to back Police Chief Bernard Parks for another term.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1552,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.9,protect graduate education from the uncertainties of federal research funding,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""protect graduate education from the uncertainties of federal research funding""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_882,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.8,"Pile on to this uncertainty a threat that the Federal Reserve will raise interest rates, a declining dollar, tougher corporate earnings comparables, a questionable outlook for consumer spending, and evidence that speculation has re-entered the stock market, and the next 12 months could produce any number of outcomes.",0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Pile on to this uncertainty a threat that the Federal Reserve will raise interest rates, a declining dollar, tougher corporate earnings comparables, a questionable outlook for consumer spending, and evidence that speculation has re-entered the stock market, and the next 12 months could produce any number of outcomes.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1209,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.85,"Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_34,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.8,they argue about everything from how much democracy it should have to how it should cleanse its polluted harbor,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""they argue about everything from how much democracy it should have to how it should cleanse its polluted harbor""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1157,single_long_control,deepseek-ai/deepseek-v3.2,1.0,0.0,0.9,"Congress and the Obama administration s [...] Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.",0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""Congress and the Obama administration s [...] Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_2037,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.95,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_100,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.95,"The numbers go like this: In 1995 the Dow Jones industrial average, the premier blue-chip stock index, leaped 33.5%.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""The numbers go like this: In 1995 the Dow Jones industrial average, the premier blue-chip stock index, leaped 33.5%.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_501,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.95,"Nationalists such as [Vasco Lourenco] believe there is no chance that proud, old Portugal will find itself swallowed by Europe.",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Nationalists such as [Vasco Lourenco] believe there is no chance that proud, old Portugal will find itself swallowed by Europe.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_320,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.9,"People are more willing to defer needed expenditures in times ofeconomicneed anduncertainty,",1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""People are more willing to defer needed expenditures in times ofeconomicneed anduncertainty,""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_191,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.95,a feeling of glum uncertainty hangs over the place like summer fog,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""a feeling of glum uncertainty hangs over the place like summer fog""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_134,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.9,the remaining parcel's fate uncertain,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""the remaining parcel's fate uncertain""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6247,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.9,partly reflecting uncertainty about what several government reports this week will indicate about the economy's health.,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""partly reflecting uncertainty about what several government reports this week will indicate about the economy's health.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_868,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.9,the free-wheeling American way may create problems and uncertainties,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""the free-wheeling American way may create problems and uncertainties""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1447,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.85,we are seeing is better deals than we did in the past,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""we are seeing is better deals than we did in the past""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_438,single_long_control,deepseek-ai/deepseek-v3.2,1.0,0.0,0.7,political uncertainty,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.7,
  ""focus_excerpt"": ""political uncertainty""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_8062,single_long_control,deepseek-ai/deepseek-v3.2,1.0,0.0,0.75,Fed officials also have indicated they are not eager to boost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.,0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.75,
  ""focus_excerpt"": ""Fed officials also have indicated they are not eager to boost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6230,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.7,they're confused and they're scared of something they don't know about.,0,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.7,
  ""focus_excerpt"": ""they're confused and they're scared of something they don't know about.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_928,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.99,All three are brilliantly brought to life by Barker's unflinching eye for moral and sexual uncertainty.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.99,
  ""focus_excerpt"": ""All three are brilliantly brought to life by Barker's unflinching eye for moral and sexual uncertainty.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_502,single_long_control,deepseek-ai/deepseek-v3.2,0.0,1.0,0.95,Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1074,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.85,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts",0,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.85,
  ""focus_excerpt"": ""It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1824,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.7,"Such a declaration would release Eastern and the International Association of Machinists from the board's jurisdiction and trigger a 30-day ctoling-off period. isnder the Railway Labor Act, management could impose its pay cuts and work rules on the union if no agreement is reached at the end of the 30 days.",1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.7,
  ""focus_excerpt"": ""Such a declaration would release Eastern and the International Association of Machinists from the board's jurisdiction and trigger a 30-day ctoling-off period. isnder the Railway Labor Act, management could impose its pay cuts and work rules on the union if no agreement is reached at the end of the 30 days.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_414,single_long_control,deepseek-ai/deepseek-v3.2,0.0,0.0,0.9,The Federal Reserve Board on Wednesday set aside fears that the strongeconomycould spark inflation and left interest rates unchanged in an apparent effort to calm rattled financial markets.,1,1,ok,"{
  ""epu"": 0,
  ""confidence"": 0.9,
  ""focus_excerpt"": ""The Federal Reserve Board on Wednesday set aside fears that the strongeconomycould spark inflation and left interest rates unchanged in an apparent effort to calm rattled financial markets.""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_984,single_long_control,deepseek-ai/deepseek-v3.2,1.0,1.0,0.8,Our review indicated that gaining access to cheaper labor was the most important factor,1,1,ok,"{
  ""epu"": 1,
  ""confidence"": 0.8,
  ""focus_excerpt"": ""Our review indicated that gaining access to cheaper labor was the most important factor""
}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
