article_key,condition,llm_name,full_focus_epu_first_epu_pred,full_focus_epu_first_epu_correct,full_focus_epu_first_confidence,full_focus_epu_first_focus_excerpt,full_focus_epu_first_excerpt_in_target,full_focus_epu_first_json_valid,full_focus_epu_first_parse_status,full_focus_epu_first_raw_json,full_focus_epu_first_who_pred,full_focus_epu_first_who_correct,full_focus_epu_first_who_requested,full_focus_epu_first_who_present,full_focus_epu_first_actions_pred,full_focus_epu_first_actions_correct,full_focus_epu_first_actions_requested,full_focus_epu_first_actions_present,full_focus_epu_first_effects_pred,full_focus_epu_first_effects_correct,full_focus_epu_first_effects_requested,full_focus_epu_first_effects_present,full_focus_epu_first_mention_foreign_pred,full_focus_epu_first_mention_foreign_correct,full_focus_epu_first_mention_foreign_requested,full_focus_epu_first_mention_foreign_present,full_focus_epu_first_mainly_foreign_pred,full_focus_epu_first_mainly_foreign_correct,full_focus_epu_first_mainly_foreign_requested,full_focus_epu_first_mainly_foreign_present,full_focus_epu_first_requested_task_count,full_focus_epu_first_task_completion_count,full_focus_epu_first_completion_share,full_focus_epu_first_aux_mean
Current_1898,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.98,experts are divided over whether the market is experiencing a one-time correction or caught in the throes of something far more severe,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.98,""focus_excerpt"":""experts are divided over whether the market is experiencing a one-time correction or caught in the throes of something far more severe""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,0,1.0,1,1,5,2,0.4,0.2
Current_125,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.72,The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.72,""focus_excerpt"":""The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy.""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1,0.0,1,1,0,1.0,1,1,5,5,1.0,0.4
Current_32,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,0.0,0.95,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,1.0,1,1,0,0.0,1,1,5,2,0.4,0.2
Midcentury_7951,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.99,"people who know Granta are asking, what will become of it now?",0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.99,""focus_excerpt"":""people who know Granta are asking, what will become of it now?""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Current_523,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.89,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits.",1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.89,""focus_excerpt"":""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits.""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1,1.0,1,1,0,0.0,1,1,5,5,1.0,0.4
Current_1945,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.88,"political operatives for both parties believe that pocketbtok issues, not foreign policy, will determine the next election",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.88,""focus_excerpt"":""political operatives for both parties believe that pocketbtok issues, not foreign policy, will determine the next election""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Current_199,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,0.0,0.95,uncertainty has been building in how earnings will play out over the next four weeks,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.95,""focus_excerpt"":""uncertainty has been building in how earnings will play out over the next four weeks""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,0.0,1,1,0,1.0,1,1,5,2,0.4,0.2
Current_1857,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.87,"economic conditions were still uncertain, said he had told his budget office to prepare a list of ''contingency service restorations''",1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.87,""focus_excerpt"":""economic conditions were still uncertain, said he had told his budget office to prepare a list of ''contingency service restorations''""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.6
Current_411,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.81,they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.81,""focus_excerpt"":""they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it""}",1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1,1.0,1,1,1,1.0,1,1,5,5,1.0,0.8
Current_689,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.83,"the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline, including giving nearly $10,000 to women who have a second child.",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.83,""focus_excerpt"":""the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline, including giving nearly $10,000 to women who have a second child.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,1,0.0,1,1,5,2,0.4,0.0
Current_1424,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.94,Republican Sens. Kay Bailey Hutchison and John Cornyn... have nevertheless blocked it by preventing the energy bill from going to a conference committee. They oppose separate provisions that would repeal tax incentives for oil and gas producers.,0,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.94,""focus_excerpt"":""Republican Sens. Kay Bailey Hutchison and John Cornyn... have nevertheless blocked it by preventing the energy bill from going to a conference committee. They oppose separate provisions that would repeal tax incentives for oil and gas producers.""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0,0.0,1,1,0,1.0,1,1,5,5,1.0,0.6
Current_1608,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.75,"many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago",1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.75,""focus_excerpt"":""many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,5,5,1.0,0.8
Current_38,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,0.0,0.94,It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.94,""focus_excerpt"":""It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.4
Current_1502,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,0.0,0.91,"a lot of unhappiness among core Democrats"" in the Cleveland, Akron and Toledo areas about Clinton pushing through the North American Free Trade Agreement and signing the welfare reform bill",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.91,""focus_excerpt"":""a lot of unhappiness among core Democrats\"" in the Cleveland, Akron and Toledo areas about Clinton pushing through the North American Free Trade Agreement and signing the welfare reform bill""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,0.0,1,1,0,0.0,1,1,5,2,0.4,0.0
Current_892,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.68,"Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year",1,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.68,
  ""focus_excerpt"": ""Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year""
}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.8
Current_1552,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.83,the uncertain future of federal research dollars,1,1,ok,"{""epu"":1,""who"":0,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.83,""focus_excerpt"":""the uncertain future of federal research dollars""}",0.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0,0.0,1,1,0,0.0,1,1,5,5,1.0,0.4
Current_882,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.77,"a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends",1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.77,""focus_excerpt"":""a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends""}",1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1,0.0,1,1,0,1.0,1,1,5,5,1.0,0.6
Current_1209,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.93,"Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.93,""focus_excerpt"":""Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,1,0.0,1,1,5,2,0.4,0.0
Current_34,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.8,"As Hong Kong prepares for the 1997 Chinese takeover, and while Britain and China engage in an endless struggle of wills",1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.8,""focus_excerpt"":""As Hong Kong prepares for the 1997 Chinese takeover, and while Britain and China engage in an endless struggle of wills""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1,1.0,1,1,1,1.0,1,1,5,5,1.0,0.6
Current_1157,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,0.0,0.89,President Barack Obama has made it clear that reform is one of his top priorities,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.89,""focus_excerpt"":""President Barack Obama has made it clear that reform is one of his top priorities""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1,1.0,1,1,0,0.0,1,1,5,5,1.0,0.4
Midcentury_2037,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.97,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.97,""focus_excerpt"":""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Current_100,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.96,Tom Petruno discusses isS blue-chip multinational stocks.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.96,
  ""focus_excerpt"": ""Tom Petruno discusses isS blue-chip multinational stocks.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,0.0,1,1,0,1.0,1,1,5,2,0.4,0.2
Current_501,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,0.0,0.96,"Nationalists such as Lourenco believe there is no chance that proud, old Portugal will find itself swallowed by Europe.",0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.96,""focus_excerpt"":""Nationalists such as Lourenco believe there is no chance that proud, old Portugal will find itself swallowed by Europe.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,1.0,1,1,1,1.0,1,1,5,2,0.4,0.4
Current_320,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,1.0,0.76,People are more willing to defer needed expenditures in times of economic need and uncertainty,0,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.76,""focus_excerpt"":""People are more willing to defer needed expenditures in times of economic need and uncertainty""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.6
Current_191,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.96,a feeling of glum uncertainty hangs over the place like summer fog,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.96,""focus_excerpt"":""a feeling of glum uncertainty hangs over the place like summer fog""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Current_134,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,0.0,0.9,the remaining parcel's fate uncertain,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.9,""focus_excerpt"":""the remaining parcel's fate uncertain""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0,1.0,1,1,0,1.0,1,1,5,2,0.4,0.4
Midcentury_6247,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,0.0,0.65,amid debate about the economy's prospects and what the next move by the Federal Reserve System will be,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.65,""focus_excerpt"":""amid debate about the economy's prospects and what the next move by the Federal Reserve System will be""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.4
Current_868,full_focus_epu_first,openai/gpt-5.4-2026-03-05,0,1.0,0.9,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.9,""focus_excerpt"":""Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1,1.0,1,1,1,1.0,1,1,5,2,0.4,0.4
Current_1447,full_focus_epu_first,openai/gpt-5.4-2026-03-05,1,0.0,0.65,"Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers.",0,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.65,""focus_excerpt"":""Eitelberg, too, wonders why some of the federal bailout money hasn't ended up in Hartsko's coffers.""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0,1.0,1,1,0,1.0,1,1,5,5,1.0,0.4
