article_key,condition,llm_name,single_focus_epu_pred,single_focus_epu_correct,single_focus_confidence,single_focus_focus_excerpt,single_focus_excerpt_in_target,single_focus_json_valid,single_focus_parse_status,single_focus_raw_json,single_focus_who_pred,single_focus_who_correct,single_focus_who_requested,single_focus_who_present,single_focus_actions_pred,single_focus_actions_correct,single_focus_actions_requested,single_focus_actions_present,single_focus_effects_pred,single_focus_effects_correct,single_focus_effects_requested,single_focus_effects_present,single_focus_mention_foreign_pred,single_focus_mention_foreign_correct,single_focus_mention_foreign_requested,single_focus_mention_foreign_present,single_focus_mainly_foreign_pred,single_focus_mainly_foreign_correct,single_focus_mainly_foreign_requested,single_focus_mainly_foreign_present,single_focus_requested_task_count,single_focus_task_completion_count,single_focus_completion_share,single_focus_aux_mean
Current_1196,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.95,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,1,ok,"{""epu"":1,""confidence"":0.95,""focus_excerpt"":""Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1953,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.8,"Much rides on the May 17 elections in Israel, where Prime Minister Benjamin Netanyahu faces a stiff challenge",1,1,ok,"{""epu"": 0, ""confidence"": 0.8, ""focus_excerpt"": ""Much rides on the May 17 elections in Israel, where Prime Minister Benjamin Netanyahu faces a stiff challenge""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_733,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.98,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,"{""epu"":0,""confidence"":0.98,""focus_excerpt"":""At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1975,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.74,uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt,1,1,ok,"{""epu"":1,""confidence"":0.74,""focus_excerpt"":""uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_814,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.83,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{""epu"":1,""confidence"":0.83,""focus_excerpt"":""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1650,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.99,ARABELLA: Strauss' opera plays six more times through October 4 at the War Memorial Opera House.,1,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""ARABELLA: Strauss' opera plays six more times through October 4 at the War Memorial Opera House.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_1448,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.91,"it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1,ok,"{""epu"":1,""confidence"":0.91,""focus_excerpt"":""it was \""unlikely\"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1898,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.99,No one really knows what's going to happen in the next few months. The market could turn to bear or a roaring bull.,1,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""No one really knows what's going to happen in the next few months. The market could turn to bear or a roaring bull.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_125,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.73,The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy. ... The Bush administration issued rules giving a special emergency board led by Alan Greenspan wide discretion to support the troubled airline industry,0,1,ok,"{""epu"":1,""confidence"":0.73,""focus_excerpt"":""The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy. ... The Bush administration issued rules giving a special emergency board led by Alan Greenspan wide discretion to support the troubled airline industry""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_32,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.95,the market dropped. That wasn't possible,1,1,ok,"{""epu"":0,""confidence"":0.95,""focus_excerpt"":""the market dropped. That wasn't possible""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_7951,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.99,"people who know Granta are asking, what will become of it now?",0,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""people who know Granta are asking, what will become of it now?""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_523,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.87,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits.",1,1,ok,"{""epu"":1,""confidence"":0.87,""focus_excerpt"":""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1945,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.79,"He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the is.S. off imported oil.",1,1,ok,"{""epu"":0,""confidence"":0.79,""focus_excerpt"":""He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles, saying they would lead to new manufacturing jobs and wean the is.S. off imported oil.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_199,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.97,uncertainty has been building in how earnings will play out over the next four weeks,1,1,ok,"{""epu"":0,""confidence"":0.97,""focus_excerpt"":""uncertainty has been building in how earnings will play out over the next four weeks""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1857,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.78,"noting that economic conditions were still uncertain, said he had told his budget office to prepare a list of ''contingency service restorations''",1,1,ok,"{""epu"":1,""confidence"":0.78,""focus_excerpt"":""noting that economic conditions were still uncertain, said he had told his budget office to prepare a list of ''contingency service restorations''""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_411,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.92,they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it,1,1,ok,"{""epu"":1,""confidence"":0.92,""focus_excerpt"":""they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_689,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.81,"the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline, including giving nearly $10,000 to women who have a second child.",1,1,ok,"{""epu"":0,""confidence"":0.81,""focus_excerpt"":""the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline, including giving nearly $10,000 to women who have a second child.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1424,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.95,"would require that utilities obtain 15 percent of their power from wind, solar energy and other low- or zero-emission resources",0,1,ok,"{""epu"":1,""confidence"":0.95,""focus_excerpt"":""would require that utilities obtain 15 percent of their power from wind, solar energy and other low- or zero-emission resources""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1608,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.96,"many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago",1,1,ok,"{""epu"":0,""confidence"":0.96,""focus_excerpt"":""many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_38,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.93,It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{""epu"":1,""confidence"":0.93,""focus_excerpt"":""It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1502,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.96,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,1,ok,"{""epu"":0,""confidence"":0.96,""focus_excerpt"":""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_892,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.88,"Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year",1,1,ok,"{""epu"":0,""confidence"":0.88,""focus_excerpt"":""Having twice failed in recent years to win approval of police bond measures, Los Angeles city leaders face the added challenge this year""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1552,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.84,protect graduate education from the uncertainties of federal research funding,1,1,ok,"{""epu"":1,""confidence"":0.84,""focus_excerpt"":""protect graduate education from the uncertainties of federal research funding""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_882,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.85,"a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends",1,1,ok,"{""epu"":1,""confidence"":0.85,""focus_excerpt"":""a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1209,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.89,"Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.",1,1,ok,"{""epu"":0,""confidence"":0.89,""focus_excerpt"":""Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_34,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.75,"As Hong Kong prepares for the 1997 Chinese takeover, and while Britain and China engage in an endless struggle of wills",1,1,ok,"{""epu"":1,""confidence"":0.75,""focus_excerpt"":""As Hong Kong prepares for the 1997 Chinese takeover, and while Britain and China engage in an endless struggle of wills""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1157,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.86,"Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.",1,1,ok,"{""epu"":1,""confidence"":0.86,""focus_excerpt"":""Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery by offering new legal paths for immigration and temporary work, along with tough enforcement of the law.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_2037,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.98,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround",1,1,ok,"{""epu"":0,""confidence"":0.98,""focus_excerpt"":""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_100,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.97,"Basically, you should have just owned a basket of blue chips, and ignored every bad thing any critic had to say about them.",1,1,ok,"{""epu"":0,""confidence"":0.97,""focus_excerpt"":""Basically, you should have just owned a basket of blue chips, and ignored every bad thing any critic had to say about them.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_501,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.96,"In the 20 years since its peaceful rvolution against dictatorship, the once-isolated country has become an integral partner of the new Europe",1,1,ok,"{""epu"":0,""confidence"":0.96,""focus_excerpt"":""In the 20 years since its peaceful rvolution against dictatorship, the once-isolated country has become an integral partner of the new Europe""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_320,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.88,People are more willing to defer needed expenditures in times of economic need and uncertainty,0,1,ok,"{""epu"":0,""confidence"":0.88,""focus_excerpt"":""People are more willing to defer needed expenditures in times of economic need and uncertainty""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_191,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.97,"Still, it can't be denied San Francisco's lost a certain joie de vivre, a certain bonhomie, a certain je ne sais quoi, since the dot-com crash and the recession.",1,1,ok,"{""epu"":0,""confidence"":0.97,""focus_excerpt"":""Still, it can't be denied San Francisco's lost a certain joie de vivre, a certain bonhomie, a certain je ne sais quoi, since the dot-com crash and the recession.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_134,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.89,leaving the remaining parcel's fate uncertain,1,1,ok,"{""epu"":0,""confidence"":0.89,""focus_excerpt"":""leaving the remaining parcel's fate uncertain""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6247,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.76,"""amid debate about the economy's prospects and what the next move by the Federal Reserve System will be""",0,1,ok,"{""epu"": 1, ""confidence"": 0.76, ""focus_excerpt"": ""\""amid debate about the economy's prospects and what the next move by the Federal Reserve System will be\""""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_868,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.88,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,"{""epu"":0,""confidence"":0.88,""focus_excerpt"":""Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1447,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.8,companies with solid financials that simply can't get a bank loan,1,1,ok,"{""epu"":0,""confidence"":0.8,""focus_excerpt"":""companies with solid financials that simply can't get a bank loan""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_438,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.9,"the country faces high unemployment, political uncertainty and deeply rtoted corruption",1,1,ok,"{""epu"":0,""confidence"":0.9,""focus_excerpt"":""the country faces high unemployment, political uncertainty and deeply rtoted corruption""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_8062,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.69,Fed officials also have indicated they are not eager to boost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.,0,1,ok,"{""epu"":1,""confidence"":0.69,""focus_excerpt"":""Fed officials also have indicated they are not eager to boost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6230,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.66,"the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view",1,1,ok,"{""epu"":1,""confidence"":0.66,""focus_excerpt"":""the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money to clients who are safe in your view and my view, but not now in the regulator's view""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_928,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.99,"The Ghost Road'' is a fine, singularly intelligent and deeply moving novel",1,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""The Ghost Road'' is a fine, singularly intelligent and deeply moving novel""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_502,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.98,Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.,1,1,ok,"{""epu"":0,""confidence"":0.98,""focus_excerpt"":""Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1074,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.9,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved",0,1,ok,"{""epu"":1,""confidence"":0.9,""focus_excerpt"":""It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September, when the 2005-06 budget must be approved""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1824,single_focus,openai/gpt-5.4-2026-03-05,0,0.0,0.9,The uncertainty has angered management.,1,1,ok,"{""epu"":0,""confidence"":0.9,""focus_excerpt"":""The uncertainty has angered management.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_414,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.95,The Fed's decision not to act was widely expected among analysts.,1,1,ok,"{""epu"":1,""confidence"":0.95,""focus_excerpt"":""The Fed's decision not to act was widely expected among analysts.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_984,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.83,The release of the report this month reopens the 1992 election-year controversy over Washington's support for the Caribbean Basin program.,1,1,ok,"{""epu"":1,""confidence"":0.83,""focus_excerpt"":""The release of the report this month reopens the 1992 election-year controversy over Washington's support for the Caribbean Basin program.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_27,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.84,A large-scale privatization program is at a standstill.,1,1,ok,"{""epu"":1,""confidence"":0.84,""focus_excerpt"":""A large-scale privatization program is at a standstill.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_994,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.71,Senator Stevens's future in Congress is uncertain. ... he predicted that whoever holds the United States Senate seat for Alaska in the future will fight for legislation that protects Alaska Native corporations,0,1,ok,"{""epu"":1,""confidence"":0.71,""focus_excerpt"":""Senator Stevens's future in Congress is uncertain. ... he predicted that whoever holds the United States Senate seat for Alaska in the future will fight for legislation that protects Alaska Native corporations""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_272,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.97,I have been closely monitoring the High-Speed Rail Commission's progress and hope that the system will be built,1,1,ok,"{""epu"":0,""confidence"":0.97,""focus_excerpt"":""I have been closely monitoring the High-Speed Rail Commission's progress and hope that the system will be built""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_77,single_focus,openai/gpt-5.4-2026-03-05,1,1.0,0.75,activists across the country who are pressuring the government to lift the hemp ban,1,1,ok,"{""epu"":1,""confidence"":0.75,""focus_excerpt"":""activists across the country who are pressuring the government to lift the hemp ban""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_289,single_focus,openai/gpt-5.4-2026-03-05,1,0.0,0.76,"Canada's federal government hasn't ordered its departments to change their legislation to accommodate same-sex couples, nor has it set a deadline for them to do so",1,1,ok,"{""epu"":1,""confidence"":0.76,""focus_excerpt"":""Canada's federal government hasn't ordered its departments to change their legislation to accommodate same-sex couples, nor has it set a deadline for them to do so""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_284,single_focus,openai/gpt-5.4-2026-03-05,0,1.0,0.81,a new environmental enforcement agency opened offices here last fall promising to crack down as never before,1,1,ok,"{""epu"":0,""confidence"":0.81,""focus_excerpt"":""a new environmental enforcement agency opened offices here last fall promising to crack down as never before""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
