article_key,condition,llm_name,single_long_control_epu_pred,single_long_control_epu_correct,single_long_control_confidence,single_long_control_focus_excerpt,single_long_control_excerpt_in_target,single_long_control_json_valid,single_long_control_parse_status,single_long_control_raw_json,single_long_control_who_pred,single_long_control_who_correct,single_long_control_who_requested,single_long_control_who_present,single_long_control_actions_pred,single_long_control_actions_correct,single_long_control_actions_requested,single_long_control_actions_present,single_long_control_effects_pred,single_long_control_effects_correct,single_long_control_effects_requested,single_long_control_effects_present,single_long_control_mention_foreign_pred,single_long_control_mention_foreign_correct,single_long_control_mention_foreign_requested,single_long_control_mention_foreign_present,single_long_control_mainly_foreign_pred,single_long_control_mainly_foreign_correct,single_long_control_mainly_foreign_requested,single_long_control_mainly_foreign_present,single_long_control_requested_task_count,single_long_control_task_completion_count,single_long_control_completion_share,single_long_control_aux_mean
Current_1196,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.92,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,1,ok,"{""epu"":1,""confidence"":0.92,""focus_excerpt"":""Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1953,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.8,The Middle East's isncertain Future with chart: Falling Oil Prices,1,1,ok,"{""epu"":0,""confidence"":0.8,""focus_excerpt"":""The Middle East's isncertain Future with chart: Falling Oil Prices""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_733,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.98,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,"{""epu"":0,""confidence"":0.98,""focus_excerpt"":""At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1975,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.95,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,"{""epu"":0,""confidence"":0.95,""focus_excerpt"":""The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_814,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.79,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{""epu"":1,""confidence"":0.79,""focus_excerpt"":""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1650,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.99,"Joshua Kosman, Chronicle Music Critic Monday, September 14, 1998",1,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""Joshua Kosman, Chronicle Music Critic Monday, September 14, 1998""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_1448,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.83,"profitability for the quarter ending March 31 is ""in question."" Further, the company said it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1,ok,"{""epu"":1,""confidence"":0.83,""focus_excerpt"":""profitability for the quarter ending March 31 is \""in question.\"" Further, the company said it was \""unlikely\"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1898,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.97,No one really knows what's going to happen in the next few months. The market could turn to bear or a roaring bull.,1,1,ok,"{""epu"":0,""confidence"":0.97,""focus_excerpt"":""No one really knows what's going to happen in the next few months. The market could turn to bear or a roaring bull.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_125,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.76,President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy,1,1,ok,"{""epu"":1,""confidence"":0.76,""focus_excerpt"":""President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_32,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.95,the market dropped. That wasn't possible,1,1,ok,"{""epu"":0,""confidence"":0.95,""focus_excerpt"":""the market dropped. That wasn't possible""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_7951,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.99,"people who know Granta are asking, what will become of it now?",0,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""people who know Granta are asking, what will become of it now?""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_523,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.95,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits.",1,1,ok,"{""epu"":1,""confidence"":0.95,""focus_excerpt"":""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1945,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.68,He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles,1,1,ok,"{""epu"":1,""confidence"":0.68,""focus_excerpt"":""He pushed administration energy policies designed to btost automobile fuel efficiency and subsidize electric vehicles""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_199,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.96,uncertainty has been building in how earnings will play out over the next four weeks,1,1,ok,"{""epu"":0,""confidence"":0.96,""focus_excerpt"":""uncertainty has been building in how earnings will play out over the next four weeks""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1857,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.82,"noting that economic conditions were still uncertain, said he had told his budget office to prepare a list of ''contingency service restorations''",1,1,ok,"{""epu"":1,""confidence"":0.82,""focus_excerpt"":""noting that economic conditions were still uncertain, said he had told his budget office to prepare a list of ''contingency service restorations''""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_411,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.9,they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions,1,1,ok,"{""epu"":1,""confidence"":0.9,""focus_excerpt"":""they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_689,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.8,the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline,1,1,ok,"{""epu"":0,""confidence"":0.8,""focus_excerpt"":""the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures to reverse Russia's sharp population decline""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1424,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.95,"would require that utilities obtain 15 percent of their power from wind, solar energy and other low- or zero-emission resoarees",1,1,ok,"{""epu"":1,""confidence"":0.95,""focus_excerpt"":""would require that utilities obtain 15 percent of their power from wind, solar energy and other low- or zero-emission resoarees""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1608,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.95,"many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago",1,1,ok,"{""epu"":0,""confidence"":0.95,""focus_excerpt"":""many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_38,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.91,It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.,1,1,ok,"{""epu"":1,""confidence"":0.91,""focus_excerpt"":""It comes just two weeks before the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1502,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.9,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,1,ok,"{""epu"": 0, ""confidence"": 0.9, ""focus_excerpt"": ""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_892,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.94,Having twice failed in recent years to win approval of police bond measures,1,1,ok,"{""epu"":0,""confidence"":0.94,""focus_excerpt"":""Having twice failed in recent years to win approval of police bond measures""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1552,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.88,protect graduate education from the uncertainties of federal research funding,1,1,ok,"{""epu"":1,""confidence"":0.88,""focus_excerpt"":""protect graduate education from the uncertainties of federal research funding""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_882,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.86,"a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends",1,1,ok,"{""epu"":1,""confidence"":0.86,""focus_excerpt"":""a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts, such as capital gains and dividends""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1209,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.9,"Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.",1,1,ok,"{""epu"":0,""confidence"":0.9,""focus_excerpt"":""Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_34,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.74,"As Hong Kong prepares for the 1997 Chinese takeover, and while Britain and China engage in an endless struggle of wills",1,1,ok,"{""epu"":1,""confidence"":0.74,""focus_excerpt"":""As Hong Kong prepares for the 1997 Chinese takeover, and while Britain and China engage in an endless struggle of wills""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1157,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.84,Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery,1,1,ok,"{""epu"":1,""confidence"":0.84,""focus_excerpt"":""Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_2037,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.97,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround",1,1,ok,"{""epu"":0,""confidence"":0.97,""focus_excerpt"":""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_100,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.98,Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment.,1,1,ok,"{""epu"":0,""confidence"":0.98,""focus_excerpt"":""Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_501,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.96,it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar,1,1,ok,"{""epu"":0,""confidence"":0.96,""focus_excerpt"":""it is hard to overstate the backwardness of Portugal under dictator Antonio de Oliveira Salazar""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_320,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.87,People are more willing to defer needed expenditures in times ofeconomicneed anduncertainty,1,1,ok,"{""epu"":0,""confidence"":0.87,""focus_excerpt"":""People are more willing to defer needed expenditures in times ofeconomicneed anduncertainty""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_191,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.91,a feeling of glum uncertainty hangs over the place like summer fog,1,1,ok,"{""epu"":0,""confidence"":0.91,""focus_excerpt"":""a feeling of glum uncertainty hangs over the place like summer fog""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_134,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.9,leaving the remaining parcel's fate uncertain,1,1,ok,"{""epu"":0,""confidence"":0.9,""focus_excerpt"":""leaving the remaining parcel's fate uncertain""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6247,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.74,amid debate about the economy's prospects and what the next move by the Federal Reserve System will be,1,1,ok,"{""epu"":1,""confidence"":0.74,""focus_excerpt"":""amid debate about the economy's prospects and what the next move by the Federal Reserve System will be""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_868,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.79,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,"{""epu"":0,""confidence"":0.79,""focus_excerpt"":""Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1447,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.89,companies with solid financials that simply can't get a bank loan,1,1,ok,"{""epu"":0,""confidence"":0.89,""focus_excerpt"":""companies with solid financials that simply can't get a bank loan""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_438,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.89,"the country faces high unemployment, political uncertainty and deeply rtoted corruption",1,1,ok,"{""epu"":0,""confidence"":0.89,""focus_excerpt"":""the country faces high unemployment, political uncertainty and deeply rtoted corruption""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_8062,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.79,Fed officials also have indicated they are not eager to boost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.,0,1,ok,"{""epu"":1,""confidence"":0.79,""focus_excerpt"":""Fed officials also have indicated they are not eager to boost short-term interest rates again until they have more evidence about the impact the previous rate increases will have on economic activity.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Midcentury_6230,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.72,the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money,1,1,ok,"{""epu"":1,""confidence"":0.72,""focus_excerpt"":""the banks will put pressure on the regulators to come up with a strategy that will allow them to lend money""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_928,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.99,"a trilogy of novels set during the first World War among a group of shell-shocked, traumatized British soldiers",1,1,ok,"{""epu"":0,""confidence"":0.99,""focus_excerpt"":""a trilogy of novels set during the first World War among a group of shell-shocked, traumatized British soldiers""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_502,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.97,Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.,1,1,ok,"{""epu"":0,""confidence"":0.97,""focus_excerpt"":""Traders said the morning rally was cut short on news of Russia's debt-restructuring plan details.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1074,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.9,"It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September",0,1,ok,"{""epu"":1,""confidence"":0.9,""focus_excerpt"":""It's uncertain, however, whether such a fiscal climate might lead to tax increases and city service cuts come September""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1824,single_long_control,openai/gpt-5.4-2026-03-05,0,0.0,0.89,The uncertainty has angered management.,1,1,ok,"{""epu"":0,""confidence"":0.89,""focus_excerpt"":""The uncertainty has angered management.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_414,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.93,Mr. Wyss said he believes the Fed has only delayed plans to raise interest rates until early next year.,1,1,ok,"{""epu"":1,""confidence"":0.93,""focus_excerpt"":""Mr. Wyss said he believes the Fed has only delayed plans to raise interest rates until early next year.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_984,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.82,Congress last year banned the use of government money to lure U.S. businesses overseas or to fund programs that don't respect workers' rights.,0,1,ok,"{""epu"":1,""confidence"":0.82,""focus_excerpt"":""Congress last year banned the use of government money to lure U.S. businesses overseas or to fund programs that don't respect workers' rights.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_27,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.77,"He told a diplomatic gathering recently that he intended to go ahead with new laws designed to attract foreign investment. In the present uncertainty, not even Mr. Shevardnadze is expecting an overnight transformation.",0,1,ok,"{""epu"":1,""confidence"":0.77,""focus_excerpt"":""He told a diplomatic gathering recently that he intended to go ahead with new laws designed to attract foreign investment. In the present uncertainty, not even Mr. Shevardnadze is expecting an overnight transformation.""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_994,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.81,Senator Stevens's future in Congress is uncertain,1,1,ok,"{""epu"":1,""confidence"":0.81,""focus_excerpt"":""Senator Stevens's future in Congress is uncertain""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_272,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.91,I have been closely monitoring the High-Speed Rail Commission's progress and hope that the system will be built,1,1,ok,"{""epu"":0,""confidence"":0.91,""focus_excerpt"":""I have been closely monitoring the High-Speed Rail Commission's progress and hope that the system will be built""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_77,single_long_control,openai/gpt-5.4-2026-03-05,1,1.0,0.88,activists across the country who are pressuring the government to lift the hemp ban,1,1,ok,"{""epu"":1,""confidence"":0.88,""focus_excerpt"":""activists across the country who are pressuring the government to lift the hemp ban""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_289,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.84,"the federal government hasn't ordered its departments to change their legislation to accommodate same-sex couples, nor has it set a deadline for them to do so",0,1,ok,"{""epu"":1,""confidence"":0.84,""focus_excerpt"":""the federal government hasn't ordered its departments to change their legislation to accommodate same-sex couples, nor has it set a deadline for them to do so""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_284,single_long_control,openai/gpt-5.4-2026-03-05,1,0.0,0.69,"officials announced a new dawn in the country's fight against pollution, new prtof that if Mexico was allowed to join Canada and the isnited States in the North American Free Trade Agreement it would not sacrifice its environment",1,1,ok,"{""epu"":1,""confidence"":0.69,""focus_excerpt"":""officials announced a new dawn in the country's fight against pollution, new prtof that if Mexico was allowed to join Canada and the isnited States in the North American Free Trade Agreement it would not sacrifice its environment""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_704,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.92,South Africa is plunging head first into a racial civil war,1,1,ok,"{""epu"":0,""confidence"":0.92,""focus_excerpt"":""South Africa is plunging head first into a racial civil war""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
Current_1279,single_long_control,openai/gpt-5.4-2026-03-05,0,1.0,0.93,"Given all the uncertainties about the C-17 program, it's too soon to forecast what our employment levels will be in 2009",0,1,ok,"{""epu"":0,""confidence"":0.93,""focus_excerpt"":""Given all the uncertainties about the C-17 program, it's too soon to forecast what our employment levels will be in 2009""}",,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,0,0,,
