article_key,condition,llm_name,full_focus_epu_last_epu_pred,full_focus_epu_last_epu_correct,full_focus_epu_last_confidence,full_focus_epu_last_focus_excerpt,full_focus_epu_last_excerpt_in_target,full_focus_epu_last_json_valid,full_focus_epu_last_parse_status,full_focus_epu_last_raw_json,full_focus_epu_last_who_pred,full_focus_epu_last_who_correct,full_focus_epu_last_who_requested,full_focus_epu_last_who_present,full_focus_epu_last_actions_pred,full_focus_epu_last_actions_correct,full_focus_epu_last_actions_requested,full_focus_epu_last_actions_present,full_focus_epu_last_effects_pred,full_focus_epu_last_effects_correct,full_focus_epu_last_effects_requested,full_focus_epu_last_effects_present,full_focus_epu_last_mention_foreign_pred,full_focus_epu_last_mention_foreign_correct,full_focus_epu_last_mention_foreign_requested,full_focus_epu_last_mention_foreign_present,full_focus_epu_last_mainly_foreign_pred,full_focus_epu_last_mainly_foreign_correct,full_focus_epu_last_mainly_foreign_requested,full_focus_epu_last_mainly_foreign_present,full_focus_epu_last_requested_task_count,full_focus_epu_last_task_completion_count,full_focus_epu_last_completion_share,full_focus_epu_last_aux_mean
Current_1196,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.95,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.95,""focus_excerpt"":""Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1953,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.95,The Middle East's uncertain Future with chart: Falling Oil Prices,0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.95,""focus_excerpt"":""The Middle East's uncertain Future with chart: Falling Oil Prices""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,0.0,1,1,5,2,0.4,0.2
Current_733,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.99,many people are uncertain they will keep the jobs they have,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.99,""focus_excerpt"":""many people are uncertain they will keep the jobs they have""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1,5,2,0.4,0.0
Current_1975,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.96,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.96,""focus_excerpt"":""The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1,5,2,0.4,0.4
Current_814,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.78,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,"{""epu"":1,""who"":0,""actions"":0,""effects"":1,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.78,""focus_excerpt"":""Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.""}",0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,5,5,1.0,0.8
Current_1650,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.99,the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":null,""mainly_foreign"":null,""confidence"":0.99,""focus_excerpt"":""the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,5,0,0.0,0.0
Midcentury_1448,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,0.0,0.88,"it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1,ok,"{""epu"":1,""who"":0,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.88,""focus_excerpt"":""it was \""unlikely\"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve""}",0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1898,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.97,were uncertain whether to buy or sell,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.97,""focus_excerpt"":""were uncertain whether to buy or sell""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1,5,2,0.4,0.2
Current_125,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.81,G-7 Seeks Economic Remedies Treasury Secretary Paul H. O'Neill said the Group of Seven leading industrial nations would explore ways of stimulating their economies,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.81,""focus_excerpt"":""G-7 Seeks Economic Remedies Treasury Secretary Paul H. O'Neill said the Group of Seven leading industrial nations would explore ways of stimulating their economies""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1,5,2,0.4,0.2
Current_32,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.96,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.96,
  ""focus_excerpt"": ""It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1,5,2,0.4,0.4
Midcentury_7951,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.98,"people who know Granta are asking, what will become of it now?",0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.98,""focus_excerpt"":""people who know Granta are asking, what will become of it now?""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1,5,2,0.4,0.0
Current_523,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.89,"The immediate cause of that decline was the plan for a so-called ""super tax"" of 40 percent on mining profits.",1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.89,""focus_excerpt"":""The immediate cause of that decline was the plan for a so-called \""super tax\"" of 40 percent on mining profits.""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,5,5,1.0,0.4
Current_1945,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.83,"political operatives for both parties believe that pocketbtok issues, not foreign policy, will determine the next election",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.83,""focus_excerpt"":""political operatives for both parties believe that pocketbtok issues, not foreign policy, will determine the next election""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1,5,2,0.4,0.2
Current_199,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.98,"""uncertainty has been building in how earnings will play out over the next four weeks""",0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.98,""focus_excerpt"":""\""uncertainty has been building in how earnings will play out over the next four weeks\""""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,1.0,1,1,5,2,0.4,0.2
Current_1857,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.88,noting that economic conditions were still uncertain,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.88,
  ""focus_excerpt"": ""noting that economic conditions were still uncertain""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_411,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.88,they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it,1,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.88,
  ""focus_excerpt"": ""they are heading home today uncertain whether the Clinton Administration will obtain an agreement with strong enough anti-dumping provisions that they will be able to support it""
}",1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,5,5,1.0,0.8
Current_689,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.88,the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 1,
  ""confidence"": 0.88,
  ""focus_excerpt"": ""the bulk of the speech focused on domestic policies. [Vladimir V. Putin] called for wide-ranging measures""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1,5,2,0.4,0.0
Current_1424,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.92,"would require that utilities obtain 15 percent of their power from wind, solar energy and other low- or zero-emission resources",0,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.92,""focus_excerpt"":""would require that utilities obtain 15 percent of their power from wind, solar energy and other low- or zero-emission resources""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1608,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.97,"many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.97,""focus_excerpt"":""many Western governments, including the isnited States, remain wary of the depth of his commitment to withdraw support from terror groups and thus maintain embargoes and sanctions imposed years ago""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1,5,2,0.4,0.4
Current_38,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,0.0,0.92,the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted,1,1,ok,"{""epu"":1,""who"":0,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.92,""focus_excerpt"":""the Federal Reserve's Open Market Committee meets to decide whether another hike in short-term interest rates is warranted""}",0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1502,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.96,Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.96,""focus_excerpt"":""Welcome to Main Street of Campaign 1996--the road President Clinton and Republican challenger Bob Dole will travel almost obsessively through the Nov. 5 election.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1,5,2,0.4,0.0
Current_892,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.95,Having twice failed in recent years to win approval of police bond measures,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.95,""focus_excerpt"":""Having twice failed in recent years to win approval of police bond measures""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_1552,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.9,protect graduate education from the uncertainties of federal research funding,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.9,""focus_excerpt"":""protect graduate education from the uncertainties of federal research funding""}",1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1,5,5,1.0,0.2
Current_882,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.84,a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts,1,1,ok,"{
  ""epu"": 1,
  ""who"": 1,
  ""actions"": 1,
  ""effects"": 1,
  ""mention_foreign"": 1,
  ""mainly_foreign"": 0,
  ""confidence"": 0.84,
  ""focus_excerpt"": ""a certain Bush victory would remove the possibility of the repeal of some of the more investor-friendly tax cuts""
}",1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,5,5,1.0,0.6
Current_1209,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.94,"Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.94,""focus_excerpt"":""Economic problems and the repeal of apartheid in South Africa, Lesotho's overpowering neighbor on all sides, raise even more questions about what lies ahead.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1,5,2,0.4,0.0
Current_34,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,1.0,0.76,they argue about everything from how much democracy it should have,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.76,""focus_excerpt"":""they argue about everything from how much democracy it should have""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,5,5,1.0,0.6
Current_1157,full_focus_epu_last,openai/gpt-5.4-2026-03-05,1.0,0.0,0.89,Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery,1,1,ok,"{""epu"":1,""who"":1,""actions"":1,""effects"":1,""mention_foreign"":1,""mainly_foreign"":0,""confidence"":0.89,""focus_excerpt"":""Congress and the administration have an opportunity now to develop and put in place an immigration strategy for the recovery""}",1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,5,5,1.0,0.4
Midcentury_2037,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.98,"Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround",1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.98,
  ""focus_excerpt"": ""Philanthropy, one of the nation's most spectacular growth industries for the last decade, is feeling the pinch of the market turnaround""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_100,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.97,Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment.,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.97,""focus_excerpt"":""Caution and skepticism usually aren't bad things to bring to the table when you're ltoking to make an investment.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_501,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.97,"Portugal was a rural society, isolated, insular and dirt ptor",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.97,""focus_excerpt"":""Portugal was a rural society, isolated, insular and dirt ptor""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1,5,2,0.4,0.4
Current_320,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.93,People are more willing to defer needed expenditures in times of economic need and uncertainty,0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.93,""focus_excerpt"":""People are more willing to defer needed expenditures in times of economic need and uncertainty""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_191,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.95,a feeling of glum uncertainty hangs over the place like summer fog,1,1,ok,"{
  ""epu"": 0,
  ""who"": null,
  ""actions"": null,
  ""effects"": null,
  ""mention_foreign"": 0,
  ""mainly_foreign"": 0,
  ""confidence"": 0.95,
  ""focus_excerpt"": ""a feeling of glum uncertainty hangs over the place like summer fog""
}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_134,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,0.0,0.94,leaving the remaining parcel's fate uncertain,1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.94,""focus_excerpt"":""leaving the remaining parcel's fate uncertain""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Midcentury_6247,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.92,reflecting uncertainty about what several government reports this week will indicate about the economy's health,0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.92,""focus_excerpt"":""reflecting uncertainty about what several government reports this week will indicate about the economy's health""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_868,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.93,"Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.93,""focus_excerpt"":""Singapore plans to spend $1 billion to promote innovative thinking in schtols, and another $2.8 billion on university research and development.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1,5,2,0.4,0.4
Current_1447,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.88,"After a year of hand-wringing, he found an unconventional lender that was still making loans - lots of them.",1,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":0,""mainly_foreign"":0,""confidence"":0.88,""focus_excerpt"":""After a year of hand-wringing, he found an unconventional lender that was still making loans - lots of them.""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1,5,2,0.4,0.4
Current_438,full_focus_epu_last,openai/gpt-5.4-2026-03-05,0.0,1.0,0.93,"the country faces high unemployment, political uncertainty and deeply rooted corruption",0,1,ok,"{""epu"":0,""who"":null,""actions"":null,""effects"":null,""mention_foreign"":1,""mainly_foreign"":1,""confidence"":0.93,""focus_excerpt"":""the country faces high unemployment, political uncertainty and deeply rooted corruption""}",,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1,5,2,0.4,0.0
