llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,orig_content_len,eval_content_len,was_truncated,condition,bundle,order,condition_kind,requested_task_count,epu_pred,epu_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,parse_status,task_completion_count,completion_share,aux_mean,who_pred,who_correct,who_requested,who_present,actions_pred,actions_correct,actions_requested,actions_present,effects_pred,effects_correct,effects_requested,effects_present,mention_foreign_pred,mention_foreign_correct,mention_foreign_requested,mention_foreign_present,mainly_foreign_pred,mainly_foreign_correct,mainly_foreign_requested,mainly_foreign_present
openai/gpt-5.4-2026-03-05,Current_292,0,1,MIHB,1990,2734,2734,2734,0,single_focus,,,single,0,0.0,1.0,0.88,"""A continuation of this stampede to the West could lead to the collapse of the East German economy with unpredictable political consequences.""",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_292,0,1,MIHB,1990,2734,2734,2734,0,single_long_control,,,single_control,0,0.0,1.0,0.86,could lead to the collapse of the East German economy with unpredictable political consequences,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_292,0,1,MIHB,1990,2734,2734,2734,0,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.85,"To ease the economic backlash on East Germany, West Germany plans to expand its Deutschmarks to the east, uniting the economies",1,1,ok,5,1.0,0.2,1.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_292,0,1,MIHB,1990,2734,2734,2734,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.93,a continuation of this stampede to the West could lead to the collapse of the East German economy with unpredictable political consequences,0,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,single_focus,,,single,0,1.0,1.0,0.96,"Will Congress, for example, find the will to cut Federal spending, which in turn would tend to reduce the budget deficit, interest rates and perhaps even the international value of the dollar? Will taxes be raised and, if so, how will the increased burden be distributed?",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.96,"Will Congress, for example, find the will to cut Federal spending",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.97,"investment decisions depend nowadays on the policy makers of Washington and other world capitals. Will Congress, for example, find the will to cut Federal spending",1,1,ok,5,1.0,0.8,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_6605,1,0,NYT,1985,9963,9963,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,"Will Congress, for example, find the will to cut Federal spending... Will taxes be raised and, if so, how will the increased burden be distributed?",0,1,ok,5,1.0,0.8,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,single_focus,,,single,0,1.0,1.0,0.89,to promote the tax cuts Mr. Lindsey has designed as a way to protect the nation against an economic slump,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.95,"Mr. Lindsey shaped the proposals for a $1.6 trillion tax cut, a Social Security overhaul and other core issues in Mr. Bush's campaign.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.82,to promote the tax cuts Mr. Lindsey has designed as a way to protect the nation against an economic slump,1,1,ok,5,1.0,0.4,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_7618,1,0,NYT,2001,7843,7843,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.9,"Mr. Lindsey shaped the proposals for a $1.6 trillion tax cut, a Social Security overhaul and other core issues in Mr. Bush's campaign.",0,1,ok,5,1.0,0.4,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_79,0,0,LAT,2007,15467,15467,4989,1,single_focus,,,single,0,0.0,1.0,0.9,the standoff between [Levi Eshkol] and his generals was as much cultural as strategic,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_79,0,0,LAT,2007,15467,15467,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.9,the standoff between [Levi Eshkol] and his generals was as much cultural as strategic,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_79,0,0,LAT,2007,15467,15467,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.89,the standoff between [Levi Eshkol] and his generals was as much cultural as strategic,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_79,0,0,LAT,2007,15467,15467,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.93,the standoff between [Levi Eshkol] and his generals was as much cultural as strategic,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,single_focus,,,single,0,1.0,0.0,0.72,called for a new transatlantic free-trade agreement to meet the challenge of moves toward free trade in the Pacific region,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,single_long_control,,,single_control,0,0.0,1.0,0.95,continuing uncertainty over what BCCI assets are left,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.56,The European union's representative in the United States called for a new transatlantic free-trade agreement to meet the challenge of moves toward free trade in the Pacific region.,0,1,ok,5,1.0,0.2,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_8077,0,0,WPO,1994,3811,3811,3811,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,continuing uncertainty over what BCCI assets are left,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_654,0,0,SFC,2000,6665,6665,4989,1,single_focus,,,single,0,0.0,1.0,0.96,"Christine Callies, chief investment strategist at Credit Suisse First Boston in New York, expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_654,0,0,SFC,2000,6665,6665,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.98,expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_654,0,0,SFC,2000,6665,6665,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.71,expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting,1,1,ok,5,1.0,0.4,0.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_654,0,0,SFC,2000,6665,6665,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,expects the market to remain turbulent until a clear direction for interest rates emerges from next month's Federal Reserve meeting,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,single_focus,,,single,0,1.0,1.0,0.84,the feeling of uncertainty over the future of China's economic liberalization program and the unwillingness of business to make new investments in China,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.87,the feeling of uncertainty over *irthe future of China's economic liberal­ization program and the unwillingness of business to make new investments in China,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.91,the feeling of uncertainty over the future of China's economic liberalization program and the unwillingness of business to make new investments in China,0,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_4968,1,0,WPO,1989,6209,6209,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.88,the feeling of uncertainty over the future of China's economic liberalization program,0,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,single_focus,,,single,0,1.0,1.0,0.95,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,single_long_control,,,single_control,0,1.0,1.0,0.92,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.94,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1196,1,1,MIHB,2007,4790,4790,4790,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.95,"Hurdles to full passage lie ahead but, without Jeb around to drive another stake through its greedy heart, the monstrous stadium giveaway might finally claw its way into law.",1,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,single_focus,,,single,0,0.0,0.0,0.8,"Much rides on the May 17 elections in Israel, where Prime Minister Benjamin Netanyahu faces a stiff challenge",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,single_long_control,,,single_control,0,0.0,0.0,0.8,The Middle East's isncertain Future with chart: Falling Oil Prices,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.83,The Middle East's uncertain Future with chart: Falling Oil Prices,0,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_1953,1,0,MIHB,1999,6864,6864,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.95,The Middle East's uncertain Future with chart: Falling Oil Prices,0,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_733,0,0,MIHB,2009,3957,3957,3957,0,single_focus,,,single,0,0.0,1.0,0.98,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_733,0,0,MIHB,2009,3957,3957,3957,0,single_long_control,,,single_control,0,0.0,1.0,0.98,At a time when fewer graduates are finding work after completing their degrees and many people are uncertain they will keep the jobs they have,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_733,0,0,MIHB,2009,3957,3957,3957,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.99,many people are uncertain they will keep the jobs they have,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_733,0,0,MIHB,2009,3957,3957,3957,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.99,many people are uncertain they will keep the jobs they have,1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
openai/gpt-5.4-2026-03-05,Current_1975,1,0,NYT,2001,1186,1186,1186,0,single_focus,,,single,0,1.0,1.0,0.74,uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1975,1,0,NYT,2001,1186,1186,1186,0,single_long_control,,,single_control,0,0.0,0.0,0.95,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1975,1,0,NYT,2001,1186,1186,1186,0,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.94,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1975,1,0,NYT,2001,1186,1186,1186,0,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.96,The decline yesterday reflected uncertainty over the fallout from Argentina's decision Sunday to suspend all payments on its $132 billion debt.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_814,1,1,MIHB,2006,8405,8405,4989,1,single_focus,,,single,0,1.0,1.0,0.83,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_814,1,1,MIHB,2006,8405,8405,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.79,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_814,1,1,MIHB,2006,8405,8405,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.82,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,5,1.0,0.8,0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_814,1,1,MIHB,2006,8405,8405,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.78,"Economists say it's uncertain whether Chávez's new model, greatly dependent on high oil prices, is sustainable.",1,1,ok,5,1.0,0.8,0.0,1.0,1,1,0.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1650,1,1,SFC,1998,8181,8181,4989,1,single_focus,,,single,0,0.0,0.0,0.99,ARABELLA: Strauss' opera plays six more times through October 4 at the War Memorial Opera House.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1650,1,1,SFC,1998,8181,8181,4989,1,single_long_control,,,single_control,0,0.0,0.0,0.99,"Joshua Kosman, Chronicle Music Critic Monday, September 14, 1998",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1650,1,1,SFC,1998,8181,8181,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.99,ARABELLA: Strauss' opera plays six more times through October 4 at the War Memorial Opera House.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1650,1,1,SFC,1998,8181,8181,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.99,the best thing about the San Francisco Opera production that opened at the War Memorial Opera House Saturday night,1,1,ok,0,0.0,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0
openai/gpt-5.4-2026-03-05,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,single_focus,,,single,0,1.0,0.0,0.91,"it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,single_long_control,,,single_control,0,1.0,0.0,0.83,"profitability for the quarter ending March 31 is ""in question."" Further, the company said it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.89,"it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1,ok,5,1.0,0.6,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Midcentury_1448,0,0,NYT,1992,1409,1409,1409,0,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.88,"it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve",0,1,ok,5,1.0,0.6,0.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,single_focus,,,single,0,0.0,1.0,0.99,No one really knows what's going to happen in the next few months. The market could turn to bear or a roaring bull.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.97,No one really knows what's going to happen in the next few months. The market could turn to bear or a roaring bull.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
openai/gpt-5.4-2026-03-05,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.98,experts are divided over whether the market is experiencing a one-time correction or caught in the throes of something far more severe,1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_1898,0,0,MIHB,1998,5645,5645,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.97,were uncertain whether to buy or sell,1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
openai/gpt-5.4-2026-03-05,Current_125,1,0,NYT,2001,7335,7335,4989,1,single_focus,,,single,0,1.0,1.0,0.73,The gains followed President Bush's calling on Congress to approve $60 billion in tax cuts to buttress the economy. ... The Bush administration issued rules giving a special emergency board led by Alan Greenspan wide discretion to support the troubled airline industry,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
