llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,condition,target_section_id,selected_section_id,target_position,n_sections,selected_target_correct,epu_pred,epu_correct,joint_correct,confidence,focus_excerpt,excerpt_in_target,json_valid
qwen/qwen3-235b-a22b-instruct-2507,Current_1795,0,0,SFC,2008,7887,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.95,"Thanks to a new is.S. policy, Nid Paw hopes to become one of 18,000 Burmese refugees allowed to settle in the isnited States in 2008. Before the change in law, the Patriot Act had barred refugee status for those who had provided ""material support"" to",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1932,0,0,DMNB,2001,3314,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,investors were taking few chances. Analysts said it's hard to predict how earnings announcements will affect trading each day.,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1932,0,0,DMNB,2001,3314,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,investors were taking few chances. Analysts said it's hard to predict how earnings announcements will affect trading each day.,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1932,0,0,DMNB,2001,3314,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"Wall Street's overall mood seems optimistic, but there's some uncertainty about whether bad earnings news has been factored completely into the cheaper prices of many stocks.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1932,0,0,DMNB,2001,3314,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,the market is weighing things,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_657,1,1,NYT,1990,1073,easy,S2,S2,2,3,1,1.0,1.0,1,0.95,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister. Mr. Shekhar said on Friday that he would face a confiden",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_657,1,1,NYT,1990,1073,medium,S3,S3,3,5,1,1.0,1.0,1,0.95,"Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister. Mr. Shekhar said on Friday that he would face a confidence test in the lower house of Parliament before Nov. 20 ",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_657,1,1,NYT,1990,1073,hard,S5,S5,5,6,1,1.0,1.0,1,0.95,"Nearly a week of political uncertainty ended today when Chandra Shekhar, the leader of a breakaway faction that helped topple the national coalition Government, was installed as Prime Minister. Mr. Shekhar said on Friday that he would face a confiden",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_657,1,1,NYT,1990,1073,very_hard,S8,S8,8,8,1,1.0,1.0,1,0.95,Mr. Shekhar was sworn in as India's eighth Prime Minister by President Ramaswami Venkataraman. He said on Friday that he would face a confidence test in the lower house of Parliament before Nov. 20 to prove his support.,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1233,0,0,MIHB,2002,3774,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,What had promised to be a season of expansion has turned out to be one of sheer survival for Maximum Dance Company.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1233,0,0,MIHB,2002,3774,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,"What had promised to be a season of expansion has turned out to be one of sheer survival for Maximum Dance Company. And in that, there's some success. Because despite financial problems that threatened to swamp the group months earlier, the company n",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1233,0,0,MIHB,2002,3774,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"The economic downturn, which has hurt many local and national arts organizations, hit newly ambitious groups such as Maximum especially hard.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1233,0,0,MIHB,2002,3774,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,"The economic downturn, which has hurt many local and national arts organizations, hit newly ambitious groups such as Maximum especially hard.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_427,1,1,NYT,1988,1014,easy,S2,S2,2,3,1,1.0,1.0,1,0.95,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_427,1,1,NYT,1988,1014,medium,S3,S3,3,5,1,1.0,1.0,1,0.95,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_427,1,1,NYT,1988,1014,hard,S5,S5,5,6,1,1.0,1.0,1,0.95,there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_427,1,1,NYT,1988,1014,very_hard,S8,S8,8,8,1,1.0,1.0,1,0.95,"Despite China's assurances of autonomy, however, there is tremendous uncertainty among Hong Kong residents about China's intentions toward the regions.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1157,0,1,MIHB,2009,5390,easy,S2,S2,2,3,1,1.0,0.0,0,0.95,"Our immigration system has been broken for too long, and the costs of that failure are growing. Getting immigration policy right is fundamental to our national interests -- our economic vitality, our diplomacy and our national security.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1157,0,1,MIHB,2009,5390,medium,S3,S3,3,5,1,1.0,0.0,0,0.95,"President Barack Obama has made it clear that reform is one of his top priorities, and that is an encouraging, welcome signal.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1157,0,1,MIHB,2009,5390,hard,S5,S5,5,6,1,1.0,0.0,0,0.95,Background and other security checks are taking far tto long.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1157,0,1,MIHB,2009,5390,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.95,"Getting immigration policy right is fundamental to our national interests -- our economic vitality, our diplomacy and our national security.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_9,0,0,SFC,2009,5949,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,America is certainly optimistic that Obama will take bold action.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_9,0,0,SFC,2009,5949,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,History undoubtedly spurred some of our national outpouring this week.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_9,0,0,SFC,2009,5949,hard,S5,S5,5,6,1,1.0,0.0,0,0.95,"Hearing a new president deliver a Rooseveltian ""we're all in this together"" speech instead of a Reagan-esque ""every man for himself"" diatribe implied the closure of an entire political era.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_9,0,0,SFC,2009,5949,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.95,Transcending our past and beginning a new future - these are heady undertakings whose complexity and uncertainty explains the apprehension many sensed rumbling beneath their inaugural elation.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_1448,0,0,NYT,1992,1409,easy,S2,S2,2,3,1,1.0,0.0,0,0.95,GlenFed Inc. said today that it might fail to post a third-quarter profit and likely would not be able to meet Federal standards for financial soundness.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_1448,0,0,NYT,1992,1409,medium,S3,S3,3,5,1,1.0,0.0,0,0.95,"Further, the company said it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve, which is the cash cushion against losses. If GlenFed fails to meet the new standard, it could be required to ",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_1448,0,0,NYT,1992,1409,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"Further, the company said it was ""unlikely"" the bank would be able to meet the new, more stringent Federal requirements for capital reserve, which is the cash cushion against losses.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_1448,0,0,NYT,1992,1409,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.95,"If GlenFed fails to meet the new standard, it could be required to submit a capital plan to regulators or consent to other regulatory action.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_4045,1,0,NYT,1997,4068,easy,S2,S2,2,3,1,0.0,0.0,0,0.95,"Starts of Housing isp 2.6%, But Key Category Is Weak: Growth Is Sluggish in Single-Family Home By Bltomberg News New York Times",1,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_4045,1,0,NYT,1997,4068,medium,S3,S3,3,5,1,0.0,0.0,0,0.95,"housing starts rose 2.6 percent in April, to an annual rate of 1.473 million, exceeding analysts' expectations. But almost all of the gain came in the volatile category of apartment construction.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_4045,1,0,NYT,1997,4068,hard,S5,S5,5,6,1,0.0,0.0,0,0.95,"Starts of Housing isp 2.6%, But Key Category Is Weak: Growth Is Sluggish in Single-Family Home",1,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_4045,1,0,NYT,1997,4068,very_hard,S8,S8,8,8,1,1.0,1.0,1,0.95,"This is really another sign of moderation in the economy,' said Eileen Neely, manager of economic forecasting at Fannie Mae. 'Single-family starts were a little bit weaker than most analysts expected.'",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_32,1,1,DMNB,2003,12897,easy,S2,S2,2,3,1,0.0,0.0,0,0.95,"It hasn't found a buyer for Pinnacle Ftods Corp., which it put up for sale in March. It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_32,1,1,DMNB,2003,12897,medium,S3,S3,3,5,1,0.0,0.0,0,0.95,It had to postpone plans for a public offering of Britain's yellow pages when financial markets turned sour over Enron Corp. and Iraq.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_32,1,1,DMNB,2003,12897,hard,S5,S5,5,6,1,0.0,0.0,0,0.95,"The message has gotten out there, and everyone takes them at their word. The real question is how they're going to do in the investments they've done in the past few years. I don't think anyone knows that.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_32,1,1,DMNB,2003,12897,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.95,"A good message, though, will only go so far. In the hot-box of private equity deal-making, nothing matters in the end but results.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3167,0,0,NYT,2003,4337,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,"Stocks resumed their upward path late yesterday, climbing from earlier losses to close higher for the first time in three days. Analysts attributed the upturn to technical factors rather than positive reports",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3167,0,0,NYT,2003,4337,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,the weariness of investors who remained uncertain about the second half of the year,1,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3167,0,0,NYT,2003,4337,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"Chris Johnson, manager of quantitative analysis at Schaeffer's Investment Research in Cincinnati.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3167,0,0,NYT,2003,4337,very_hard,S8,S1,8,8,0,0.0,1.0,0,0.95,"The Dow Jones industrial average gained 59.99 points, or 0.7%, to 8,975.46--highest since July 30.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_992,0,1,DMNB,2004,423,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,"All quiet on the data frontAt last, a quiet morning is scheduled.No electionuncertainty. No market-moving earnings reports.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_992,0,1,DMNB,2004,423,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,someone's probably awaiting the Kansas City Fed manufacturing index at 10 a.m. Dallas time.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_992,0,1,DMNB,2004,423,hard,S4,S4,5,4,1,0.0,1.0,1,0.95,don't tarry over your latte,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_992,0,1,DMNB,2004,423,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,a lack of expected news means the market will focus on the unexpected,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1113,0,0,MIHB,2002,4830,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,the shaky economy and uncertainty over war with Iraq have added to that determination,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1113,0,0,MIHB,2002,4830,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,"nearly two-thirds of American adults - 64 percent - say they are looking to buy holiday gifts this year from nonprofit groups - from charities to museums to environmental groups, according to a recent survey of 1,064 adults conducted by Cone, a Bosto",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1113,0,0,MIHB,2002,4830,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"this year, the shaky economy and uncertainty over war with Iraq have added to that determination",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1113,0,0,MIHB,2002,4830,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,"according to a recent survey of 1,064 adults conducted by Cone, a Boston marketing and communications firm",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_487,0,0,LAT,1989,15236,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_487,0,0,LAT,1989,15236,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_487,0,0,LAT,1989,15236,hard,S5,S5,5,5,1,0.0,1.0,1,0.95,marketing his products in Europe was much simpler than breaking into the Pacific Rim countries,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_487,0,0,LAT,1989,15236,very_hard,S7,S7,8,7,1,0.0,1.0,1,0.95,"At the Ctol-A-Cto ice cream company in Whittier, owner Leo Politis was ltoking for a new way to btost business.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1275,0,0,DMNB,2009,8038,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,Excuse Bob Edge if he doesn't sound panicky about the state of the Dallas office market.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1275,0,0,DMNB,2009,8038,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,"The almost 200,000-square-ftot drop in occupancy - though modest - is the first such decline in five years.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1275,0,0,DMNB,2009,8038,hard,S5,S5,5,6,1,0.0,1.0,1,0.95,"During the first half of 2009, net leasing of office buildings in the Dallas-Fort Worth area fell as businesses cut back on space because of the recession.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1275,0,0,DMNB,2009,8038,very_hard,S8,S8,8,8,1,0.0,1.0,1,0.95,A rebound couldn't happen quickly enough to please worried office building owners and leasing agents.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1820,0,0,LAT,1999,26383,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,"Viruses are being carried to the beaches by urban runoff, the voluminous waste that spills into gutters from streets, yards and parking lots and flows straight to the ocean via storm channels.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1820,0,0,LAT,1999,26383,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,beach-sampling programs test only for bacteria--an unreliable way to ltok for human waste,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1820,0,0,LAT,1999,26383,hard,S4,S4,5,4,1,0.0,1.0,1,0.95,"Viruses are being carried to the beaches by urban runoff, the voluminous waste that spills into gutters from streets, yards and parking lots and flows straight to the ocean via storm channels.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1820,0,0,LAT,1999,26383,very_hard,S7,S7,8,7,1,0.0,1.0,1,0.95,"A lone virus particle could infect an unlucky child wading into the water in Santa Monica, a kayaker rowing out to sea in Newport Beach or a surfer riding a wave in Malibu.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1319,1,1,DMNB,1998,10676,easy,S2,S2,2,3,1,0.0,0.0,0,0.95,"Fourth of four parts. DEL MAR, Calif. - The desperate hour had arrived for Javier Valdivia.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1319,1,1,DMNB,1998,10676,medium,S3,S3,3,5,1,0.0,0.0,0,0.95,"Fourth of four parts.DEL MAR, Calif. - The desperate hour had arrived for Javier Valdivia.isnder sunny skies that seemed to mock his darkening mtod, he had lost one bet after another at the Del Mar Thoroughbred Club, the track that Bing Crosby built ",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1319,1,1,DMNB,1998,10676,hard,S5,S5,5,5,1,0.0,0.0,0,0.95,racetracks across the country are trotting out gimmicks to spur 20-somethings such as Mr. Valdivia to the betting window,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1319,1,1,DMNB,1998,10676,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.95,which used to boast a near-monopoly on legal gambling outside Las Vegas,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_156,1,0,MIHB,1995,2200,easy,S2,S2,2,3,1,1.0,1.0,1,0.95,"If you are elected, there will be a period of social and monetary uncertainty",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_156,1,0,MIHB,1995,2200,medium,S3,S3,3,5,1,1.0,1.0,1,0.95,"If you are elected, there will be a period of social and monetary uncertainty",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_156,1,0,MIHB,1995,2200,hard,S5,S5,5,6,1,1.0,1.0,1,0.95,"If you are elected, there will be a period of social and monetary uncertainty",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_156,1,0,MIHB,1995,2200,very_hard,S8,S8,8,8,1,1.0,1.0,1,0.95,"unemployment above 12 percent, immigration and European unification are among issues in the race to succeed ailing Socialist Francois Mitterrand, who is ending his second seven- year term.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3434,1,0,WPO,1986,8733,easy,S2,S2,2,3,1,1.0,1.0,1,0.95,the United States has quietly entered the fourth year of an economic expansion that shows few signs either of ending or jumping onto a faster growth track that would ease some of the continuing serious strains in the economy,0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3434,1,0,WPO,1986,8733,medium,S3,S3,3,5,1,1.0,1.0,1,0.95,"Many parts of the farming, energy and commercial real estate sectors and some manufacturing companies remain financially strapped.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3434,1,0,WPO,1986,8733,hard,S5,S5,5,6,1,1.0,1.0,1,0.95,"Many developing nations continue to be unable to pay interest on their international debts when it is due. As a result of those and other factors, hundreds of financial institutions are under great pressure, and government regulators acknowledge that",0,1
qwen/qwen3-235b-a22b-instruct-2507,Midcentury_3434,1,0,WPO,1986,8733,very_hard,S8,S8,8,8,1,1.0,1.0,1,0.95,"In the case of federally insured thrift institutions, there is not enough money in the federal insurance fund to pay off depositors, so the institutions are kept open.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1140,1,0,DMNB,2011,5831,easy,S2,S2,2,3,1,0.0,0.0,0,0.95,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1140,1,0,DMNB,2011,5831,medium,S3,S3,3,5,1,1.0,1.0,1,0.95,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1140,1,0,DMNB,2011,5831,hard,S5,S5,5,6,1,1.0,1.0,1,0.95,There's so much uncertainty before the election that I don't see us going any way but sideways.,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_1140,1,0,DMNB,2011,5831,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.95,"we're creating just enough jobs (about 115,000 a month) to take care of the new faces joining the workforce",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_537,1,1,SFC,2008,8089,easy,S2,S2,2,3,1,0.0,0.0,0,0.95,"My sales have just started to trickle, said Blazona, the founder and CEO of his company.",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_537,1,1,SFC,2008,8089,medium,S3,S3,3,5,1,0.0,0.0,0,0.95,"My sales have just started to trickle,"" said Blazona, the founder and CEO of his company.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_537,1,1,SFC,2008,8089,hard,S5,S5,5,6,1,0.0,0.0,0,0.95,"My sales have to go up. If my sales do not go up, I would say I have another six months maybe. Maybe three to six months.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_537,1,1,SFC,2008,8089,very_hard,S8,S8,8,8,1,0.0,0.0,0,0.95,"My sales have to go up. If my sales do not go up, I would say I have another six months maybe. Maybe three to six months.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_2026,0,0,DMNB,2002,8724,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,Americans will be handing out an awful lot of political power on Tuesday. At least some of them will.,0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_2026,0,0,DMNB,2002,8724,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,Analysts estimate that no more than 50 of the 469 House and Senate races nationwide are truly competitive.,1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_2026,0,0,DMNB,2002,8724,hard,S5,S5,5,6,1,1.0,0.0,0,0.9,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_2026,0,0,DMNB,2002,8724,very_hard,S8,S8,8,8,1,1.0,0.0,0,0.95,"The parties are at historic parity, and control of the House and the Senate literally hangs by a thread.",1,1
qwen/qwen3-235b-a22b-instruct-2507,Current_706,0,0,DMNB,2002,3711,easy,S2,S2,2,3,1,0.0,1.0,1,0.95,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees",0,1
qwen/qwen3-235b-a22b-instruct-2507,Current_706,0,0,DMNB,2002,3711,medium,S3,S3,3,5,1,0.0,1.0,1,0.95,"Worried by an uncertain economy, most travelers - even business travelers whose high-dollar tickets account for most of the airlines' profits - have been displaying the thrifty habits of retirees such as Marty Daneman of Plano.",0,1
